repetition,delay,a_strength,c_strength,steps,changed_edges
1,2,0.9924199759549631,1.1155162304217157,7,829
2,4,1.1168092849303917,0.9150360624215369,9,821
3,5,1.0510620823379746,1.0374595764849943,10,828
4,5,0.8649470446574187,1.0454064280582973,10,808
5,5,1.0673122788206877,1.0730649381750883,10,829
6,5,0.8855657501994667,0.9373869766914638,10,801
7,1,0.8627041354881313,0.9648837517221293,6,804
8,1,1.0920870623119003,0.9618262074529725,6,827
9,1,1.0727180165766808,0.9695239533458726,6,824
10,4,1.0124825918494254,1.0676539798826181,9,827
11,1,0.9716365145832836,1.0409287837598231,6,824
12,1,1.117639777684913,1.0759538174358627,6,836
13,5,0.9309356003625382,1.0928456818850967,10,821
14,3,0.9631351145906171,0.9892264155771464,8,822
15,5,1.0553178894121016,1.0799918895126148,10,830
16,4,1.0514332707054874,1.159678415173045,9,835
17,3,1.0378748539943707,0.969455622437635,8,824
18,3,1.0968103361364971,0.9762422571215141,8,829
19,3,0.8306089818554423,0.9707305933153537,8,800
20,3,1.1474732149575648,1.1333726987173671,8,839
21,1,1.0106797736801694,0.9067136518955918,6,814
22,2,1.1473825505295698,0.9567978434538338,7,830
23,3,0.9290928601240559,1.0244991878413492,8,819
24,1,1.0370720217549159,0.9633759120448917,6,824
25,5,1.083400017630833,0.9532910492075085,10,827
26,1,0.9308141700612158,1.1154933049922993,6,826
27,4,0.9931506349691149,0.9375636001483937,9,818
28,5,0.9476975376532706,1.0738057696991212,10,825
29,4,1.0408296323110997,0.9325717371814911,9,820
30,2,0.8300156435576308,1.01111694342198,7,803
31,4,0.8493311965435522,0.8136808976458336,9,783
32,4,1.0429290156049253,0.992597296381558,9,826
33,3,0.8532407581830435,0.9056001732360834,8,795
34,3,1.0019445617344305,1.0468627869752158,8,827
35,2,1.2366079903198537,1.0016209195917523,7,844
36,4,0.8711562085971308,0.987916120230638,9,806
37,1,0.9839845299626004,1.0958350645571002,6,829
38,3,0.9582672463712852,1.0504070473716125,8,825
39,2,1.0603343468340272,0.9757454567243439,7,826
40,4,0.8576950145020955,1.014912484091871,9,808
41,2,1.001585149446518,1.17037433243071,7,839
42,2,1.0223401360646,1.037245829520744,7,829
43,3,0.9730737318108392,1.0398822840332178,8,826
44,4,0.9951088320298542,1.077454112222504,9,827
45,1,0.9495598322481722,0.9747139566308489,6,822
46,2,0.9513446499470062,0.9810467967312076,7,822
47,3,1.0443120592686086,0.9564666084673643,8,824
48,1,0.9172518892431267,1.0370614469809363,6,820
49,5,1.0499420921831968,0.9549638423528448,10,824
50,5,1.0548738675394664,1.0192472125486431,10,828
51,1,1.0609697070494337,1.10788326922558,6,833
52,4,1.0856688996414088,0.9257408224322617,9,824
53,1,1.0454145275230697,1.1392266668900548,6,833
54,3,0.9703876822102891,0.9177956698895529,8,815
55,5,0.9997713798803084,0.9891801317273513,10,824
56,4,1.080216162614149,1.005274766753516,9,831
57,3,1.0031875105389534,1.0621492949425566,8,829
58,5,1.0306195673008507,0.9889940231486202,10,826
59,5,0.9984056943484174,0.9584319521313144,10,822
60,4,0.9232470451940586,1.0439600085464442,9,821
61,3,1.0005581830036308,0.9134880582124598,8,816
62,4,0.957897066026684,0.935410782014162,9,819
63,1,0.9785184865738095,1.0280462066982154,6,825
64,5,1.0184364790413794,0.9121772073444327,10,818
65,2,0.9168818039182739,1.029562429896167,7,821
66,3,0.9414540315664656,1.027318960419938,8,824
67,1,1.0370154991560203,0.8862217421846662,6,813
68,2,0.977674423354393,1.038268303179785,7,826
69,4,0.9356304589946259,0.9163150173209251,9,816
70,3,0.9092857821855289,0.955437832899164,8,814
71,3,1.0571627498563136,1.0174315519156711,8,828
72,4,1.0199474976354541,0.9200423370751377,9,820
73,5,1.0691891915823297,1.070479176612793,10,833
74,2,1.1172230419951603,0.9846961225911667,7,832
75,3,1.0622260833777535,1.1740978892360803,8,843
76,5,1.1254269922181024,0.8660735100486505,10,817
77,1,0.8963327694588685,1.0511456232446843,6,815
78,1,1.1158778495860946,0.8842157350926866,6,819
79,1,1.0440139433272015,0.9647477249781073,6,825
80,1,1.0904464674324386,1.064426279745659,6,836
81,5,1.0407026740052616,1.029215796259584,10,829
82,5,1.0416042341342457,0.8716545416287778,10,811
83,2,1.0398542693289656,0.9025000587967336,7,816
84,5,0.9738516178641061,0.9515547769601245,10,821
85,2,0.9879456691897356,1.0321016146940885,7,827
86,4,1.0249677117319729,1.1324568676658995,9,835
87,5,0.9963851216814439,0.9773235292762302,10,825
88,1,0.8223718013491143,1.025392475047823,6,808
89,2,1.0905490222878171,1.0318757072885725,7,835
90,4,0.9803249021197289,0.8977877633607805,9,813
91,4,1.028556518143986,1.0254031769648615,9,829
92,2,0.9558596299609587,1.0023996801472563,7,824
93,3,1.0691283935589246,0.8315447151444293,8,812
94,1,1.0205005846319544,1.1230916903489618,6,833
95,2,0.9626624807983413,0.902234794843483,7,814
96,4,0.8875149000912745,1.1344816255276968,9,821
97,3,0.9446618118000064,0.9663261639340857,8,822
98,3,1.0197732529834365,1.0247523171200428,8,829
99,2,1.1156205329666895,1.0498092784301154,7,836
100,1,1.0887511096270528,1.0800295975871037,6,838
