step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.8398011436351887,14,0.9605446272960709,-0.0298490841085154,-0.10428639494038333,0.1873808789984538,0.0,0.0,0.0,
2,0.33310847404642696,8,0.9344990909221234,-0.02951942380647384,-0.09500124189807103,0.03648749518864613,0.0,0.0,0.0,
3,0.11209044521353599,0,0.891628761737483,-0.026865510468072847,-0.08489575106629997,0.0,0.0,0.0,0.0,
4,0.031583382448553146,0,0.8299842231854401,-0.019766265556536093,-0.08026747092622559,0.0,0.0,0.0,2.0463668056427446e-07,
5,0.007965450020821753,0,0.740336034942791,-0.01008477367519135,-0.06557091636311209,0.0,5.015765959463159e-08,0.0,4.944010550692791e-07,
