step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.837655111286765,14,0.9600698380813697,-0.028029951122838775,-0.10898979986422769,0.18736858739278509,0.0,0.0,0.0,
2,0.33109981123530524,7,0.9335364607906576,-0.025599719101376924,-0.1048876063609697,0.036459003832448024,0.0,0.0,0.0,
3,0.11085625830628248,0,0.8902001602367173,-0.02117782984596244,-0.09999110610231488,0.0,0.0,0.0,0.0,
4,0.03106053473258431,0,0.8287669718483638,-0.014125612014965833,-0.09696918320385041,0.0,0.0,0.0,2.206027578205489e-07,
5,0.007734062096783774,0,0.7375925410382308,-0.005462325479043403,-0.08881411451604845,0.0,5.0262800603280497e-08,0.0,5.096413272947233e-07,
