repetition,delay,a_strength,c_strength,steps,changed_edges
1,3,1.0704358384648902,1.026590509667192,8,829
2,4,1.037737865693791,1.0371032180094462,9,828
3,5,0.969794928471543,1.1384765318627246,10,828
4,5,0.9152989850752824,0.9813580666177941,10,813
5,1,0.964949701558054,1.0522565622167763,6,824
6,2,1.0903637222366962,0.972105924778909,7,829
7,2,1.0377083489503158,0.9496286190335844,7,822
8,3,0.9850184004719342,1.0528940871035202,8,825
9,3,0.9801205521051914,0.950063095833634,8,819
10,2,1.0160328559781067,0.9731150109757126,7,823
11,5,0.9017818229236114,0.944555581949708,10,807
12,3,0.904820991167944,0.7988318663700297,8,789
13,3,0.9076316255454944,1.0399090864990452,8,815
14,4,1.155014367134397,1.0323684614652304,9,838
15,1,0.9246775444860231,0.9704484345592796,6,815
16,5,1.1806393118484568,0.9092803648758212,10,830
17,2,0.9869717206958221,1.0011263432379047,7,822
18,3,1.2010064433986787,0.9276026446823427,8,834
19,3,0.9429815502129049,0.9388792395279222,8,816
20,4,0.9361004120657687,1.020432541345191,9,820
21,5,1.0225328017112152,0.9962905401377662,10,824
22,5,0.9972798913035624,0.9813240466115426,10,823
23,1,1.0327655838911176,1.071910483303604,6,831
24,5,0.8787319819784817,1.0923767085600833,10,815
25,4,0.8915920951988519,1.0718956571208273,9,817
26,2,0.8683698726195803,0.8992695700249063,7,794
27,1,1.0993784150503323,1.0523991958732044,6,834
28,1,0.9055798975072831,1.1130943924584624,6,820
29,5,0.9598264888272907,1.0710502412872778,10,827
30,2,1.0662378598168578,1.0842731863584385,7,833
31,2,0.9049596329406837,0.9698803555310588,7,812
32,2,1.0024061479999122,0.9084711181056524,7,814
33,1,1.0943141516022306,0.9650346237612802,6,830
34,2,1.088350565339541,0.8431459507577135,7,812
35,2,1.0040782672503137,0.9192884433476115,7,817
36,5,1.004627748147068,0.9527434901241174,10,822
37,5,1.067583328481994,0.9307663651579636,10,823
38,3,1.0741535496883268,0.9807335442506575,8,829
39,2,0.9569956856938081,0.9668576844843244,7,820
40,5,1.0593325747939133,1.1289254342613921,10,834
41,1,1.146269934582464,1.0456806936618486,6,838
42,5,0.9158099773374228,1.0574584170491927,10,821
43,5,1.1043265800167554,1.0682728126208576,10,838
44,2,0.9944805011633974,1.0616707124285203,7,830
45,2,1.018631965433518,0.8994760963448784,7,811
46,4,1.0411453891025046,0.9616791592039922,9,824
47,4,1.0402198439544827,1.004764937884405,9,825
48,5,0.9054748175565333,1.0989332702019896,10,821
49,1,0.896583358299129,0.8890469341076049,6,798
50,2,0.9102476521489549,1.034275506407337,7,818
51,4,0.9643888608871146,0.9401861968778823,9,820
52,1,1.0806494908166886,1.0447146717260833,6,834
53,3,1.1222750659370822,1.0069581177480404,8,833
54,3,0.9101221359598777,1.0019249149144274,8,816
55,1,0.8914209642998124,1.0423225039448973,6,814
56,1,1.1114848305660938,0.9210333062101509,6,826
57,4,1.0701299653151919,1.1096540597457434,9,837
58,5,0.9967876292463008,1.0515799324618298,10,828
59,5,0.9306340457039173,1.0290095372183135,10,823
60,4,1.0312103991168045,0.9548037900533848,9,823
61,3,1.0876872234254193,1.0842200813238696,8,837
62,4,0.9426927668784708,0.9256515102586903,9,817
63,4,0.9105020295846529,0.9028831004579299,9,806
64,3,1.0083869940240033,0.8911212327717231,8,811
65,4,1.0310138819471641,1.0010204173515165,9,825
66,5,0.8893190617941392,1.0363846705462367,10,814
67,2,1.0451741113434179,0.9245337248106705,7,823
68,2,0.9690563264254826,1.0079756560809832,7,824
69,3,0.9302033676588377,0.8896470014582343,8,808
70,1,1.0574766292651179,1.077203737699701,6,833
71,2,1.0505179773907305,0.9257259386043071,7,824
72,3,0.9511568951663082,1.074811077419835,8,827
73,3,1.010821937183159,1.0901399619172605,8,831
74,4,1.0372342621053163,0.9448006177864049,9,824
75,1,0.9095408809131216,0.9138109765424762,6,809
76,1,1.160283780543558,0.9002873761353832,6,830
77,5,1.047848672302474,0.9066342854080608,10,819
78,3,1.0039068136018054,0.9368092902713249,8,822
79,2,1.0308809713989657,1.0926734459891514,7,832
80,4,0.946830500518072,1.0420493258604,9,825
81,3,1.1213352422691536,1.0176224366627404,8,837
82,1,0.8821932036518094,1.1542380845639375,6,826
83,2,1.0850233395420188,1.1141331354001744,7,838
84,2,1.1166078590983963,0.912738122970411,7,829
85,5,0.9831888118389303,0.9586162938443634,10,823
86,1,1.100392434593998,1.0495730609308709,6,838
87,2,0.9847339369287421,1.0190436585321623,7,827
88,5,0.9944960401001212,1.1364685351063877,10,833
89,2,0.9606687028055769,1.0640385853276604,7,828
90,1,0.839900490909488,0.8943171497709035,6,797
91,2,1.0673827420957422,1.0267851178551897,7,834
92,2,0.9083172278302204,1.0906735715277442,7,824
93,5,1.0015204453199524,1.1879320077152242,10,840
94,5,0.9468287054356209,1.0538732313749066,10,827
95,2,1.0066442581575492,1.0050173607806414,7,826
96,5,0.9465938269438567,0.9219047625567056,10,819
97,2,1.0736901186125407,0.9272513820458237,7,829
98,2,1.1714436877578875,0.8834924576076483,7,828
99,2,1.0423062589665544,1.1412094512745252,7,842
100,4,1.0394194382169162,0.917806565515374,9,825
