step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9139852577070152,12,0.9612216516274549,-0.029945000047051876,-0.11030789539074469,0.20462314114571012,0.0,0.0,0.0,
2,0.39235688602237706,9,0.9384747071800617,-0.03072246371276211,-0.10744862351386304,0.0479290592363088,0.0,0.0,0.0,
3,0.1286815764951627,0,0.8956245720436012,-0.03149587253987145,-0.1028278471179082,0.0,0.0,0.0,0.0,
4,0.03662783200353213,0,0.8378906090997168,-0.032309739421398025,-0.09724201102839024,0.0,0.0,0.0,2.1758875775086162e-07,
5,0.00876316150617004,0,0.7435541157332377,-0.03311634208928688,-0.08714188985220464,0.0,4.715064755785371e-08,0.0,5.327523149761287e-07,
