step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.8251255737238748,13,0.9603673616046344,-0.019226455891687623,-0.10892959528338857,0.1873900075831758,0.0,0.0,0.0,
2,0.31902772403010365,8,0.9342419477869087,-0.008745673333897926,-0.10339428476884711,0.03612384432104016,0.0,0.0,0.0,
3,0.1044903342746637,0,0.8914304146783136,4.788673274947758e-06,-0.09429523943881804,0.0,0.0,0.0,0.0,
4,0.028696033904898784,0,0.8311513990107521,-0.003119478207810565,-0.08409999336701332,0.0,0.0,0.0,2.325843542891457e-07,
5,0.007013339384025069,0,0.737940495699215,0.0019106992774149177,-0.07095146272268882,0.0,4.748437290282904e-08,0.0,5.207605086185273e-07,
