first_output_step,last_output_step,output_node_count,output_nodes,output_energy,peak_output,traversed_edge_count,active_node_count,experience_no,similarity_to_initial,similarity_to_final
1,3,10,4 29 75 114 310 330 412 423 532 585,3.078603043710973,0.42152502112187057,201,117,0,0.9999999999999999,0.9437841745821428
1,3,11,9 29 75 114 310 330 412 423 425 532 585,2.9506362837272877,0.4196410867465365,195,125,1,0.9723892732514036,0.9386842167561186
1,3,10,4 29 75 114 310 330 412 423 532 585,3.2940097025631565,0.4247807414370444,196,119,2,0.9892485215330599,0.9572542321183911
1,3,11,4 21 29 75 114 310 330 412 423 532 585,3.410089678789565,0.42078703820579205,203,123,5,0.9881025944414075,0.9644130421416761
1,3,13,4 9 21 29 75 114 310 330 412 423 425 532 585,3.812981232032012,0.4213908050737197,203,125,10,0.9640559162036482,0.9915285842158343
1,3,14,4 9 21 29 75 114 310 330 412 423 425 510 532 585,4.127478275651074,0.41302758198838246,203,126,20,0.9437841745821428,1.0
