repetition,steps,local_edges,reflection_edges,reflection_change,intervals,corridor_mass
428,10,827,1972,0.06665170966071177,3,251.72173602236475
429,10,840,1972,0.06550801885530505,3,248.40232457255894
430,7,860,1972,0.03908725345971287,1,29.599147546435574
431,7,845,1972,0.03909021671116869,1,30.932327939018165
432,8,858,1972,0.025416207696940585,1,20.050887484941576
433,7,840,1972,0.03930518451133913,1,29.78706733897761
434,10,852,1972,0.06794664416497748,3,255.47991213271175
435,9,857,1972,0.06859426483411762,3,255.63855671215606
436,9,842,1972,0.06691559396816354,3,250.71591828807937
437,10,861,1972,0.06780953787294258,3,255.0846361460439
438,7,850,1972,0.03882287777146648,1,29.36965579666947
439,8,843,1972,0.025568118859490674,1,19.906265831718812
440,7,865,1972,0.03920923411218041,1,30.365730904987828
441,10,837,1972,0.06872048199670322,3,257.7268548096254
442,8,856,1972,0.02521409512303402,1,20.323388140693346
443,9,837,1972,0.06908819983486231,3,257.08924539676866
444,9,839,1972,0.06976086876875309,3,259.05643954190646
445,7,852,1972,0.038588238330942826,1,29.165198030409332
446,9,823,1972,0.07000456446794184,3,259.76944854970105
447,8,829,1972,0.025499498215653504,1,19.972798627604867
448,9,857,1972,0.06852369369527467,3,255.44042983769322
449,9,835,1972,0.0688004019985502,3,256.2511856555481
450,7,839,1972,0.03880133099527455,1,29.350743777576035
451,8,848,1972,0.025000012379860936,1,21.041001113784453
452,10,857,1972,0.06841904725811526,3,256.85852496667195
453,7,857,1972,0.03916458319964056,1,30.51448044272582
454,7,844,1972,0.03881274016238362,1,29.3603602135535
455,10,843,1972,0.06775237863024347,3,254.92715871148025
456,7,842,1972,0.038844643927423594,1,29.38796152835235
457,9,858,1972,0.06844490989502389,3,255.21533660219518
458,7,834,1972,0.039353142234279936,1,30.016437306201418
459,10,851,1972,0.0692528654534813,3,259.2781273896187
460,6,857,1972,0.0564213008796246,1,42.841348399460934
461,7,859,1972,0.03919927713293764,1,30.398579947646812
462,9,847,1972,0.06786520320599787,3,253.52003233730264
463,10,850,1972,0.06785536386898261,3,255.2300741351041
464,8,825,1972,0.025297717430156408,1,20.213750370743416
465,8,843,1972,0.025446746329703007,1,20.03728427364915
466,6,857,1972,0.05465166085941214,1,40.864421394347175
467,6,852,1972,0.055795598953274794,1,41.73457588717399
468,8,841,1972,0.02555574649349779,1,19.934781003414216
469,10,841,1972,0.06818950587512157,3,256.2010869756456
470,10,849,1972,0.06625044612003217,3,250.57763306890615
471,6,844,1972,0.05477886446140928,1,40.960627490627964
472,6,828,1972,0.05504409062112592,1,41.1631146608824
473,6,843,1972,0.05669808470892751,1,43.59736714862271
474,7,849,1972,0.039372285661035844,1,29.990111489859274
475,7,849,1972,0.03909430514402856,1,30.927847471639556
476,8,870,1972,0.02504810291730397,1,20.78072798436452
477,7,851,1972,0.038272551187045145,1,28.88639964850741
478,6,849,1972,0.05647925895235556,1,43.02185257973594
479,8,854,1972,0.02523477756090725,1,20.32750411234762
480,7,842,1972,0.03925503372451289,1,30.25808805745327
481,9,870,1972,0.06713589042504292,3,251.3906490087979
482,7,860,1972,0.039083014513314696,1,31.421883109059216
483,7,851,1972,0.03911424655731649,1,30.79729982582447
484,7,867,1972,0.03919074324810923,1,30.454658794735327
485,10,826,1972,0.06685940547350094,3,252.35138721525698
486,10,865,1972,0.06560924123006956,3,248.7235501248513
487,10,858,1972,0.0669201972030839,3,252.5293098208294
488,6,844,1972,0.05599639483571356,1,41.88094012670208
489,8,831,1972,0.025131280382269916,1,20.54385400215301
490,6,855,1972,0.05364003191396516,1,40.07717293161828
491,7,838,1972,0.039155237821915434,1,30.600441169576904
492,10,841,1972,0.06766849347987691,3,254.70161786980225
493,7,848,1972,0.03908873462397666,1,31.063822507342575
494,9,830,1972,0.06930996140620604,3,257.7685173083371
495,7,850,1972,0.039422183459257965,1,29.883562317286238
