step,total_activity,target_mean_activity,path_activity,closest_active_distance_to_target,closest_active_node,closest_meaningful_distance_to_target,closest_meaningful_node,furthest_meaningful_path_index
1,0.9845564901560007,0.0,0.24433542131024102,1.8450455516663602,178,1.8450455516663602,178,1
2,0.4536276751684838,0.0,0.08006348654472521,1.6703048026639198,212,1.6703048026639198,212,2
3,0.15018233295353453,0.0,0.013334513343938129,1.4634706066537941,233,1.6295307022292014,120,2
4,0.0436332772629764,0.0,0.0028719160543646044,1.2164553387636423,235,1.6295307022292014,120,2
5,0.010268316367070152,0.0,0.00040567290479420737,0.9937174675745841,232,1.6295307022292014,120,2
