step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue
1,3.0619927704686725,14,0.058333333333333334,0.10570373457242084,-0.32873851180386504,0.8688415025368593,-0.24261169790694972,0.00032475952641916454
2,5.160968061792046,20,0.08333333333333333,0.07382214612118426,-0.331268160259352,0.8494004809741111,-0.24961566571965868,0.0008664072182401241
3,7.233710242570918,24,0.1,0.059492804956237655,-0.33417753236326997,0.8335933935850267,-0.24869845714068428,0.0017474480080021204
4,9.195618749463655,24,0.1,0.04965864508897741,-0.334660324093971,0.8209219337304998,-0.2412116004746684,0.0029290238776839552
5,11.009791098634732,34,0.14166666666666666,0.04194682550500091,-0.33242139293489215,0.8088620972779226,-0.2277779608342046,0.004360300005439995
6,12.718576355435411,37,0.15416666666666667,0.035771871273969996,-0.32810294742667134,0.7966823858226219,-0.21117857758996317,0.0059886058358900075
7,14.410666831884381,43,0.17916666666666667,0.030813214204337976,-0.32249542533728504,0.7830980495184839,-0.1931773776191695,0.007774478318945148
8,16.17932685533682,49,0.20416666666666666,0.026746987488513847,-0.3159756368309625,0.7668990100668616,-0.1748658985626953,0.009699030518028954
9,18.063847028902085,52,0.21666666666666667,0.023380985056712357,-0.3098875141817194,0.7469878246386094,-0.15744912255526852,0.011762751251601712
10,20.134523356917658,59,0.24583333333333332,0.02048934519218599,-0.3049871196874056,0.7226226289961476,-0.13997854398195822,0.013973447444360684
11,22.528412143425314,70,0.2916666666666667,0.01788463373977038,-0.2972482131378615,0.6934273346337548,-0.12118389260584696,0.016351325829346675
12,25.350624221795655,78,0.325,0.015581033834789587,-0.2822362621948409,0.6610976955249236,-0.09984727310109447,0.018940270523304256
13,28.61681642395854,88,0.36666666666666664,0.01366531051706908,-0.2610443754378227,0.6259455215283994,-0.07728102809487485,0.021799485512560512
14,32.16103643867561,98,0.4083333333333333,0.012203156733104105,-0.2392052523224858,0.5885564895966406,-0.053302274791096345,0.02498519004079669
15,35.73258410499112,104,0.43333333333333335,0.011114816382054464,-0.21803189387552305,0.5501593482855198,-0.02773809747389244,0.028516865368968695
16,39.065772546530404,112,0.4666666666666667,0.010301124051728125,-0.2015200357681733,0.5100698910865146,-0.0012756636025698898,0.03236503835175767
17,42.025112686428486,122,0.5083333333333333,0.00967736718950211,-0.18899582417317953,0.4675877716019026,0.023957432435128826,0.03645336686905634
