step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue
1,3.333893390216314,16,0.06666666666666667,0.09314020557994108,-0.32560586866001884,0.8548255780403233,-0.2738001450926991,0.00032475952641916454
2,6.014382055633416,23,0.09583333333333334,0.06238169898511513,-0.32191655513663237,0.8275511339196904,-0.30033285502649915,0.0009173885844428069
3,8.940925524803822,29,0.12083333333333333,0.04893517165886099,-0.31677502678627867,0.8019114214514723,-0.3215980298145732,0.001953346361429792
4,11.71234340945455,31,0.12916666666666668,0.04056886145246301,-0.3114722643577525,0.7797046790677397,-0.33451160490850834,0.0034344352611875295
5,14.190596126246172,40,0.16666666666666666,0.03404453603910032,-0.3037169883009354,0.7574190043334037,-0.34175852762549935,0.005287056124341505
6,16.332053486415557,42,0.175,0.029153756060681334,-0.29460269710456616,0.7376327407714186,-0.34199256411107376,0.007419087285578511
7,18.25112719584611,50,0.20833333333333334,0.025423809309938608,-0.28644276727906154,0.7194568061778538,-0.3346784376452308,0.009739438585723577
8,20.13097545245073,56,0.23333333333333334,0.022233871591039824,-0.2792781899202636,0.7014112133166708,-0.31999218273574,0.012187581076372366
9,22.105160358298736,63,0.2625,0.019471642455971407,-0.2757816828658495,0.681607972726878,-0.2991296662626964,0.014743380866069642
10,24.397235033034423,72,0.3,0.017014244326126568,-0.27199225361585216,0.6581241985888708,-0.2750782319085209,0.017413760346643693
11,27.14437875001858,79,0.32916666666666666,0.014889219061083253,-0.2643933423593443,0.6306929405716866,-0.24815590474592283,0.020246865880673277
12,30.396798124138737,90,0.375,0.01313418071177353,-0.24846007293945332,0.5997541503781533,-0.22034514792332147,0.023311750308234434
13,33.93432992194408,99,0.4125,0.01181481073082964,-0.22419033622329496,0.5660415775173582,-0.19457131057047738,0.02667997492568701
14,37.33569207225705,108,0.45,0.010901245376520595,-0.19576133124039372,0.530494744602254,-0.17121179648287493,0.030374664293482814
15,40.14608382222182,110,0.4583333333333333,0.010305418906056268,-0.16669999609532027,0.4945710473446143,-0.15113114248165363,0.03433764012768273
16,42.244230297140824,122,0.5083333333333333,0.009872138266654213,-0.140461095430774,0.4576740208927694,-0.13070009956050735,0.03843126683158105
17,43.65682844326657,128,0.5333333333333333,0.009515300084067087,-0.11678585310881458,0.4187770345900525,-0.10885507752835968,0.04250893332913685
18,44.490575389567894,127,0.5291666666666667,0.009242526108569802,-0.09787261165381773,0.38142640728795174,-0.08723712880093103,0.04644369532933565
19,44.88872445627226,128,0.5333333333333333,0.009025544999619734,-0.08252460001985419,0.34716839117910975,-0.06846401328693666,0.050141308681946065
20,45.000871413918546,132,0.55,0.008793405450414214,-0.0682307900801253,0.3147004102835122,-0.05197825168688041,0.05354381364930251
21,44.81031344649376,135,0.5625,0.008583993430785426,-0.05419541767660095,0.28432179245248435,-0.0364567032226341,0.05662709567448198
22,44.467041009837686,137,0.5708333333333333,0.008389346180034219,-0.04008432599337859,0.2569789869760006,-0.02152148859351088,0.05936631987825137
23,44.06670090889077,141,0.5875,0.008191297304380472,-0.025192948548442208,0.2315111698216811,-0.007331499187661742,0.06176725807977079
24,43.69815286040688,147,0.6125,0.007978223079480866,-0.00944728628561818,0.20600023936750286,0.007692140519204471,0.06385303869221073
25,43.41248467978703,151,0.6291666666666667,0.007760895694148547,0.0071798909849735,0.1809691268478164,0.02283858701505411,0.06566113848431596
26,43.19212928512317,154,0.6416666666666667,0.007565913667928434,0.024219176492481728,0.15689567279020958,0.03789762882923235,0.06723486551334443
27,43.046746835694975,157,0.6541666666666667,0.007394511526420476,0.041762319025459974,0.13295927613776334,0.05412274658096883,0.06860990320297058
28,43.02822786991611,165,0.6875,0.007226764465331404,0.06014103957280593,0.10868551625467468,0.07241991916222182,0.06982017791436634
29,43.13663653953947,169,0.7041666666666667,0.007072848442818162,0.0786089409559725,0.08413103583229192,0.09247075411269526,0.07090595284853897
30,43.36861853407807,172,0.7166666666666667,0.006956528034582939,0.09602003112049665,0.06012379110191754,0.11531861299655553,0.07190347691484872
31,43.72025754156891,176,0.7333333333333333,0.006889614072065108,0.11184806675613815,0.03699357778400846,0.1419027887112076,0.0728447451985035
32,44.15375359869307,177,0.7375,0.006878375215304537,0.12555585352051038,0.01608458313701323,0.1729997910508832,0.07375781896769731
33,44.63488472362337,175,0.7291666666666666,0.0069193120681443464,0.13566777921006998,-0.0033615094628608147,0.20417686208580754,0.07466086587068252
34,45.245784479304,175,0.7291666666666666,0.006947519611307254,0.13956682987970936,-0.021667677843026627,0.23140845084477268,0.07556382016929367
35,45.83833968018527,179,0.7458333333333333,0.006951761605847501,0.1385838781686226,-0.03974685726513179,0.2534322167508522,0.0764910227422338
36,46.26706806058306,179,0.7458333333333333,0.006944122201597396,0.13411025859241474,-0.057384010203580416,0.26844146981520717,0.07743660915804515
37,46.48486410237959,178,0.7416666666666667,0.006933233811461678,0.12659814128469235,-0.07465097780857942,0.27730272019760466,0.07836802350359996
38,46.534349640628164,178,0.7416666666666667,0.0069131021991287915,0.11627383799880044,-0.08967572266662208,0.2791642079541077,0.07924713317243613
39,46.38429545408325,183,0.7625,0.006888965553919592,0.10476205396703095,-0.10148274822174716,0.27606329544063946,0.0800476104128103
40,45.98659446364951,180,0.75,0.006888095786440582,0.09365841899014601,-0.1108410042858366,0.2692827452484597,0.08073990476916988
41,45.462117751872896,177,0.7375,0.00691951291486215,0.08524437991138696,-0.11940204949788717,0.25837304715976733,0.0812884007541872
42,44.936405804991054,176,0.7333333333333333,0.006983963277470611,0.07865534966054374,-0.1265282891691349,0.24342646219451405,0.08168370775724462
43,44.40878390877212,172,0.7166666666666667,0.007078943375554133,0.07356591185293243,-0.13066883351573402,0.22633172255410963,0.08194091306995599
44,43.83627536635309,167,0.6958333333333333,0.007183521597100784,0.06852539751190204,-0.13273238075437466,0.20825425241035306,0.08207346874585518
45,43.28292598174042,163,0.6791666666666667,0.007240043423001562,0.0664170170515276,-0.1339215179419513,0.18841535011327815,0.08208542350246086
46,42.53152965953562,160,0.6666666666666666,0.007306442157064719,0.06587804483614376,-0.13417602450997426,0.17018850111727366,0.0819924297737911
47,41.67243338840151,160,0.6666666666666666,0.007368784889350506,0.06733537903460064,-0.13289942888980835,0.15505712434297136,0.08176784860757494
48,40.68844618896159,159,0.6625,0.007450008039719616,0.07164914115206016,-0.13100248262595315,0.14465270818559064,0.08140464500714271
