step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue
1,3.458524401101865,14,0.058333333333333334,0.09598629870555639,0.09763817843346659,0.2501984868868021,0.9184361690486081,0.00032475952641916454
2,6.522156459034385,24,0.1,0.061242446630438416,0.10497237089460205,0.22877345822682751,0.9007243502939919,0.0009407568989838478
3,10.314620971366727,31,0.12916666666666668,0.04367194995872348,0.11266800632608694,0.20907232096621162,0.8798546034979972,0.00206958554515441
4,14.497282689824246,39,0.1625,0.03332662984389291,0.12309807458722608,0.1870875922795719,0.8553431607218666,0.0037966184227702306
5,18.58417220118201,46,0.19166666666666668,0.02666044900392211,0.13026948836568736,0.16586767481555129,0.8276302565594987,0.006135197084835254
6,22.463445049270362,58,0.24166666666666667,0.021988013789782816,0.13742820209816003,0.1465370108942956,0.7951943207828074,0.009006209664073356
7,26.138705860587017,66,0.275,0.018503567873826714,0.1427100055457622,0.12468754128834436,0.759597664903615,0.012317484644404212
8,29.820622456567012,77,0.32083333333333336,0.015732072321893657,0.14744342036440816,0.10016203760599948,0.7183545148319156,0.015986743528823857
9,33.632798090222394,88,0.36666666666666664,0.013547855118445772,0.1505963979198351,0.07339160562280636,0.671752667082503,0.019979435886547787
10,37.601725332907556,99,0.4125,0.011840324174460513,0.1535579776799915,0.04781911727103085,0.6192860232845379,0.024287641939809704
11,41.62502932040379,112,0.4666666666666667,0.010494071735560042,0.15587449150608382,0.026887784661278828,0.5609480229891877,0.028909201245748903
12,45.56914792709579,123,0.5125,0.009433713994526936,0.1567568540261396,0.014341252348905298,0.49733908581318303,0.033822974118749724
13,49.09374980890171,133,0.5541666666666667,0.008671516242549084,0.15747587846570296,0.010260480743823647,0.43075952242481824,0.038984891943205216
14,52.15658320257724,149,0.6208333333333333,0.008090798550720778,0.15580314463203204,0.010259910364763727,0.35946070725141216,0.044291480838053766
15,54.51242356384144,156,0.65,0.007701010599487561,0.1506772070650646,0.01514989359403336,0.28226367719877754,0.04964169210473161
16,56.14437334080789,158,0.6583333333333333,0.007499631304536071,0.13919643355423827,0.022965268269498452,0.2047639726758909,0.054898602312478735
17,57.63843079467087,159,0.6625,0.007280598491935099,0.1216885518349449,0.03564436417418653,0.13287587344233084,0.05993581208263233
