step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue
1,2.2329531873778943,13,0.05416666666666667,0.1390737548459249,0.4784506154453281,-0.019515871064713083,-0.8390452852862194,0.00032475952641916454
2,3.2310622386168353,15,0.0625,0.0883378740857404,0.46380818199529183,-0.028149704409675454,-0.8333232281593637,0.0007109622964106032
3,4.315007369592552,19,0.07916666666666666,0.07086491635551022,0.4513123960942553,-0.03206286718001907,-0.8276539269445797,0.0012456902365101997
4,5.531672046321908,27,0.1125,0.05878797894300876,0.4391864609365225,-0.033260460490184655,-0.8213060187577212,0.0019301850946577834
5,6.782998149752073,27,0.1125,0.05025434094768043,0.4279061735028541,-0.03224778645365188,-0.8147870970409421,0.0027743550938773625
6,7.990630726590178,30,0.125,0.044142010518448724,0.41813881765005345,-0.03002583552373036,-0.8078164572871901,0.0037687317375681402
7,9.113360507499724,33,0.1375,0.03941600185550596,0.40747235379128094,-0.02741902354909627,-0.8008065555217266,0.004890101825046984
8,10.152591335968108,37,0.15416666666666667,0.03540663614878388,0.3956309728311463,-0.02481310025474476,-0.7930659148138018,0.006109846737698484
9,11.11491418934178,41,0.17083333333333334,0.03192522699087123,0.3827852543223077,-0.02290515014172623,-0.7847061321301088,0.007402472939422655
10,12.044768599349146,45,0.1875,0.028790674065135344,0.370178581156545,-0.021946609050548776,-0.7747340749250048,0.008746272055981974
11,12.9737914960443,52,0.21666666666666667,0.026010268792061145,0.3569080961630684,-0.021519340069979312,-0.7637032155914231,0.010130038962761741
12,13.935931804080184,55,0.22916666666666666,0.023589405151031043,0.3428392611018932,-0.02098870999573695,-0.7518810776662892,0.011549620971993874
13,14.966127534713134,57,0.2375,0.021501265486047666,0.3274850957260289,-0.019809223810957267,-0.7395471293387076,0.013007646088059521
14,16.08178500365576,61,0.25416666666666665,0.019736626280322318,0.3110987899089531,-0.017899302140235645,-0.7267842123824698,0.014513030392012282
15,17.286472030087232,65,0.2708333333333333,0.018271216616771987,0.2933480963084862,-0.014397385885205631,-0.7139869639887858,0.016077062040996508
16,18.562880394176723,69,0.2875,0.017068715320161743,0.2747277223123739,-0.010042460431867043,-0.7014954640438281,0.017710569342538215
17,19.928395024326083,71,0.29583333333333334,0.016002718100098973,0.25547777496311214,-0.004808132080812474,-0.6887765645317618,0.01942005248219253
18,21.352056144006838,80,0.3333333333333333,0.015055445125965664,0.2360891708907449,-8.666092437366871e-07,-0.6759995958158953,0.021214621301034416
19,22.818863895618122,84,0.35,0.014207321462363951,0.21622393690723074,0.0032338617108108596,-0.663015050754813,0.02309666969793226
20,24.33130889733132,86,0.35833333333333334,0.013427175657708056,0.19619827575986304,0.0040527206922735875,-0.6495724581862616,0.02506553970856743
21,25.8911358466612,93,0.3875,0.012700494214155332,0.17568067219447434,0.0022477974914974393,-0.6355875801863048,0.027121106155960306
22,27.519589027746363,98,0.4083333333333333,0.012013322763331677,0.1543757401117208,-0.002522385390803804,-0.6204325663606539,0.029263583511613254
23,29.22962607331192,104,0.43333333333333335,0.011371062535631955,0.1328479772702409,-0.010186982338419009,-0.60374635704461,0.031497148103154377
24,31.01349795804024,108,0.45,0.01079481553114183,0.11116510708363246,-0.0209763188779662,-0.5854487954068262,0.033827988181584924
25,32.859614646445046,112,0.4666666666666667,0.010288937447783324,0.08932203201156957,-0.03489479655077831,-0.5650560120025295,0.03626022023055898
26,34.74420662694857,121,0.5041666666666667,0.00983733202109148,0.06717134159892449,-0.05098119019019594,-0.5416297866461818,0.038795375953711526
27,36.572928323247524,124,0.5166666666666667,0.009444913720186403,0.04676812972447039,-0.06655621625066702,-0.5149361387273749,0.04143037710089323
28,38.16061068730034,129,0.5375,0.009140704871379005,0.030154782542076843,-0.07890249743733566,-0.4866671922529179,0.04414476345141282
29,39.39160594383788,134,0.5583333333333333,0.00888857113113386,0.01875388890153332,-0.08579085109214613,-0.4580615997719553,0.04688540161014035
