step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue
1,3.5982655546964373,14,0.058333333333333334,0.09357462105514154,0.09616867365103361,0.24973571471403422,0.9177790023922359,0.00032475952641916454
2,6.828922682069667,25,0.10416666666666667,0.06041489340696666,0.10586344022988436,0.22536522775394477,0.9003990178143805,0.0009669583652828301
3,10.71867996187391,32,0.13333333333333333,0.04341696405476847,0.11596755464190195,0.20151873457199712,0.8802645027428745,0.00215068553164261
4,14.938620996769192,41,0.17083333333333334,0.0330884038819432,0.12726301056818917,0.17492841156536093,0.8558736032524773,0.003945369471329707
5,19.001218719951915,48,0.2,0.026457157067993373,0.13538865794077642,0.15016509770780895,0.8278750159979967,0.00635182396109096
6,22.82196780068639,57,0.2375,0.021867980368038584,0.14305378262860746,0.12894163961933464,0.794997554640252,0.009279370074972848
7,26.430289899930642,67,0.2791666666666667,0.01845891095961575,0.1497228845290366,0.10772260481425178,0.7584251489328806,0.012630552030104263
8,30.02558734830522,77,0.32083333333333336,0.015749756450458247,0.1553629637719005,0.08433559241931725,0.7165170032651458,0.01632317618333083
9,33.74858998784694,87,0.3625,0.01360073943837988,0.15904504729282057,0.05807196087969013,0.6693463515412088,0.020320656192804976
10,37.64609630127073,99,0.4125,0.011885675525065472,0.16284546573869985,0.03290344382791085,0.6157555099232953,0.02461645119624578
11,41.567326037147794,109,0.45416666666666666,0.010544374065495417,0.16589048594246306,0.01283279071448539,0.5564843176622442,0.029213449133109463
12,45.41527483373703,125,0.5208333333333334,0.00948889602139871,0.16803617677151614,0.0018113984784507025,0.49166458041279226,0.03408597785176373
13,48.85719451796916,132,0.55,0.008728603738958939,0.16897961480625673,0.0008716821586570402,0.42398246261737194,0.03919274409791305
14,51.912651782695164,147,0.6125,0.008134601511454724,0.168021796311954,0.0033839556644555888,0.35054178502052297,0.04443419366024096
15,54.21068027943884,155,0.6458333333333334,0.007770225860723066,0.16307200725241633,0.011103111801421603,0.2712014554985855,0.04972439650347222
16,55.85466792467722,158,0.6583333333333333,0.007578959085615206,0.1514160145783762,0.020782393742094868,0.19155691338573794,0.05491645940551978
17,57.28956428935431,158,0.6583333333333333,0.007379332459792557,0.1319716524579266,0.0348814288286379,0.11995130806030596,0.05989756370084477
18,58.060936928739224,155,0.6458333333333334,0.007247913002607732,0.10806063071239772,0.05405861886310161,0.055388050625876456,0.06464960063501422
19,58.26308142228472,160,0.6666666666666666,0.007139090443242286,0.07876405676403486,0.0731261810231307,-0.0020029781297520506,0.06907106624565143
20,57.63725015356161,160,0.6666666666666666,0.007127102974013141,0.0460580828135792,0.09199629057050418,-0.05616074581056591,0.07308828738776467
21,56.41870950570657,161,0.6708333333333333,0.007160596221114785,0.011065407889310368,0.1087029135197792,-0.10624400840833738,0.07658644305278099
22,54.389755944502674,157,0.6541666666666667,0.0073175407848892395,-0.026207301560924025,0.12559480990738664,-0.15432864356549467,0.07950630677982289
23,52.08495587909371,154,0.6416666666666667,0.007478992968622509,-0.0604217135810906,0.14112215009621218,-0.19564508764563251,0.08175375534143485
24,49.36238027525764,150,0.625,0.0076931588627321,-0.09365919519225513,0.15782208099983255,-0.23240822680362472,0.08334430903462145
