activity
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.876708999689480045e-02
0.000000000000000000e+00
1.544567315834725618e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.781146145492641941e-01
0.000000000000000000e+00
2.376010457257201058e-01
1.343705859436167271e-02
0.000000000000000000e+00
3.616924095326518040e-01
0.000000000000000000e+00
4.288507494934055975e-02
1.920518651470823901e-01
0.000000000000000000e+00
4.495757292792194049e-01
0.000000000000000000e+00
0.000000000000000000e+00
4.121524987236701021e-01
0.000000000000000000e+00
4.655846374220359296e-01
3.686834642388648296e-03
0.000000000000000000e+00
4.795649621105783633e-01
0.000000000000000000e+00
1.397140490637769072e-01
3.025172060774851124e-01
0.000000000000000000e+00
5.099817576771443761e-01
0.000000000000000000e+00
0.000000000000000000e+00
4.518641568323326085e-01
0.000000000000000000e+00
4.399380059145963640e-01
7.641497936014637893e-02
0.000000000000000000e+00
4.865928389974959467e-01
0.000000000000000000e+00
6.536541211180409150e-02
3.623148354779354152e-01
0.000000000000000000e+00
4.724838694371724657e-01
0.000000000000000000e+00
0.000000000000000000e+00
4.118392424181565592e-01
0.000000000000000000e+00
3.535878910011308607e-01
2.271033922272753802e-01
0.000000000000000000e+00
4.459734791967133738e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.916045455571205980e-01
0.000000000000000000e+00
4.646417159751614068e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.902336440938630746e-01
0.000000000000000000e+00
8.515315156242583838e-02
3.555197852824339422e-01
0.000000000000000000e+00
4.306245812198253864e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.503144988992875630e-01
0.000000000000000000e+00
3.985796942853797598e-01
9.181546890066841216e-02
0.000000000000000000e+00
3.578179008484386747e-01
0.000000000000000000e+00
9.807490031890167569e-05
3.622829052234361469e-01
0.000000000000000000e+00
4.161875814306709165e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.981069299036996911e-01
0.000000000000000000e+00
2.119135921982802928e-01
3.017546304796283607e-01
0.000000000000000000e+00
3.471849552705672526e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.226353780615892619e-01
0.000000000000000000e+00
3.644328428710945644e-01
1.878763027617357060e-03
0.000000000000000000e+00
2.639545354906072117e-01
0.000000000000000000e+00
3.229136817488202638e-02
3.765842302755579851e-01
0.000000000000000000e+00
3.361771906843474267e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.742300762256269508e-01
