step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9120566292263217,13,0.9611939835915023,-0.030118415660929442,-0.11029797986045116,0.20452781153813837,0.0,0.0,0.0,
2,0.3905205368478526,9,0.938446235511895,-0.030702579558485606,-0.1072437563708928,0.047863424413712795,0.0,0.0,0.0,
3,0.12763803044400338,0,0.8955904138702754,-0.031070245703290537,-0.1017945231672924,0.0,0.0,0.0,0.0,
4,0.03621775118183691,0,0.8379469548938396,-0.02937107119205065,-0.09548632430007292,0.0,0.0,0.0,2.2127846568247575e-07,
5,0.008667771874168718,0,0.7437335362506142,-0.027843450198203556,-0.08517240428241,0.0,4.508170316588446e-08,0.0,5.299489448698149e-07,
