step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9274098948373855,14,0.9612035405988343,-0.03010714980171926,-0.11029959648803828,0.20742143211661548,0.0,0.0,0.0,
2,0.40357110064376484,9,0.938870185963924,-0.030661741131490037,-0.10730601357343353,0.04992336894011203,0.0,0.0,0.0,
3,0.13207708229109738,0,0.8961157762831171,-0.031030153128481338,-0.10186257679152988,0.0,0.0,0.0,0.0,
4,0.037649317546847916,0,0.8390496031960666,-0.02934001737090187,-0.09561614762309972,0.0,0.0,0.0,2.2433418091849174e-07,
5,0.008973182225128442,0,0.7445301317551403,-0.027793974348637375,-0.0852480206786807,0.0,4.5744719540101675e-08,0.0,5.385418253983045e-07,
