source,target,before,after,delta
0,1,0.42535542039670776,0.4253554203967281,2.0317081350640365e-14
0,2,0.41704618717213215,0.4170461871721813,4.912736883966318e-14
0,3,0.42471138992383284,0.4247113899239956,1.6275869541004795e-13
0,4,0.434347546968794,0.4343475469690297,2.3570034812792073e-13
0,5,0.4448648576478466,0.44486485764834677,5.00155472593633e-13
0,6,0.4131648501307684,0.4131648501307862,1.7763568394002505e-14
0,7,0.42336745225831823,0.42336745225834976,3.1530333899354446e-14
0,8,0.41918399779852455,0.4191839977991466,6.220579606974752e-13
1,0,0.4158344652649313,0.4158344652649402,8.93729534823251e-15
1,2,0.4194881117018642,0.41948811170186934,5.162537064506978e-15
1,3,0.42803728674706293,0.4280372867470784,1.5487611193520934e-14
1,4,0.4103577907074378,0.41035779070747475,3.697042672001771e-14
1,6,0.4174450496182296,0.41744504961823076,1.1657341758564144e-15
1,9,0.42335414505200175,0.42335414505210617,1.0441647546599597e-13
1,11,0.4405120154351419,0.44051201543515156,9.658940314238862e-15
1,14,0.4246418130159832,0.4246418130159897,6.494804694057166e-15
2,0,0.4121311505947193,0.4121311505947579,3.863576125695545e-14
2,1,0.42654642374570545,0.42654642374571694,1.149080830487037e-14
2,3,0.4423726263731663,0.44237262637325453,8.820721930646869e-14
2,4,0.4304394749573024,0.43043947495744217,1.397770788003072e-13
2,5,0.4317992453222532,0.4317992453225175,2.642885910120185e-13
2,7,0.4314370496430488,0.43143704964306895,2.015054789694659e-14
2,10,0.40024779548398065,0.40024779548412565,1.4499512701604544e-13
2,12,0.4226800568283419,0.42268005682868315,3.4122704661854186e-13
2,15,0.4228944079158814,0.42289440791590505,2.3647750424515834e-14
3,0,0.4220322511506869,0.42203225115093274,2.458588888032409e-13
3,1,0.4180279211512094,0.41802792115126863,5.92303983637521e-14
3,2,0.4479129493369206,0.44791294933708103,1.6042722705833512e-13
3,5,0.4017568316590147,0.4017568316613799,2.3651636205102022e-12
3,6,0.4077070127883692,0.4077070127884202,5.101474798152594e-14
3,8,0.42742867150129565,0.4274286715042013,2.9056201888977284e-12
3,11,0.41637324617943317,0.41637324617969834,2.6517676943171864e-13
3,13,0.42082660119276877,0.42082660119872956,5.9607874192124655e-12
3,16,0.4195443854178292,0.41954438542106753,3.238354029377888e-12
4,0,0.4120303609740397,0.4120303609741237,8.398837181289309e-14
