step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9237500438738648,10,0.961277165174425,-0.028926893788655865,-0.11115585277221467,0.20688396696547126,0.0,0.0,0.0,
2,0.4001854403942667,9,0.9389688051217917,-0.028530272327414806,-0.10902691095785597,0.04952605693019733,0.0,0.0,0.0,
3,0.13058425961435374,0,0.8962856824428005,-0.027932608317066895,-0.10467700870694778,0.0,0.0,0.0,0.0,
4,0.03705550767461624,0,0.8390048894799802,-0.026939937162418687,-0.09849205196954872,0.0,0.0,0.0,2.100376142604398e-07,
5,0.008809538417256194,0,0.7442622214314656,-0.024274225963907863,-0.08810683285936367,0.0,4.682508958133606e-08,0.0,5.106580808496768e-07,
