step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.8386235418172722,10,0.9612785901551167,-0.024082965189850033,-0.10408081611392818,0.1873663372317378,0.0,0.0,0.0,
2,0.3310260029889883,7,0.9364838275034358,-0.019126562794158523,-0.0940574721193188,0.036537213295070925,0.0,0.0,0.0,
3,0.11000171326556965,0,0.8950282038822287,-0.015126565247736817,-0.08189456499846996,0.0,0.0,0.0,0.0,
4,0.030253429806704576,0,0.8330744860914527,-0.017275378276547942,-0.0741906153183892,0.0,0.0,0.0,2.9715424133212703e-07,
5,0.007467810564976585,0,0.7410979124692172,-0.012309419380167648,-0.05689011029059405,0.0,4.667703622515966e-08,0.0,6.505466688751357e-07,
