step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9082659488611504,9,0.961267209453575,-0.02892894136766171,-0.11117236692814635,0.2039534512323078,0.0,0.0,0.0,
2,0.3870585833646273,9,0.9385373806655906,-0.028525741461678262,-0.10902129126060797,0.04744593603003657,0.0,0.0,0.0,
3,0.1261420644407637,0,0.8957541548261919,-0.027934169341801967,-0.1046755548308808,0.0,0.0,0.0,0.0,
4,0.035626415785364574,0,0.8378767125633678,-0.026918842753341037,-0.09843460785359555,0.0,0.0,0.0,2.0714471584002636e-07,
5,0.00850611514858943,0,0.7434498900248078,-0.024244543191721347,-0.08811670648544627,0.0,4.614130411422022e-08,0.0,5.023418168762509e-07,
