source,target,before,after,delta
0,1,0.43684949146707275,0.4368494914670937,2.09277040141842e-14
0,2,0.4091315746027389,0.40913157460279026,5.134781488891349e-14
0,3,0.4156069721589974,0.4156069721591655,1.680877659282487e-13
0,4,0.43570956384154247,0.4357095638418021,2.5962565430859286e-13
0,5,0.42471978216645057,0.4247197821669875,5.36959365859957e-13
0,6,0.4280313921349698,0.42803139213498814,1.8318679906315083e-14
0,7,0.41182500763109225,0.4118250076311248,3.2529534621517087e-14
0,8,0.4017119997839588,0.4017119997846038,6.45039577307216e-13
1,0,0.43258667589537814,0.43258667589538763,9.492406860545088e-15
1,2,0.4278049076917619,0.427804907691767,5.10702591327572e-15
1,3,0.4067214131119903,0.4067214131120054,1.509903313490213e-14
1,4,0.4229177670802377,0.4229177670802786,4.091171845743702e-14
1,6,0.4272682120109935,0.42726821201099474,1.2212453270876722e-15
1,9,0.4175546971729318,0.4175546971730444,1.1257661469699087e-13
1,11,0.4192897470537523,0.41928974705376215,9.825473767932635e-15
1,14,0.42399906508461443,0.4239990650846208,6.38378239159465e-15
2,0,0.4093998629396961,0.40939986293973735,4.1244785364824565e-14
2,1,0.41673981467914556,0.4167398146791581,1.2545520178264269e-14
2,3,0.4095318487380551,0.40953184873814574,9.064970996064403e-14
2,4,0.42495193797772385,0.4249519379778772,1.5337731085196538e-13
2,5,0.418629803877591,0.4186298038778711,2.8005375796169574e-13
2,7,0.4371236699125142,0.437123669912535,2.0761170560490427e-14
2,10,0.4220374051956176,0.4220374051957724,1.5476508963274682e-13
2,12,0.4430804790298691,0.4430804790302124,3.4333647036532966e-13
2,15,0.4252241941415694,0.42522419414159374,2.4313884239290928e-14
3,0,0.4068338379113945,0.40683383791164124,2.4674706722294104e-13
3,1,0.41457288380448926,0.4145728838045485,5.92303983637521e-14
3,2,0.40583347593647495,0.4058334759366348,1.5987211554602254e-13
3,5,0.4173937768368454,0.41739377683919426,2.3488433420482124e-12
3,6,0.4128695567035987,0.41286955670364933,5.062616992290714e-14
3,8,0.4170184342407924,0.4170184342435715,2.779110275241692e-12
3,11,0.41448728856657896,0.4144872885668371,2.581268532253489e-13
3,13,0.4247991288618451,0.42479912886739385,5.548728143622839e-12
3,16,0.4449889420970188,0.4449889421000727,3.0539459849876494e-12
4,0,0.42782738995768105,0.427827389957771,8.992806499463768e-14
4,1,0.4173203386368511,0.41732033863690304,5.1958437552457326e-14
4,2,0.420781637394488,0.4207816373945659,7.793765632868599e-14
4,6,0.4136951035508973,0.4136951035509422,4.490852134608758e-14
4,7,0.42301209945155066,0.4230120994516451,9.442446824436956e-14
4,9,0.4210372843523633,0.42103728435441756,2.054245662463927e-12
4,12,0.4386479876044317,0.43864798760612117,1.689481887723332e-12
4,17,0.4170525009332907,0.4170525009537939,2.0503210240718772e-11
5,0,0.42285355322185864,0.4228535532230961,1.2374545832471995e-12
5,2,0.40723679945853436,0.40723679945929264,7.582823258189819e-13
