source,target,before,after,delta
0,1,0.4278752581814683,0.42787525818148975,2.142730437526552e-14
0,2,0.4210376293227643,0.4210376293228177,5.340172748447003e-14
0,3,0.41999888760886656,0.4199988876090482,1.816324868286756e-13
0,4,0.4291347209514905,0.4291347209517456,2.550737399076297e-13
0,5,0.40877478402808876,0.4087747840286619,5.731526364627371e-13
0,6,0.41544472388641734,0.415444723886436,1.865174681370263e-14
0,7,0.4232247776211645,0.4232247776211975,3.297362383136715e-14
0,8,0.41547097962066726,0.41547097962135715,6.898925875020723e-13
1,0,0.42227010817575084,0.4222701081757609,1.0047518372857667e-14
1,2,0.412412272452762,0.41241227245276785,5.828670879282072e-15
1,3,0.4276315541978482,0.4276315541978644,1.6209256159527285e-14
1,4,0.41477976881574996,0.41477976881578965,3.9690473130349346e-14
1,6,0.4107556610335545,0.41075566103355565,1.1657341758564144e-15
1,9,0.42431763135552525,0.4243176313556307,1.0547118733938987e-13
1,11,0.41547755661807284,0.41547755661808294,1.0103029524088925e-14
1,14,0.4435854436796003,0.4435854436796065,6.217248937900877e-15
2,0,0.3838705185208851,0.38387051852092763,4.2521541843143495e-14
2,1,0.4241608793120319,0.42416087931204427,1.2378986724570495e-14
2,3,0.4269702027311528,0.42697020273124764,9.481304630298837e-14
2,4,0.4098048263849095,0.4098048263850558,1.4627188349436437e-13
2,5,0.41980570441751197,0.41980570441780146,2.8949065367100957e-13
2,7,0.42363705760252823,0.42363705760254877,2.0539125955565396e-14
2,10,0.4161547140335493,0.4161547140337049,1.555977569012157e-13
2,12,0.42807776554794713,0.42807776554828675,3.396172232328354e-13
2,15,0.4065639202847901,0.4065639202848147,2.4591439995447217e-14
3,0,0.4226393322485221,0.4226393322487915,2.6939561692529423e-13
3,1,0.4120782363442532,0.4120782363443145,6.128431095930864e-14
3,2,0.4172109927344837,0.4172109927346515,1.678102101720924e-13
3,5,0.41134802268118825,0.41134802268372034,2.5320856522625945e-12
3,6,0.4192730572788215,0.41927305727887415,5.262457136723242e-14
3,8,0.41558963004138,0.41558963004440597,3.0259683647670954e-12
3,11,0.41967302974664894,0.41967302974693227,2.8332891588433995e-13
3,13,0.404535395712582,0.40453539571871067,6.128653140535789e-12
3,16,0.4139110351793799,0.41391103518272726,3.3473779303960782e-12
4,0,0.4213668390358164,0.4213668390359047,8.83182416089312e-14
4,1,0.40402348918025466,0.40402348918030184,4.718447854656915e-14
4,2,0.4284613039891134,0.4284613039891874,7.399636459126668e-14
4,6,0.43029377560468074,0.4302937756047219,4.113376306236205e-14
4,7,0.40300098557327757,0.40300098557336334,8.576472865229334e-14
4,9,0.416843467283737,0.4168434672855074,1.7704171462185059e-12
4,12,0.4050089373669968,0.4050089373685696,1.572797447835228e-12
4,17,0.4166074062188004,0.41660740623654924,1.774885793892622e-11
5,0,0.42528527612757305,0.42528527612887784,1.3047896096907152e-12
5,2,0.40539429705778524,0.40539429705856195,7.767120280277595e-13
5,3,0.42176091211058525,0.4217609121141774,3.592126596174694e-12
5,8,0.4187938501532092,0.41879385017105086,1.7841672583784884e-11
5,10,0.4207870894599522,0.4207870894657959,5.843714401265743e-12
5,13,0.4235535924178595,0.4235535924589595,4.1100012282413445e-11
5,18,0.42103908387153044,0.42103908391037376,3.884331745140912e-11
5,26,0.42839918429175644,0.42839918443222313,1.4046669383205312e-10
6,0,0.4386670034765454,0.4386670034765544,8.992806499463768e-15
