repetition,delay,a_strength,c_strength,steps,changed_edges
1,3,0.9489658850016293,0.9777040800343756,8,819
2,5,1.0216725415776309,0.8467419623016966,10,805
3,4,1.0746124349809296,1.0310252681445768,9,830
4,4,1.0451137209821966,0.9502089788791762,9,823
5,4,1.0942565347051019,1.1025130297778067,9,833
6,1,0.9780673708581802,1.0286672595585387,6,826
7,1,0.9405747302145655,0.9212083632572077,6,808
8,4,0.8872200755940952,0.9390681606329975,9,802
9,3,1.041943268093596,1.1168355044352292,8,831
10,5,0.9662602242945806,0.9624671988215953,10,820
11,5,0.9913900410258704,0.9322188052516754,10,813
12,2,0.9075333669961203,1.0035993197699589,7,811
13,1,0.8918452129796883,1.0124088440090824,6,809
14,1,1.1433427310416866,1.097049051889346,6,836
15,4,0.8007174629649411,0.984318898538425,9,801
16,4,0.9546930032831615,1.005201865976932,9,822
17,3,0.9842208767338826,0.9971612627410175,8,823
18,1,1.0609052606635185,0.9604639149768012,6,824
19,3,0.9928420281784689,0.8740634569778498,8,806
20,2,0.9389542854873603,1.1498753850454697,7,828
21,1,0.8558879233009824,0.8605476835766412,6,787
22,2,1.054283820075673,1.034419571135848,7,829
23,2,0.9540323145510926,1.0958020912869444,7,826
24,5,1.0470316649286522,0.9680498784307986,10,825
25,2,0.8808644084949743,1.073382215960226,7,811
26,1,0.9838019169403748,0.9549195583565634,6,821
27,5,0.9936430648514529,1.079191572619539,10,827
28,1,0.9617613645886903,1.068318637370634,6,826
29,3,0.9524322809269788,0.7521301643846183,8,794
30,2,1.1260342018340657,1.0426060734426117,7,835
31,4,1.0068023115055265,1.1045417259229353,9,829
32,5,1.0442014335789187,1.008338679527858,10,827
33,5,0.9478967474571871,1.0232195762970346,10,825
34,4,1.161473603317921,0.9300608061839042,9,825
35,4,0.9979268837785574,1.0001280737750016,9,824
36,2,1.0067046028304278,1.1768784727549593,7,840
37,4,0.9242542866889164,1.158508626315311,9,827
38,3,1.0178999149914874,0.941722378004236,8,822
39,4,1.185565449512714,0.9769407153934851,9,837
40,4,0.9336015077263686,0.8412486745998355,9,800
41,1,0.9445765957494339,0.948968529862202,6,819
42,4,0.8102455015175646,0.910445002998044,9,789
43,2,1.0662370779714845,1.0622816126363812,7,830
44,2,1.0657267260818373,0.9583215129327289,7,825
45,3,1.0337365306596407,0.9382569277535923,8,823
46,5,1.0721972260449468,0.9057117701421282,10,816
47,4,0.9300719901471057,1.1462687344601112,9,827
48,3,0.9473025108489668,1.0333963997773283,8,825
49,4,0.8895769714193158,0.9139255293620275,9,799
50,4,0.9294641933044634,0.9436013942653921,9,816
51,5,1.0213151457048268,0.9695762904679786,10,824
52,3,1.024672287328189,1.0017876006816868,8,825
53,5,0.9985563744691743,0.9740144593221145,10,824
54,2,1.015235550891196,0.9560765873739149,7,824
55,3,1.0415746994479744,0.9988804528227635,8,826
56,2,0.9394078527565561,1.0050090316124682,7,823
57,5,1.176943613495638,0.98017136232933,10,837
58,3,1.0655714221053694,1.0283304870616243,8,831
59,1,0.9640968627472264,0.9876298276504595,6,822
60,3,0.9984256653111997,0.8765701746364424,8,809
61,4,0.9927962616348041,0.8714883284612659,9,807
62,2,0.8895332150182462,1.0239611382005824,7,815
63,5,0.9436254271691573,1.0892965356238338,10,826
64,4,0.9949462664109227,1.0522109785802285,9,828
65,1,1.0888545167131007,0.8830161805945428,6,815
66,2,1.0411581644537593,0.9792657937511304,7,825
67,2,0.9781333128633305,0.9239976860410262,7,819
68,3,0.9637223036098642,0.8690887195907483,8,806
69,1,0.9427456917508776,0.8577097329004277,6,804
70,3,0.9971094282546873,1.011007084918273,8,827
71,5,0.9567262919568931,0.9742946949756569,10,822
72,2,0.8579478265185605,0.9595099510504844,7,807
73,4,1.05565760682395,0.9310220733838217,9,824
74,1,1.1207552590232155,0.9328045076902518,6,829
75,2,0.9169536896840047,0.9064479574926274,7,807
76,5,0.8827769328133732,1.0290479772088488,10,814
77,2,1.0443959973019799,0.9912373043257502,7,825
78,5,0.8845217897101773,0.9294193368889977,10,809
79,3,0.9829509686055743,1.0491114016898313,8,827
80,5,0.9492192087348001,0.9700176633544961,10,821
81,1,0.9712780430666137,1.0503141393795175,6,827
82,2,1.0118052556459929,0.9029642553591946,7,813
83,1,1.0085719174587728,0.9212249495726792,6,821
84,1,1.0425615244570898,1.018387383462805,6,829
85,5,1.0122856846078594,0.9619666994000796,10,824
86,2,0.9862035252691906,1.0436313779989512,7,827
87,1,1.146862672944717,1.0632109553172349,6,838
88,4,0.9864939936739034,0.9639924625584583,9,823
89,2,0.9533768579790308,0.9319795973290077,7,820
90,1,1.0231569251287576,0.9641649886374378,6,825
91,4,0.9907347552640433,0.9169255098938561,9,819
92,4,1.0122449997109562,0.8946307320646819,9,812
93,1,0.8957749221969606,0.978299192036949,6,811
94,2,0.850726837579723,0.9345583925446838,7,803
95,4,0.9368869220592664,1.0129861427346663,9,825
96,5,0.951033925926489,1.0521807342648481,10,826
97,4,1.05039344452662,1.1360389052087065,9,836
98,2,1.047189579967263,0.8048122707137695,7,805
99,1,0.9686906885767254,1.0988990567132684,6,830
100,5,1.0058569226201186,0.9861245228999651,10,824
