step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9261859833940655,13,0.9613273475449622,-0.028894278735846567,-0.10947551399243258,0.20746755612010978,0.0,0.0,0.0,
2,0.40253816359117234,9,0.9390277102904199,-0.02849971672265725,-0.10583457062616079,0.04991544851065366,0.0,0.0,0.0,
3,0.13160459540121233,0,0.8962135879851877,-0.02761102867727616,-0.09997890086747775,0.0,0.0,0.0,0.0,
4,0.03754803510678457,0,0.8390479097772006,-0.027135058444050668,-0.09407934619118843,0.0,0.0,0.0,2.2137402118028708e-07,
5,0.008933245669323887,0,0.7443798678419429,-0.025068674889881733,-0.08222668989750799,0.0,4.8927987372613505e-08,0.0,5.383162226358275e-07,
