step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9111785348017281,12,0.9613207221563457,-0.028908259981829294,-0.1094610097557489,0.20463968062473548,0.0,0.0,0.0,
2,0.3897810573303241,9,0.9386179132282769,-0.028517853944107614,-0.10573419728717369,0.04790105850334956,0.0,0.0,0.0,
3,0.12726876300517861,0,0.895703304151614,-0.02762968025779161,-0.09986533301284628,0.0,0.0,0.0,0.0,
4,0.03614950415165146,0,0.8379725685817863,-0.02715045653260492,-0.09389606106620921,0.0,0.0,0.0,2.184387066251852e-07,
5,0.008635475262769206,0,0.7436064616635019,-0.025075655532055315,-0.0820793750493268,0.0,4.8222928117230476e-08,0.0,5.299006844613624e-07,
