repetition,steps,local_edges,reflection_edges,reflection_change,intervals,corridor_mass
1,7,823,1972,0.03935252240239784,1,30.59022265591708
2,10,818,1972,0.06824310726599409,3,255.87526601400268
3,6,827,1972,0.057827203742583044,1,44.892002613575066
4,10,795,1972,0.0677443876503745,3,254.4331075531279
5,6,821,1972,0.05639513616537151,1,42.27311255712316
6,9,800,1972,0.06874297537976726,3,255.6675896406615
7,7,802,1972,0.038862012890131026,1,29.399594440257037
8,6,828,1972,0.05664569872214592,1,42.46018805138326
9,10,826,1972,0.06767754192388764,3,254.24557957693722
10,8,827,1972,0.025126222937747578,1,20.753736910741853
11,8,826,1972,0.025307135984505902,1,20.33534042282991
12,9,805,1972,0.06928574717182556,3,257.2621814904205
13,7,822,1972,0.03940877340175947,1,30.37018096858992
14,9,823,1972,0.06843867513624602,3,254.79040487270015
15,8,830,1972,0.025367461547389836,1,20.240419133698303
16,7,799,1972,0.03955665125426505,1,30.028082047407032
17,7,831,1972,0.03930178597361467,1,29.782313804554672
18,7,818,1972,0.039553103683627966,1,30.030018000442332
19,8,840,1972,0.02516049822741273,1,20.623005538573125
20,7,828,1972,0.03935523896212911,1,30.506977587648752
21,8,825,1972,0.02507703788789456,1,21.36882080999528
22,6,818,1972,0.05352241885062342,1,40.06369514060347
23,8,829,1972,0.025224533551401473,1,20.46700214940553
24,9,805,1972,0.06774021915557171,3,252.76269294707546
25,6,802,1972,0.057001446068001504,1,42.930943991351455
26,6,822,1972,0.05600892801103213,1,41.973800986975135
27,8,811,1972,0.025342086260598473,1,20.266393385674963
28,9,813,1972,0.0677559525075141,3,252.81421685623914
29,8,833,1972,0.025123908736856493,1,20.72077347327138
30,6,809,1972,0.05759997715617615,1,44.50541636908375
31,9,838,1972,0.06986941258481133,3,258.99431558748415
32,6,819,1972,0.05748595747941848,1,44.26089749633397
33,6,837,1972,0.054429837182717544,1,40.7650167515086
34,6,830,1972,0.05541533629959661,1,41.52037801871469
35,8,811,1972,0.025973018721235586,1,19.684240129596112
36,10,826,1972,0.06772753995494923,3,254.4261518686082
37,6,839,1972,0.057332775371281564,1,43.923238596859676
38,8,824,1972,0.025624385927175863,1,19.942193003543878
39,8,827,1972,0.025175973052147194,1,20.55233013718412
40,10,824,1972,0.06826261485635104,3,255.98227287612787
41,7,820,1972,0.03933197029420893,1,30.51705164694102
42,10,828,1972,0.06768495453831275,3,254.31081931300588
43,7,826,1972,0.038819373579202676,1,29.367957344056187
44,10,823,1972,0.0676088008803214,3,254.09264510915904
45,7,835,1972,0.03940748560186863,1,30.28230903002929
46,8,826,1972,0.02530242821705908,1,20.303443824173208
47,10,829,1972,0.06777106872708111,3,254.56697697931895
48,8,821,1972,0.025186022675233788,1,20.51324480858598
49,10,812,1972,0.06575189775818696,3,248.71483330337003
50,7,830,1972,0.039215982128243454,1,29.712958515525628
51,9,823,1972,0.06834726838814914,3,254.580501043334
52,9,820,1972,0.06945608790892843,3,257.8210890471064
53,8,819,1972,0.025212751765458563,1,20.449316509077686
54,8,830,1972,0.02529342788341654,1,20.307353333270097
55,6,788,1972,0.05738407832507386,1,44.109664490546734
56,9,816,1972,0.06737732167215987,3,251.74901004609376
57,8,824,1972,0.025658073025274897,1,19.898422267960807
58,9,832,1972,0.06789568505563032,3,253.26977047581804
59,7,809,1972,0.03920752853016646,1,31.263881310261105
60,9,835,1972,0.06816525116319921,3,254.06149154033142
61,6,815,1972,0.057809897762951035,1,45.02266874391114
62,9,811,1972,0.06992402856038754,3,259.201224321115
63,10,825,1972,0.06818256444518245,3,255.7805476638781
64,7,824,1972,0.03939017798558264,1,29.86532066425154
65,7,827,1972,0.03920254790702704,1,29.70344498657185
66,7,824,1972,0.03932012909523497,1,30.477602766783193
67,10,820,1972,0.06950291054602581,3,259.60975922556827
68,10,816,1972,0.06793848025712346,3,255.07906326427326
69,8,826,1972,0.02507799623497592,1,20.813495424120212
70,9,817,1972,0.07067695187923717,3,261.4076588205423
71,10,828,1972,0.06760474000688421,3,254.11581248793198
72,7,803,1972,0.039248314486201474,1,30.743862839264683
73,8,838,1972,0.02510124901941746,1,20.708668115484684
74,6,823,1972,0.05714037151801943,1,43.568447795427936
75,8,838,1972,0.025674101912779468,1,19.87368727498589
76,9,811,1972,0.0688268811864371,3,256.01876394607484
77,7,811,1972,0.039245815604942724,1,30.737962572373256
78,8,807,1972,0.025049320947185705,1,21.343589407138175
79,10,798,1972,0.06781078218282871,3,254.72243197318625
80,7,824,1972,0.039378363706883246,1,29.85697102553929
81,8,811,1972,0.025372117223689705,1,20.17693716696173
82,6,831,1972,0.05610829735807571,1,42.02820838849565
83,7,824,1972,0.03926421050949502,1,30.63594030527441
84,8,823,1972,0.025271725575717108,1,20.318882638096465
85,9,823,1972,0.06865637738647257,3,255.53195304372184
86,6,805,1972,0.05527765665233714,1,41.39693860613292
87,7,828,1972,0.03935613110238129,1,30.321264024012677
88,9,844,1972,0.0693858889718153,3,257.6665396890912
89,8,825,1972,0.025037730731902463,1,21.138913832624418
90,10,828,1972,0.06781186714999143,3,254.73850971535043
91,9,832,1972,0.06778549482784069,3,252.9942808405976
92,6,836,1972,0.05527406100004656,1,41.39196532454691
93,8,806,1972,0.02551776519221005,1,20.00737217174761
94,8,818,1972,0.0255954727793683,1,19.933666735433654
95,6,810,1972,0.05550259954910769,1,41.56496984047921
96,7,830,1972,0.03935048904901278,1,30.315998647556757
97,8,826,1972,0.025100044992365955,1,20.687982359407936
98,6,824,1972,0.05560856512913892,1,41.64438078754836
99,8,835,1972,0.02519952080491422,1,20.43704128629078
100,6,818,1972,0.057202621622937266,1,43.814692420001734
101,8,827,1972,0.0254304567731668,1,20.09946582940382
102,6,823,1972,0.0572384873488358,1,43.908136079268445
103,7,828,1972,0.039205649936071674,1,30.885410402933413
104,8,806,1972,0.025096698852505817,1,20.699011259214956
105,7,807,1972,0.039242510142526776,1,30.672380440476235
106,10,828,1972,0.0677411039383265,3,254.55168291341894
107,9,810,1972,0.06934937659764295,3,257.58571933887777
108,8,830,1972,0.025556632451007477,1,19.967920975815186
109,8,830,1972,0.025769294390923847,1,19.790515890828875
110,6,815,1972,0.057758475676789656,1,45.03750711038041
111,9,831,1972,0.06916081104953176,3,257.04069693783157
112,6,822,1972,0.05575242351311094,1,41.74870990874801
113,9,838,1972,0.07076357120793414,3,261.71812737453615
114,6,821,1972,0.05712403262186494,1,43.65920789044596
115,8,815,1972,0.025056633582657972,1,20.859897024298714
116,9,829,1972,0.0673955423423846,3,251.88604048648318
117,6,839,1972,0.05681479568944431,1,42.750731493756945
118,7,824,1972,0.039173984850263355,1,31.140839810209712
119,6,822,1972,0.05689827751780041,1,43.03532478406955
120,10,817,1972,0.06596523726532694,3,249.42026908187705
121,9,820,1972,0.06844236100843265,3,254.956104475282
122,8,809,1972,0.02506288913013971,1,20.82233466211361
123,7,837,1972,0.03917187814626405,1,31.434794893922202
124,10,835,1972,0.06816608997393447,3,255.80547300295336
125,8,826,1972,0.025285404211622065,1,20.28075325992259
126,7,813,1972,0.038536964632120585,1,29.129959311851074
127,7,838,1972,0.039082751960590856,1,29.60459444898098
128,7,836,1972,0.03919706364750203,1,30.85015663503015
129,7,831,1972,0.039312429526198345,1,30.370810247733246
130,9,829,1972,0.06873989474265096,3,255.8376395743607
131,6,835,1972,0.055601079780282,1,41.62748656733985
132,7,834,1972,0.0393735626480296,1,30.205624895208395
133,10,806,1972,0.06938980200395056,3,259.36063640718874
134,8,830,1972,0.025201911070859062,1,20.418938755452228
135,7,830,1972,0.03933569200914333,1,30.294645352344773
136,10,827,1972,0.06767842330233426,3,254.40611241582513
137,9,831,1972,0.06908785910856435,3,256.8635866770992
138,6,840,1972,0.05468806123137221,1,40.927682581603705
139,8,810,1972,0.025064830335746635,1,20.79458353783646
140,9,828,1972,0.06862878520959553,3,255.52678702275728
141,10,827,1972,0.0680902352688687,3,255.60573369260388
142,7,827,1972,0.03942758626664594,1,30.070270447145845
143,8,834,1972,0.02550580128102936,1,20.007528554797723
144,9,823,1972,0.06813179211247095,3,254.0793926623703
145,7,828,1972,0.038887247768161104,1,29.436556507066843
146,7,842,1972,0.03915509500877973,1,31.335019112133217
147,8,826,1972,0.0254346844303604,1,20.08166785539916
148,10,811,1972,0.06820360019496935,3,255.94189449331535
149,8,822,1972,0.02512994168161048,1,20.56845167481096
150,6,841,1972,0.05269422197842322,1,39.3702053988429
151,8,818,1972,0.025112437755518968,1,20.615541306411053
152,9,812,1972,0.06982252217854862,3,259.02685692943635
153,9,833,1972,0.06891742648852239,3,256.3866079285688
154,6,825,1972,0.05486661804408832,1,41.05941584429926
155,7,813,1972,0.03915018258935188,1,31.295334632423817
156,10,838,1972,0.06827281216725412,3,256.15101492102133
157,10,831,1972,0.06750052163751863,3,253.91458451768463
158,7,829,1972,0.03905735158732071,1,29.58492394396923
159,7,821,1972,0.03940829856204109,1,30.087539518632433
160,7,831,1972,0.03915663083614124,1,31.04673134319839
161,8,833,1972,0.025473747870674524,1,20.037030179921032
162,9,832,1972,0.06841079187552901,3,254.90650616501796
163,6,828,1972,0.056130468526874755,1,42.01676377831868
164,8,822,1972,0.025304702413644742,1,20.24027879576277
165,8,846,1972,0.025137759179226282,1,20.54321374545853
166,10,828,1972,0.06782797873331042,3,254.87357966257014
167,8,826,1972,0.025201698157412022,1,20.405579346428983
168,10,826,1972,0.06744601255815008,3,253.7689653254762
169,7,831,1972,0.038511807814000654,1,29.11088850844778
170,8,844,1972,0.0253840261545063,1,20.134943837411125
171,8,840,1972,0.025046481574864166,1,20.859333182093348
172,8,836,1972,0.02504976964516048,1,20.84074517520431
