repetition,steps,local_edges,reflection_edges,reflection_change,intervals,corridor_mass
173,7,822,1972,0.03917767317890325,1,30.807222231011178
174,9,829,1972,0.06836077624942827,3,254.76466827549118
175,9,801,1972,0.07046159369252125,3,260.9103966524425
176,7,827,1972,0.03926072464602354,1,30.44169924048785
177,6,843,1972,0.057239083878368346,1,44.09829049183462
178,7,825,1972,0.039146281132409144,1,31.07895151854803
179,8,853,1972,0.02529907597857689,1,20.246784190042312
180,6,825,1972,0.055645937469368634,1,41.64472527039036
181,6,856,1972,0.05681811135202314,1,43.00508450477365
182,10,818,1972,0.06844213341124972,3,256.6714435516995
183,9,828,1972,0.06897444398326313,3,256.5663237017684
184,8,803,1972,0.02520060398420665,1,20.406365595360853
185,7,831,1972,0.03920536429669691,1,29.713851759278363
186,9,834,1972,0.0687061458079305,3,255.781957962766
187,9,823,1972,0.07000005021875833,3,259.56762676625027
188,6,837,1972,0.05591583695309155,1,41.84639351528894
189,8,832,1972,0.025173757396029173,1,20.45776008813411
190,9,842,1972,0.06930536343366922,3,257.5381985929819
191,10,822,1972,0.06675019635397633,3,251.7784602568552
192,10,824,1972,0.06688003920732072,3,252.15614582197873
193,9,849,1972,0.06786588240219982,3,253.32304856909354
194,7,830,1972,0.039053180360173634,1,29.583098190996765
195,6,827,1972,0.055559062875301546,1,41.57395657797415
196,10,841,1972,0.06573735307372602,3,248.8471409569435
197,6,824,1972,0.056978260158186134,1,43.50278572608523
198,6,831,1972,0.056384533457102703,1,42.19626688419328
199,8,823,1972,0.025100615127881143,1,20.637501289056182
200,6,829,1972,0.0550896094823804,1,41.21500398470396
201,6,856,1972,0.05669216050820153,1,42.641563116080974
202,8,827,1972,0.02505178031155758,1,20.828597498342592
203,8,838,1972,0.02532801007983232,1,20.206592947958647
204,8,846,1972,0.025182564827193665,1,20.441324017088128
205,6,828,1972,0.05695220306671317,1,43.451518150947656
206,9,823,1972,0.06915934804256957,3,257.11837682955087
207,10,850,1972,0.06910415779312667,3,258.6186701479346
208,6,821,1972,0.054920296115528955,1,41.082814302288945
209,9,830,1972,0.06930683277974864,3,257.551822823218
210,10,838,1972,0.07035676599559837,3,262.24936514270064
211,9,844,1972,0.067789742629212,3,253.1089685209542
212,7,848,1972,0.03913595321487817,1,31.044187070920945
213,10,837,1972,0.06724381987817635,3,253.23620676673215
214,7,828,1972,0.03932213552930919,1,30.227872116189452
215,10,837,1972,0.06926994179357715,3,259.10849508008926
216,7,833,1972,0.03934358783502062,1,30.173615010858256
217,6,838,1972,0.0539384541042634,1,40.322953906008465
218,10,828,1972,0.06766716984671345,3,254.46845046900884
219,8,831,1972,0.02532577114501977,1,20.206389167983406
220,8,835,1972,0.025365783377093554,1,20.15490299701048
221,8,826,1972,0.025418255781928967,1,20.093005897726165
222,9,825,1972,0.0693925334163914,3,257.809341163368
223,6,838,1972,0.05637048141303436,1,42.1770831895621
224,8,840,1972,0.02558794114633056,1,19.924049586500978
225,6,821,1972,0.05252089364408691,1,39.20918761375394
226,9,826,1972,0.06851230695814031,3,255.2348250101537
227,8,847,1972,0.025147181790130313,1,20.5124076019379
228,7,845,1972,0.03912134870658124,1,31.270203447159588
229,10,831,1972,0.06788606776874334,3,255.1143946882312
230,8,838,1972,0.025181467660355616,1,20.43962647869857
231,7,837,1972,0.039120666876363674,1,31.30498243730902
232,7,837,1972,0.03921750036294269,1,29.725854084898515
233,9,851,1972,0.06901053865568713,3,256.69699874216855
234,7,844,1972,0.039121492870139885,1,31.163156499037083
235,9,827,1972,0.06987154761799641,3,259.2160503639136
236,7,847,1972,0.03943183946967915,1,29.97394564738982
237,7,862,1972,0.03912577769888964,1,31.059665666166616
238,9,830,1972,0.06848456008688325,3,255.15941892735694
239,8,840,1972,0.025280546027147632,1,20.271634556497254
240,10,832,1972,0.06812966315018137,3,255.8332070908791
241,9,831,1972,0.06885765224260987,3,256.2538418424778
242,8,830,1972,0.025188504003432588,1,20.425455392164892
243,9,835,1972,0.06697387501628194,3,250.72863303070585
244,7,831,1972,0.03920546428570992,1,30.546033751526195
245,6,845,1972,0.056603284864744474,1,42.45742288749875
246,8,836,1972,0.025038165500910814,1,20.90144013972392
247,9,832,1972,0.06987014245826656,3,259.21804573417455
248,6,831,1972,0.05613818460705705,1,41.99427062491044
249,7,839,1972,0.03893927971202232,1,29.485363766547835
250,8,843,1972,0.025381188641920016,1,20.139521873233384
251,7,816,1972,0.03873417044186045,1,29.307019477644495
252,10,844,1972,0.06642630320617787,3,250.9089214775983
253,8,831,1972,0.02527589116034845,1,20.28156928587958
254,7,838,1972,0.03915473734003749,1,30.775661859684327
255,9,837,1972,0.06845648027596085,3,255.085394494653
256,6,856,1972,0.05678207447404754,1,43.09268235052505
257,7,852,1972,0.03892765446971047,1,29.475184255431532
258,10,849,1972,0.06727282577810295,3,253.3703371216029
259,10,843,1972,0.06659773321608276,3,251.41471084692373
260,10,841,1972,0.06857194345532946,3,257.13731561677224
261,8,841,1972,0.02562463762711431,1,19.89603462448693
262,7,846,1972,0.03906857397194413,1,29.597730255372582
263,7,863,1972,0.03944294200501364,1,29.920953733979616
264,9,825,1972,0.06829295091816995,3,254.61170791502082
265,9,836,1972,0.0685774536351898,3,255.44596746346343
266,6,825,1972,0.05551961672831235,1,41.52042397315151
267,10,845,1972,0.06805637557103406,3,255.65147184551512
268,7,845,1972,0.03913113763655468,1,30.907771658694028
269,7,835,1972,0.0394481220475536,1,29.926185270028327
270,8,838,1972,0.02565611783435079,1,19.871824079174807
271,8,831,1972,0.025309747230899515,1,20.23571192920989
272,6,835,1972,0.056884733480781935,1,43.41955969412989
273,8,837,1972,0.025338947790374045,1,20.197800245573617
274,6,839,1972,0.05815722764769654,1,45.99589507773061
275,8,837,1972,0.025761186108108347,1,19.792670825138366
276,6,834,1972,0.056583246194031434,1,42.47574787635488
277,10,832,1972,0.06805040640937493,3,255.64458783296263
278,9,828,1972,0.06800618674707376,3,253.77824662400405
279,7,850,1972,0.039207114735775095,1,30.511712263066546
280,8,854,1972,0.025482501368796706,1,20.034770419975118
281,6,855,1972,0.05656173162631023,1,42.40452338252257
282,6,828,1972,0.05658885887497628,1,42.512587781019576
283,6,857,1972,0.056920828026863324,1,43.531608429764326
284,6,845,1972,0.057467391263786916,1,44.755156755819584
285,7,828,1972,0.03927567375695157,1,30.301636730916385
286,6,836,1972,0.057758774179796635,1,45.31049068962369
287,6,847,1972,0.056533362512739216,1,42.293237868022146
288,7,842,1972,0.03913944027903582,1,29.657536084076206
289,8,844,1972,0.025043959263459703,1,20.92370988977499
290,9,861,1972,0.06949479421030991,3,258.1435163753275
291,7,829,1972,0.03912253823403905,1,30.99080085439591
292,10,848,1972,0.06675173841583582,3,251.8841115620393
293,8,853,1972,0.02530724058495709,1,20.253814575016584
294,9,832,1972,0.06912675920380695,3,257.0692749093031
295,8,831,1972,0.02600310096557107,1,19.639746847840946
296,9,832,1972,0.06901595300906643,3,256.7461507449075
297,8,856,1972,0.025273713623044924,1,20.302896684124605
298,7,832,1972,0.03935742435071504,1,30.100576793779112
299,9,859,1972,0.0679144976979989,3,253.52106634241494
300,6,844,1972,0.057360096955479445,1,44.55534991129968
301,7,851,1972,0.03815213109547566,1,28.796865601239084
302,8,844,1972,0.02556974745274926,1,19.95994988501509
303,6,827,1972,0.05454636085150916,1,40.76478507702497
304,6,823,1972,0.05585553314177538,1,41.76273443414213
305,10,828,1972,0.06680612812219355,3,252.04646355620454
306,7,837,1972,0.03844764905694187,1,29.055479821461695
307,10,819,1972,0.06755488838152368,3,254.2190393010002
308,7,831,1972,0.03890953535992436,1,29.45789846752355
309,6,827,1972,0.056425999983670594,1,42.19083401141105
310,8,851,1972,0.02535995858690343,1,20.19114957084254
311,8,837,1972,0.025215043800338066,1,20.411954260308978
312,7,832,1972,0.03917888449263607,1,30.619864015265684
313,6,843,1972,0.057169311302618375,1,44.16561282024466
314,8,876,1972,0.02538765076750643,1,20.159619477077992
315,10,856,1972,0.0672853198925254,3,253.4396992255943
316,8,840,1972,0.025506219301981048,1,20.02873942796723
317,6,838,1972,0.05432852015716999,1,40.592584887957784
318,6,839,1972,0.054231587682537,1,40.51742497964925
319,8,826,1972,0.0251251086082811,1,20.620512612592435
320,10,837,1972,0.06792620467882687,3,255.29984834037762
321,6,845,1972,0.055126516037795115,1,41.20369919696067
322,7,856,1972,0.039234814114164074,1,30.41431824040714
323,7,842,1972,0.039282961548871564,1,30.27697791579935
324,10,839,1972,0.06657973662568573,3,251.39556901059905
325,6,857,1972,0.05698583177649541,1,43.75545854525484
326,6,847,1972,0.05602468841041236,1,41.883557893006866
327,10,844,1972,0.06663203841036891,3,251.54883832541196
328,7,833,1972,0.0392830781826613,1,30.2797570787735
329,6,844,1972,0.057363858969011305,1,44.59559108481807
330,8,840,1972,0.025768380075925912,1,19.81232681772093
331,8,832,1972,0.0253941422987512,1,20.162868687703806
332,10,847,1972,0.06632085883500954,3,250.64737876094668
333,6,831,1972,0.056262321631872114,1,42.06043974137842
334,7,820,1972,0.039270407709477984,1,30.316844516400366
335,10,848,1972,0.06799815651074992,3,255.5140314632014
336,9,826,1972,0.06822019799117685,3,254.43671578726162
337,8,861,1972,0.02553029937866591,1,20.017190218291404
338,7,856,1972,0.039223523289300344,1,30.455115017037677
339,7,839,1972,0.03926268403604405,1,30.33629000168343
340,10,837,1972,0.06892723806343914,3,258.2090611126707
341,7,824,1972,0.03919655562960478,1,30.551679630643704
342,6,848,1972,0.054846860996519364,1,40.98356553988165
343,6,857,1972,0.056731115247746544,1,43.09797128381179
344,6,842,1972,0.054949503289073054,1,41.06154797041412
345,8,825,1972,0.02544541860179106,1,20.112354778649248
346,7,838,1972,0.03884789990546195,1,29.401386213619595
347,7,856,1972,0.03917910022684701,1,30.628095134700004
348,9,840,1972,0.06931416412289948,3,257.6457185988834
349,8,840,1972,0.02555675575918742,1,19.999669014624224
350,10,866,1972,0.0677722520629161,3,254.86444810902134
351,9,844,1972,0.0685477985457032,3,255.40490701857587
352,8,832,1972,0.025398294862975623,1,20.169555469454806
353,10,845,1972,0.06695155015470189,3,252.4854874150306
354,7,832,1972,0.0392065473243991,1,30.513790140311798
355,9,825,1972,0.06933132653427038,3,257.7001031930619
356,10,826,1972,0.0670492141213142,3,252.7700386523163
357,6,843,1972,0.05664271023468631,1,42.8442033060232
358,9,837,1972,0.06883077664035231,3,256.2374546394072
359,8,856,1972,0.025126339309520962,1,20.658227986074646
360,9,832,1972,0.06877390943683959,3,256.0722376398803
361,7,848,1972,0.039341441424734724,1,29.828679086425662
362,6,839,1972,0.05793698325507235,1,45.69362958098553
363,10,844,1972,0.06755815135989385,3,254.24953975798707
364,9,842,1972,0.0672523675808866,3,251.61317874417836
365,10,868,1972,0.06731422740883847,3,253.54338575475137
366,8,850,1972,0.025393646596901576,1,20.18076987366331
367,8,849,1972,0.026007630764053935,1,19.665575783779147
368,9,858,1972,0.0683176581027865,3,254.74136708781413
369,8,821,1972,0.025205084681553747,1,20.47345144013785
370,10,831,1972,0.0660514504078808,3,249.88112231490192
371,10,864,1972,0.06753786344675894,3,254.19466886261625
372,7,841,1972,0.03910684729357633,1,31.3667573273713
373,7,857,1972,0.03919898351040885,1,30.540872113124774
374,7,844,1972,0.03944280733030031,1,29.939757993465456
375,6,847,1972,0.057320853693739626,1,44.54536621972766
376,6,844,1972,0.055375278834032315,1,41.37694267009144
377,9,836,1972,0.07003299689419279,3,259.7646449006377
378,6,870,1972,0.056524332665990995,1,42.448786888393364
379,8,827,1972,0.02556742947652879,1,20.001982368784482
380,9,843,1972,0.0688911134685844,3,256.42771469371166
381,10,842,1972,0.06767775961177558,3,254.60479043852567
382,7,834,1972,0.03928615683695735,1,30.276115839082586
383,9,853,1972,0.06881504150133849,3,256.2069443894072
384,7,840,1972,0.03896068454905788,1,29.498247953262382
385,9,856,1972,0.06812026957042949,3,254.17299944885454
386,7,824,1972,0.03911918522222069,1,31.575026578258623
387,7,854,1972,0.039223946811797195,1,30.4594887465421
388,6,821,1972,0.05817145238350718,1,46.10319329593919
389,10,841,1972,0.06743708868272386,3,253.91020204892442
390,10,837,1972,0.06726349156330264,3,253.40726573580454
391,10,847,1972,0.0678860623045569,3,255.2133046788224
392,8,831,1972,0.025297324132598442,1,20.33008972920694
393,9,840,1972,0.06956945518356644,3,258.4195910240062
394,8,860,1972,0.025438957640489424,1,20.14245806191557
395,10,856,1972,0.0673564516279046,3,253.67928614872812
396,8,858,1972,0.025249092701571108,1,20.411145206046278
397,6,854,1972,0.05566704640516068,1,41.59242680545813
398,10,856,1972,0.06717533161030442,3,253.15548060289734
399,10,856,1972,0.06709314660738402,3,252.91774871051175
400,9,848,1972,0.06665699036395806,3,249.88554663783594
401,7,848,1972,0.039122137814432634,1,30.982098485904128
402,6,838,1972,0.056709363361212684,1,43.092114508388974
403,10,849,1972,0.06968737591872104,3,260.44013688490617
404,6,856,1972,0.05657937017516579,1,42.67917783781425
405,10,829,1972,0.06673101008505189,3,251.87034791236422
406,6,836,1972,0.05545582474843147,1,41.429835216343534
407,8,828,1972,0.025250997978890966,1,20.417917788505804
408,8,851,1972,0.025245966035453093,1,20.42800804537393
409,7,858,1972,0.039232108451651926,1,30.441884497308763
410,9,847,1972,0.0690370094750179,3,256.87324012641227
411,9,840,1972,0.0694993366605634,3,258.2262495118466
412,7,864,1972,0.03938716830455358,1,30.054684086952324
413,10,848,1972,0.06754928456486015,3,254.24755279509577
414,8,841,1972,0.02552453205170413,1,20.061103123005733
415,7,873,1972,0.039163296267861414,1,30.71163467487122
416,6,841,1972,0.055579637414019,1,41.52073671771243
417,9,855,1972,0.06874817288822671,3,256.03257037555903
418,10,853,1972,0.06677286271455729,3,251.99791951878422
419,10,843,1972,0.06649095948845857,3,251.18051371081037
420,9,845,1972,0.06884168086132064,3,256.3085731245872
421,10,857,1972,0.06678584354929429,3,252.03751547816927
422,8,870,1972,0.025291687547020658,1,20.35788836692698
423,10,839,1972,0.06744274586758997,3,253.94418242646535
424,10,841,1972,0.06782660274706714,3,255.05788785472208
425,7,853,1972,0.03930786878525844,1,30.23074878703062
426,10,850,1972,0.06653378422505013,3,251.30874106931915
427,6,857,1972,0.05648887005334008,1,42.35986547778799
428,9,830,1972,0.06776118092067407,3,253.14807976693075
429,7,828,1972,0.039252019168258434,1,30.384530295548846
430,10,854,1972,0.06639697998128175,3,250.91376797508073
431,6,844,1972,0.056512317669389744,1,42.45350879201723
432,10,856,1972,0.06738023728215603,3,253.76762613739845
433,10,840,1972,0.06812544376636864,3,255.92908671282404
434,9,865,1972,0.06925148470223103,3,257.51732946439535
435,7,840,1972,0.03894671938910366,1,29.483830362581145
436,6,851,1972,0.056503191915626916,1,42.423986150225545
437,9,856,1972,0.06836971541047376,3,254.93813430002083
438,9,848,1972,0.06852004449014365,3,255.37930322490138
439,10,844,1972,0.06791365039847108,3,255.3185580757716
440,7,847,1972,0.03940146404513234,1,30.033531593382605
441,9,849,1972,0.06910611342066197,3,257.09683628029876
442,10,851,1972,0.06764921405953023,3,254.5534176926535
443,7,850,1972,0.039200378740944175,1,30.56177944943713
444,8,844,1972,0.025081763193325723,1,20.973547229434207
445,10,837,1972,0.06621410687309215,3,250.3912180081439
446,6,858,1972,0.05714208324193465,1,44.200629216626034
447,8,856,1972,0.02528966949718514,1,20.37999745721945
448,6,840,1972,0.054779319279301686,1,40.901726968377666
449,7,825,1972,0.0393488475276505,1,29.830764462986863
450,7,841,1972,0.03932549648532213,1,29.810428186862573
451,9,856,1972,0.06849325153752978,3,255.30863983231922
452,7,828,1972,0.039309473269447226,1,30.243005031033256
453,10,840,1972,0.0673453522887476,3,253.67692011459104
454,10,845,1972,0.06752214958961433,3,254.1902606043709
455,8,871,1972,0.02507814632104305,1,21.0593526477271
456,7,872,1972,0.03943406144127887,1,29.980901273398093
457,9,843,1972,0.06760201357939838,3,252.69961237562782
458,7,854,1972,0.039172364384506275,1,30.701041821833098
459,10,840,1972,0.06838703619157827,3,256.7005044174065
460,6,856,1972,0.05654989666986293,1,42.61321478114416
461,8,856,1972,0.025168256825260527,1,20.650138452826944
462,10,846,1972,0.06534947895922188,3,247.88872628039545
463,7,833,1972,0.039287199259521954,1,30.308119063941888
464,7,847,1972,0.03941188691591507,1,30.028989705597823
465,10,856,1972,0.06712351808794959,3,253.03971613569013
466,9,866,1972,0.07049761478963662,3,261.17855402471923
467,10,844,1972,0.06617115758751929,3,250.27758785572095
468,7,851,1972,0.03837460121887809,1,28.982226188119377
469,10,840,1972,0.06799602577689462,3,255.5721838938298
470,9,857,1972,0.06868641950859772,3,255.88674047825785
471,8,830,1972,0.02544708981393784,1,20.181400664042343
472,7,840,1972,0.03931563785085457,1,29.800486345784726
473,8,843,1972,0.025453178447298774,1,20.176455617537385
474,9,857,1972,0.06882524541634832,3,256.2952119985541
475,6,847,1972,0.057006189392524,1,43.90445689124205
476,10,856,1972,0.0671666047281071,3,253.1704198538573
477,6,830,1972,0.057057606080131384,1,44.0227476686607
478,6,871,1972,0.055572329590941216,1,41.49845095960153
479,8,866,1972,0.025553739787870344,1,20.07248084015419
480,8,854,1972,0.026242254652875607,1,19.58321326597834
481,8,848,1972,0.025333584438049783,1,20.343443285624925
482,7,856,1972,0.039179619000625665,1,30.688781761550413
483,10,852,1972,0.06665159694899786,3,251.67951902921214
484,10,839,1972,0.06544669190635993,3,248.18209572853502
485,10,850,1972,0.06600026763861894,3,249.79045440886344
486,7,833,1972,0.03919357340821483,1,29.693627542471738
487,9,857,1972,0.0693719979601396,3,257.9031285292772
488,6,857,1972,0.05698290358960001,1,43.85230710923322
489,8,838,1972,0.025161882541578584,1,20.709864833415814
490,7,835,1972,0.039152903103143066,1,30.851977962295926
491,8,853,1972,0.025722334911547295,1,19.928580122046213
492,9,837,1972,0.07034966204853316,3,260.762606418679
493,6,847,1972,0.05644000920236886,1,42.18865916162008
494,7,851,1972,0.03844926143944838,1,29.045001677441228
495,6,856,1972,0.056535353583913095,1,42.578414665100645
496,6,856,1972,0.05687405123775324,1,43.58804526399532
497,9,864,1972,0.06918663420008225,3,257.3671464086199
