step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,3.029831834860281,17,0.07083333333333333,0.09572730160795828,-0.3132147210285115,0.8735689681892576,-0.22326782961962904,0.013636009185995482,0.003550530571249461,0.00032475952641916454
2,5.494592854491529,22,0.09166666666666666,0.05874740939502531,-0.3046351853270551,0.856559975498315,-0.21629156197300453,0.026675093844038805,0.006167707504222608,0.0008603770428135507
3,8.799442356620862,33,0.1375,0.04300310361334167,-0.2989400560650496,0.8366359126596239,-0.2068550866669054,0.04433520424910327,0.011145262238755012,0.0018045754987493575
4,12.701036930235098,40,0.16666666666666666,0.033583618017740964,-0.29340965368885336,0.8161114264648989,-0.19462270976246066,0.06692830917292676,0.017780117209026745,0.003274013390740833
5,16.855988785631418,48,0.2,0.026901685526283116,-0.28414563868778037,0.7925872202903143,-0.18263606390257467,0.09202570765681829,0.02555773191933592,0.00532805647608583
6,21.018253668723617,58,0.24166666666666667,0.02203122761144177,-0.27327556119676905,0.765100370714744,-0.17110460285481988,0.11832396234240174,0.03377717351022709,0.007955748725783139
7,24.977967033143262,64,0.26666666666666666,0.01858274757778881,-0.26053618847264837,0.7359749041531426,-0.15866278562509398,0.14506439055404152,0.04195220919074478,0.011101096416090502
8,28.895229378863803,79,0.32916666666666666,0.01582997138366285,-0.24445036249775665,0.7025862037497301,-0.14623431984784205,0.17120287434566453,0.04968279862975663,0.014674355593195815
9,32.57974865071852,83,0.3458333333333333,0.013815212330069038,-0.22803828458085149,0.6675648462065774,-0.13459768500334404,0.19769425634422963,0.057294556116880876,0.018624775542413194
10,36.132534176315446,95,0.3958333333333333,0.012249414556235756,-0.21001755920339354,0.6303108968215977,-0.12113534953226911,0.22313919936086385,0.06442983298166718,0.022871000860181605
11,39.37892906047469,102,0.425,0.011057847961651782,-0.1919551931237832,0.5917596440187066,-0.11001381318321932,0.24774692084369868,0.0712746980997647,0.027358750932222585
12,42.32635004443544,114,0.475,0.010109736628582909,-0.17531116178864364,0.5515086878784019,-0.0980690602689314,0.2706056856795812,0.07749161931743573,0.03200642503783933
13,44.84237351923895,120,0.5,0.00937528218853607,-0.1598691788865113,0.5107063408262549,-0.08809119757029375,0.29169691407856074,0.08310414874875618,0.036741973167387046
14,47.01857674400635,131,0.5458333333333333,0.008760547045037665,-0.1454651232240444,0.4682388688646171,-0.07955090832142218,0.31035291703464524,0.08787018024385797,0.04147572088550564
15,48.755242773209076,137,0.5708333333333333,0.008275369438590172,-0.13275313741449113,0.425314256020555,-0.07288241240885465,0.3270243336741256,0.09197405349138209,0.04614413193645627
16,50.101251787001,144,0.6,0.007885915893698534,-0.12147264707635513,0.3810890046791958,-0.06850815317683251,0.3411734163439341,0.09522377960816589,0.050671326762787336
17,51.11647313665149,154,0.6416666666666667,0.007561280571944935,-0.11052253473912642,0.33486007676909496,-0.06574242889635584,0.3529255248171873,0.09771104554997091,0.0549981787965713
18,51.74036330449715,157,0.6541666666666667,0.007325129230696409,-0.10076979613504104,0.2858003598461861,-0.06510444401978945,0.3625600348056031,0.09954847904154303,0.05908269963003633
19,52.148482862731456,160,0.6666666666666666,0.00714579293399387,-0.09218613673451201,0.23372881869728337,-0.06480338999464497,0.3694334356341912,0.10061349771358451,0.06287574778662591
20,52.608507257312695,169,0.7041666666666667,0.006957874617128047,-0.08327506667255606,0.18038899335852945,-0.06524370474943705,0.37420036603878865,0.10127504842316619,0.06636601354472547
21,52.936889745089154,168,0.7,0.006818135356741093,-0.07432890151630536,0.125102982967364,-0.06592459501288256,0.3788155538478973,0.10209329945533746,0.06959350730099906
22,53.161653671038515,171,0.7125,0.006725511306246844,-0.06453858487534836,0.07115542620169925,-0.06370940177379472,0.3823571108511915,0.10268674175392192,0.07255982339810337
23,53.13949624737657,173,0.7208333333333333,0.006678158115660786,-0.05289935574498484,0.017894808567953408,-0.0602204102332038,0.38462560123892003,0.10312327513661725,0.07527165112161274
24,52.928641043287996,175,0.7291666666666666,0.0066365450374604625,-0.038657431850626374,-0.03296521008113192,-0.05434702390892141,0.38519008591651827,0.10310969209171365,0.07770814155583458
25,52.27952847923267,173,0.7208333333333333,0.006664972840177415,-0.02272810359640936,-0.08314237381083177,-0.044923430495167914,0.38444023052363385,0.10274985978363121,0.07986144759586764
26,51.498523154957546,175,0.7291666666666666,0.00669174867350426,-0.005328454420018912,-0.1323156195189768,-0.035217564786516664,0.38077733485505855,0.10154427201776217,0.08167771442613699
27,50.408007712840735,172,0.7166666666666667,0.006766159712537555,0.013100639345340245,-0.1801679092909662,-0.02449289443156236,0.37578939434108505,0.10008965943815715,0.08316591607507783
28,49.08738144825327,170,0.7083333333333334,0.00689460755893034,0.03101084399281008,-0.22754695728383445,-0.011999797941551283,0.3687293809422549,0.09804306936906908,0.08430082591372767
29,47.554154289125634,166,0.6916666666666667,0.007072270800905049,0.048722290655724164,-0.2749522114688509,0.00014459156211624357,0.35965994714772853,0.09554539231956621,0.0850746273439024
30,45.965228266134204,163,0.6791666666666667,0.007267672320997704,0.06472963714550937,-0.3205772546741048,0.013426332982150789,0.3487863107007031,0.09262818702177635,0.08548356853872321
31,44.36894031385733,156,0.65,0.007479865759086711,0.08198212065341577,-0.3637321048916058,0.024946723334136618,0.33715031451581834,0.08960091488143988,0.08555369198475106
32,42.74801315997597,150,0.625,0.007723417970938766,0.09696629946913185,-0.4035988843807808,0.0360802516529533,0.32537807832264914,0.0865759252299115,0.0853174990951242
33,41.128023244566066,142,0.5916666666666667,0.00798313738597556,0.11259192019223097,-0.43792232814472354,0.0455264920844391,0.3135098192391457,0.08351079094981266,0.08480100165310729
34,39.51624006574829,138,0.575,0.008241682515065607,0.12617822396030126,-0.4697863361828559,0.0550795708633647,0.30184963688292954,0.08043636658647645,0.08403240584615271
35,37.92026051360469,132,0.55,0.008504797963657997,0.14052795254367398,-0.4979672243086539,0.06219385642500804,0.2904858706162821,0.0773737101461234,0.08303846027386523
36,36.44540863989382,128,0.5333333333333333,0.008741705287756802,0.15215599507156452,-0.5211057089871753,0.06882146785307476,0.2793171739249015,0.07433033307113333,0.08184466309277959
37,34.83589673838813,124,0.5166666666666667,0.009069430903397194,0.16281398786525236,-0.5419921069388282,0.07122119266536373,0.2690455961172964,0.07151055803324449,0.08049371090348173
38,33.13702974387954,118,0.49166666666666664,0.009473971191459282,0.17032084206601714,-0.5605628512288087,0.06931465123111266,0.2582877220097269,0.06841279928239162,0.07897607045158132
39,31.427023543850254,117,0.4875,0.009887234716118598,0.17590460716825781,-0.5750007121650031,0.06521737496745533,0.246985013249626,0.06512456848425068,0.0772916564834006
40,29.69769481418616,111,0.4625,0.010319305155100498,0.1791430800760479,-0.5872039963357231,0.057225151219516435,0.2358399187839846,0.061800111852142896,0.07545505774953247
41,28.045027257325437,109,0.45416666666666666,0.010749002523682345,0.1788835796590799,-0.5977270511873961,0.04352051090306395,0.224824213027681,0.05842642677487803,0.07347786975223913
42,26.50771213379481,103,0.42916666666666664,0.011194501952836326,0.17528102741132068,-0.6068849266957286,0.023068405541774098,0.21429223251394716,0.05519343831065111,0.07138852538776375
43,25.24696710897602,100,0.4166666666666667,0.011552915114981101,0.16676399922441407,-0.6120991538498746,0.00016123776085068012,0.20442642642490683,0.0521804516541623,0.06921986887407389
44,24.220870786376967,99,0.4125,0.011857082311253066,0.15348921389820291,-0.6137647989955994,-0.028755446650816432,0.19622552035197563,0.04970212250884543,0.06703168831959952
45,23.400204443307686,97,0.4041666666666667,0.012160172278992649,0.1345130241844613,-0.6118849351169349,-0.06525059762522062,0.1896624705468911,0.047681515737975806,0.06486993276008525
