step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,3.4919521843211188,17,0.07083333333333333,0.08613823025030676,-0.31355797654864476,0.8694629427198985,-0.2259195675266354,0.015590832999281599,0.003550530571249461,0.00032475952641916454
2,6.6455837365359915,26,0.10833333333333334,0.0547925524589581,-0.3048054177983825,0.8499922160721284,-0.22175158683763543,0.032041848431652295,0.007101620444233554,0.0009470246083374578
3,10.666876987585376,34,0.14166666666666666,0.03980608732195117,-0.29890487178735015,0.8270549710065777,-0.2144186915277829,0.05389209804042919,0.01346202279024861,0.0020983690981042106
4,15.19228490034895,43,0.17916666666666667,0.030600825571180316,-0.2911174677429159,0.8026625976961917,-0.20295311131787705,0.08058999953965104,0.021513086864879686,0.0038885716234660474
5,19.944395606692744,54,0.225,0.023945876970235924,-0.27971120701348656,0.7725934595045576,-0.1913893819247616,0.10954300889596805,0.030497272378497302,0.006348267879934871
6,24.627949108958394,62,0.25833333333333336,0.01943726367728355,-0.26602619220592943,0.7401224974456433,-0.17588600077244504,0.14029088897569908,0.039848538804235785,0.009453015268196275
7,29.43804019686841,79,0.32916666666666666,0.015991150159947023,-0.24616879006250814,0.7022439854155758,-0.15791412673664307,0.1713739341072714,0.04900287522327808,0.013125454199306346
8,34.122235779209056,85,0.3541666666666667,0.013563190746027137,-0.2244688654599376,0.6619167859572763,-0.1369707121848723,0.2038986562508279,0.058353823338250975,0.017332541316288537
9,38.74547110508843,99,0.4125,0.011753852660776255,-0.19855136594107897,0.6181044947506922,-0.11485379045377198,0.23589096063553966,0.0674279238375363,0.02199720639326138
10,43.03501155017183,111,0.4625,0.01043216701968679,-0.17324541281749092,0.5715428250581785,-0.09128710977033887,0.26701130843518867,0.07633486300257529,0.027062261586139325
11,46.6930043169827,117,0.4875,0.009499445209278274,-0.14943455864989177,0.524029709931668,-0.06913251949486002,0.2957889371610328,0.08454137204725089,0.03242510009318262
12,49.72471289584072,131,0.5458333333333333,0.008775055256463203,-0.12774039677474566,0.4743792981813955,-0.04806024238405371,0.32051506367501015,0.09149379509930733,0.0379375283932986
13,51.89669655321508,136,0.5666666666666667,0.008256517667531523,-0.10868828492407505,0.4248755842747055,-0.030066117625189213,0.34144674574802814,0.0972277397903869,0.04346715922193888
14,53.36770863408742,147,0.6125,0.007852708042455952,-0.0912927617498393,0.37392720960041076,-0.014688310921920708,0.3574508690467745,0.10130145482854441,0.04885107390347281
15,53.97754684367201,153,0.6375,0.007598037566825557,-0.07667048612552074,0.32205918193089167,-0.0037341068852923165,0.3690347312317059,0.10401729499740711,0.05397241188201694
16,53.91923682214928,160,0.6666666666666666,0.007455416498959498,-0.06383324412815791,0.26592077044256324,0.004647484500433009,0.37520506608794546,0.10504969350104425,0.05869596072700374
17,53.589444128992554,158,0.6583333333333333,0.007344597773168204,-0.05344507475731138,0.21036306034259777,0.007532527768587128,0.3762955150045347,0.1047677863284879,0.06293622155845637
18,53.2308525491614,161,0.6708333333333333,0.007222149790590944,-0.046287304918135215,0.15398392038401046,0.0071475550865863005,0.37506201142597373,0.10400348566263089,0.06669062017679682
19,52.845760166579964,164,0.6833333333333333,0.007110726223365625,-0.04074697437899597,0.09584447605747923,0.00261675821190948,0.373971453766783,0.10322306152260362,0.0700023430120849
20,52.27543622501643,163,0.6791666666666667,0.007077452555552519,-0.03518023814872727,0.035583621441147344,-0.0028191923480029744,0.37296255134442935,0.10242404277857758,0.07291068874211017
21,51.666802474394814,165,0.6875,0.007088192306279939,-0.02914991168342627,-0.027865717034602076,-0.010808219457054341,0.37044281657927286,0.10130184195467246,0.07542126416008973
22,50.93362617008951,163,0.6791666666666667,0.007146254377854986,-0.02124156243436631,-0.09168106718968569,-0.01850566334917251,0.3669072268745889,0.10013477692562743,0.0775666632080298
