step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,3.89282013845773,17,0.07083333333333333,0.0809370773998196,-0.3156183370182283,0.8663471071109944,-0.2264772066538145,0.017286551925409396,0.003550530571249461,0.00032475952641916454
2,7.619154350719219,27,0.1125,0.052243499164129514,-0.307033382193761,0.8451462345309362,-0.22259965054979394,0.036541512698679605,0.007911170136695646,0.0010221873497380724
3,12.133911107649345,35,0.14583333333333334,0.03787860514069574,-0.300030590907393,0.8210954328387082,-0.21515918476950754,0.061468694720687646,0.015417989973909647,0.0023485600555241187
4,16.97981074842386,47,0.19583333333333333,0.028999932406465073,-0.2897072276232926,0.7949389396105941,-0.20343691285727822,0.0903313872241897,0.02443918625939399,0.004388812382655958
5,21.849683150285905,56,0.23333333333333334,0.022718743199956044,-0.27655971438888644,0.7635054817247003,-0.18985818953882272,0.12070481223769725,0.034034216965868405,0.007133645659719838
6,26.568043040122408,67,0.2791666666666667,0.01845432460642407,-0.26015994619007715,0.7293048267381265,-0.17197381776420012,0.1522100922896938,0.043593291189452356,0.010517096684426462
7,31.386850985735283,79,0.32916666666666666,0.015197784930067421,-0.2386481876018572,0.6894791420164021,-0.15123007718282389,0.1838940118289439,0.052791207971646124,0.014446895086006765
8,36.09901147739755,93,0.3875,0.012902494746123068,-0.21484599315356787,0.6464601213872397,-0.12686713669219302,0.21684837084940814,0.06213863624847473,0.018887240137231455
9,40.69385775809298,100,0.4166666666666667,0.011211825046464988,-0.18695104206259677,0.5998592053825632,-0.10261244224731998,0.24934136848368915,0.07124356774052096,0.023767080775520352
10,44.90809673837979,115,0.4791666666666667,0.009983088514713068,-0.16016252707740827,0.550157756304782,-0.07638739438990298,0.2806676923707325,0.08006915485192244,0.029020471027610746
11,48.638172949363586,126,0.525,0.009050733058863147,-0.1334657781232852,0.497104990057874,-0.05011912149497268,0.30949848633528326,0.0881077104321962,0.034538692063295885
12,51.6143266194282,136,0.5666666666666667,0.008393972475241289,-0.10904642030244806,0.442672368560623,-0.02446124975117285,0.3351096653206012,0.09518749765032733,0.04020448028497197
13,53.846053718817636,145,0.6041666666666666,0.007913836244690779,-0.08545121738587447,0.38603666764576894,-0.0011402283257981208,0.35572409106508346,0.10080822391177492,0.04586171849761756
14,55.00071404517048,154,0.6416666666666667,0.007637959347683215,-0.06481602991507984,0.32867301089526746,0.019186829386500695,0.3710675365140024,0.10499068193803698,0.051371681720134114
15,55.1060962140583,159,0.6625,0.007527082642778758,-0.04597925612205846,0.26766788254703255,0.03548695859689907,0.37932528086035155,0.10707405304631061,0.056547147431590165
16,54.686612822416905,155,0.6458333333333334,0.007475571056237892,-0.03124979515795246,0.20904014420400746,0.04511210648798222,0.3798278131611965,0.10709587403585859,0.061224825728567085
17,54.14988998736438,157,0.6541666666666667,0.0073861612158208165,-0.021641943883240807,0.15306987164120395,0.04791644724395994,0.37654292118480215,0.10613877354839928,0.06535608305991356
18,53.367990547010535,159,0.6625,0.0073144847872256115,-0.015477229709610043,0.09510253000793237,0.043875297406063156,0.3738139011781396,0.1050087314525603,0.06897357912655303
19,52.47897794395209,160,0.6666666666666666,0.0072919566745620334,-0.011804276177397172,0.03413780647911538,0.03545995979381332,0.37064303382025404,0.1034268603692712,0.07208271944146219
20,51.573710773158986,159,0.6625,0.007316893641257178,-0.009646030080619511,-0.028112966393389557,0.02076233502225637,0.3662893033699593,0.10165100687231735,0.074714255861807
21,50.66022682335975,157,0.6541666666666667,0.007382663051553559,-0.007804120892409601,-0.09300133308654591,0.0053969441547481855,0.36126016324154137,0.09987575768024566,0.0769129010455936
22,49.69906674757571,158,0.6583333333333333,0.007483597170624856,-0.0036254558153057405,-0.15822258782576692,-0.010562359328328655,0.3557410425508862,0.09814445646777456,0.07872040347041419
23,48.46978060685953,150,0.625,0.0076721999013103824,0.0007567082905277168,-0.22438238976487995,-0.023917447512756797,0.34963252892487956,0.09636935551223452,0.08016693813854323
24,47.31801814704417,147,0.6125,0.007842368268956696,0.010970749578707447,-0.28590740232440254,-0.03612977081107901,0.3415580132122267,0.09409113705925033,0.08123832818847507
25,46.05821295955124,143,0.5958333333333333,0.00804170166004638,0.02123387715192881,-0.3478958142823368,-0.044832709767274756,0.33369334781549775,0.09199978536800282,0.08198662377219836
26,44.867794585470705,139,0.5791666666666667,0.008216288070226261,0.03702475476365535,-0.40026550633893104,-0.05177049509394628,0.3254687160638172,0.08974376286359459,0.08242387632489437
27,43.40581052508445,136,0.5666666666666667,0.008469197980394479,0.05023049424580006,-0.45139222591512124,-0.05776161561309863,0.31747079709226894,0.08759742657663351,0.0825942001771807
