step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.823649176329102,12,0.960578663199207,-0.037653538087189166,-0.11221045182883083,0.1873417975618398,0.0,0.0,0.0,
2,0.318374404567932,7,0.9346386569112712,-0.04743854615101443,-0.10949396345379565,0.036254315980622946,0.0,0.0,0.0,
3,0.10407734772184335,0,0.8916626521733833,-0.05773845035539374,-0.10309627697071409,0.0,0.0,0.0,0.0,
4,0.028599820123607986,0,0.8311851039156615,-0.060876501210825426,-0.08994951744321059,0.0,0.0,0.0,2.34610108422684e-07,
5,0.00710336018379369,0,0.7410041400886964,-0.06231806568879445,-0.08050207559260462,0.0,2.2415072108410436e-08,0.0,5.288685942417472e-07,
