repetition,delay,a_strength,c_strength,steps,changed_edges
1,4,0.9823055536496714,0.9429390307610841,9,817
2,4,1.1389016275671582,0.9330658560337669,9,825
3,1,1.0898597890756303,1.0304041461562607,6,828
4,2,1.0569764450594903,0.9624408560990098,7,823
5,1,0.8902613682318833,0.9237373216308585,6,800
6,4,1.0407664575333146,0.9904408797247697,9,823
7,2,1.1195854188911454,1.0427512209886656,7,835
8,3,0.8762808954646422,1.0680922636124164,8,811
9,2,0.9721867643637518,1.168663052092155,7,831
10,3,0.8961961524111477,0.9719271354458506,8,810
11,5,1.0080904851919301,1.0003044532465288,10,823
12,5,1.0399417359229077,1.0445072061437888,10,828
13,4,0.9633280716903194,0.9886032194318778,9,821
14,3,1.0081083438044942,1.0168906287875175,8,825
15,3,0.8588879095335288,1.0166415692501451,8,807
16,5,1.0179461471163527,1.1224544689374518,10,830
17,4,1.052427758019894,0.8580694784535863,9,807
18,5,1.010793894089089,1.0291135023054996,10,825
19,4,1.027402806306479,1.0099908308689258,9,824
20,2,0.881312417135781,1.085056765131792,7,811
21,4,1.0148636285198012,1.079775765464837,9,827
22,1,1.082043834053742,0.9994201368032352,6,826
23,5,1.0472659934856707,1.0410313241575178,10,829
24,4,1.1771563475910825,0.9805374811563773,9,835
25,2,0.905243450109244,0.929520986729185,7,804
26,2,1.0597062312908938,0.9878458886008921,7,826
27,3,1.0649504207990033,1.0547000791798176,8,830
28,2,0.8886007082400428,1.0148878528209626,7,811
29,4,1.0327125927028025,0.9462033369116122,9,821
30,5,1.0786308197851198,0.8752549576582441,10,810
31,1,0.9880810003618683,1.04684823274573,6,826
32,2,0.9386551066194962,0.9012404953793425,7,807
33,2,1.1353016601291004,0.8453522542794482,7,814
34,2,1.0338391679104446,1.0225094642811876,7,826
35,4,0.9044572816501651,1.0577345602494175,9,815
36,3,1.0083180774643201,0.9328473673080022,8,818
37,3,1.057576071303996,0.9122352234502913,8,816
38,2,0.9907521726848776,0.9508900716447475,7,820
39,1,0.9527372262926834,0.9625398736195832,6,820
40,4,0.9630681748503798,0.9820241067960799,9,821
41,4,1.1004026308711838,0.9948102805459623,9,828
42,3,0.9747381328166748,1.0118028222731623,8,824
43,4,0.987337238909014,0.8849733512839564,9,807
44,4,1.0332203569929765,0.8396831454174642,9,805
45,5,0.8465153473811358,1.16251318251282,10,814
46,2,1.086007723324872,0.970860283946468,7,826
47,4,0.9804887657230501,1.0540822484889787,9,826
48,3,1.0637750615154784,1.0509637461104941,8,830
49,1,1.0262462000727801,0.9511359859028894,6,823
50,1,0.8560961507000354,1.0437836298785124,6,810
51,3,1.0197720388016431,0.9787103861499584,8,823
52,2,0.9804955730673516,0.9457104343304408,7,820
53,3,0.991484755578244,1.0931541445447759,8,828
54,1,1.0914080267817974,0.9850222039329313,6,828
55,5,0.9833896655413693,0.9112544341865837,10,813
56,5,0.9888095033252836,1.0136754943735535,10,824
57,3,0.9092500864660156,1.0493830163624396,8,818
58,4,0.9897579172013096,0.8176596054099898,9,801
59,2,1.0464745771572947,0.9816923152479281,7,826
60,1,1.0775491875865677,0.9273060303115113,6,821
61,3,0.9331728146873435,0.9798575174218522,8,818
62,1,1.0561972191657978,1.0452730188494932,6,830
63,5,1.1543661266990382,1.0190510385528642,10,838
64,4,1.1304416561033799,1.0398135213817743,9,837
65,4,0.9800781884282576,0.9417663808438921,9,820
66,3,1.002979927055601,1.0403907875627674,8,827
67,1,1.1762608984203469,1.0206567686607781,6,841
68,2,1.0751564962148001,1.0894108697498146,7,832
69,4,1.083843790577887,0.911032421688819,9,820
70,1,1.2897409898976697,0.9727933275661057,6,851
71,2,0.9286615661841062,1.0696803246176907,7,823
72,5,0.9762491304875001,0.9902143986645661,10,822
73,3,1.0637700131421637,0.964942076144287,8,825
74,2,1.163411415154499,1.1725207826625847,7,851
75,4,1.0747524009637823,0.9777418132093482,9,826
76,4,0.9300085480862358,0.9995153015683907,9,821
77,5,1.0165876143367878,1.0100801174088279,10,826
78,1,0.9393306357916642,1.10383405364095,6,827
79,1,1.178175491518243,1.1389998440412548,6,847
80,5,0.7081665334108427,0.9164461239024024,10,785
81,4,0.9656752534068062,0.9897050890829091,9,822
82,4,0.910218414473653,0.9246886513198831,9,810
83,2,0.9615612649594397,1.009391863343285,7,824
84,2,1.0772527207201164,1.0499872501126675,7,831
85,3,0.8513231699769888,1.006493067518889,8,809
86,1,0.9388032011078261,0.8941677707961535,6,809
87,1,1.1564272743377761,0.991325508296499,6,838
88,3,0.9242114924400305,1.024506859846658,8,823
89,4,1.0613455383155177,1.0809790691647811,9,832
90,4,0.9452543453333245,1.1283860690353409,9,831
91,3,1.0642073972996386,1.054737725716018,8,830
92,5,1.1246903484489807,1.119159566203754,10,841
93,5,1.0619178004811567,0.947511393859451,10,825
94,3,0.9320338432722606,0.910175737642196,8,814
95,1,0.9489689993908241,1.1460352667936535,6,833
96,2,1.0185283328997574,0.9997299028216942,7,826
97,4,0.9729489596417957,0.9824082818090432,9,822
98,4,0.968062566634196,0.9198681530536629,9,817
99,3,1.0387988584180012,1.009307635999952,8,829
100,3,1.0035691310253119,0.9509288222520318,8,822
