source,target,before,after,delta
0,1,0.43882270132169754,0.43882270132172074,2.3203661214665772e-14
0,2,0.431969038150955,0.43196903815101106,5.6066262743570405e-14
0,3,0.4155022790962722,0.415502279096469,1.96787031114809e-13
0,4,0.4208589296411936,0.42085892964147126,2.7766677845875165e-13
0,5,0.4342748356038932,0.43427483560448044,5.872524688754766e-13
0,6,0.42756225828327793,0.4275622582832977,1.9761969838327786e-14
0,7,0.4092732348856459,0.4092732348856814,3.552713678800501e-14
0,8,0.422047350651685,0.4220473506524234,7.383538225269604e-13
1,0,0.42391635502585323,0.42391635502586344,1.021405182655144e-14
1,2,0.4109715608562508,0.4109715608562573,6.494804694057166e-15
1,3,0.41249509436097326,0.4124950943609925,1.9262369477246466e-14
1,4,0.431739077142672,0.43173907714271553,4.3520742565306136e-14
1,6,0.42639263278686534,0.42639263278686723,1.887379141862766e-15
1,9,0.42994296284795314,0.42994296284806993,1.1679546219056647e-13
1,11,0.41513900193188674,0.4151390019318975,1.0769163338864018e-14
1,14,0.43939455924646764,0.43939455924647497,7.327471962526033e-15
2,0,0.428101868480578,0.42810186848062265,4.463096558993129e-14
2,1,0.4263957033504271,0.426395703350441,1.3933298959045715e-14
2,3,0.4294719703985738,0.4294719703986766,1.0275114092905824e-13
2,4,0.41361317376433526,0.4136131737644944,1.591504705800162e-13
2,5,0.4252151774675955,0.42521517746789245,2.969291479359981e-13
2,7,0.41125124723122103,0.41125124723124257,2.1538326677728037e-14
2,10,0.4081663890560357,0.4081663890562006,1.64923630308067e-13
2,12,0.41576132152235656,0.415761321522723,3.664291092775329e-13
2,15,0.40231277012750033,0.4023127701275266,2.6256774532384952e-14
3,0,0.4095765075422797,0.4095765075425764,2.967071033310731e-13
3,1,0.41385886328978083,0.41385886328985033,6.94999613415348e-14
3,2,0.43699242473209127,0.4369924247322773,1.8601786777594498e-13
3,5,0.42786533572304625,0.4278653357258338,2.787547970228843e-12
3,6,0.4121530276192061,0.4121530276192648,5.873079800267078e-14
3,8,0.42768699245988023,0.4276869924633649,3.484657007390979e-12
3,11,0.4359383952498142,0.43593839525012973,3.155253835984695e-13
3,13,0.39700121248016923,0.3970012124873308,7.1615491314958035e-12
3,16,0.41059049459388963,0.4105904945977637,3.8740677332782525e-12
4,0,0.44343764460528945,0.4434376446053834,9.392486788328824e-14
4,1,0.4252427076212134,0.42524270762126537,5.1958437552457326e-14
4,2,0.41910536724777003,0.41910536724784875,7.87148124459236e-14
4,6,0.4429738774237879,0.44297387742383193,4.4020342926387457e-14
4,7,0.4179857208753656,0.4179857208754579,9.225953334635051e-14
4,9,0.40347043418696593,0.40347043418886686,1.900923862763193e-12
4,12,0.40851754872407897,0.40851754872572577,1.6467938124264947e-12
4,17,0.4385312832158204,0.43853128323445845,1.863803555934851e-11
5,0,0.41217558861203846,0.4121755886133714,1.332933763364963e-12
5,2,0.3942015669595127,0.39420156696030983,7.971401316808624e-13
5,3,0.4191586271323369,0.419158627136216,3.879063736889066e-12
5,8,0.4324934780323561,0.4324934780511394,1.878330824212071e-11
5,10,0.41553103068371333,0.4155310306898111,6.09778894045121e-12
5,13,0.4095352492529138,0.4095352492965959,4.36821134819354e-11
5,18,0.43147750454619865,0.43147750458549633,3.9297676224236966e-11
5,26,0.4262358093102238,0.4262358094554605,1.4523671154620388e-10
6,0,0.4303966650614029,0.4303966650614123,9.381384558082573e-15
6,1,0.4298400639474387,0.42984006394744045,1.7763568394002505e-15
6,3,0.4285026344996361,0.42850263449965215,1.6042722705833512e-14
6,4,0.4117098725897958,0.4117098725898321,3.630429290524262e-14
6,9,0.4339282181663472,0.43392821816644483,9.764411501578252e-14
6,11,0.41093057752100104,0.41093057752101086,9.825473767932635e-15
6,14,0.41530751521227754,0.41530751521228315,5.6066262743570405e-15
6,19,0.4166463593418844,0.4166463593418844,0.0
6,27,0.438425681561718,0.43842568156172357,5.551115123125783e-15
7,0,0.4412656212480122,0.44126562124802354,1.1324274851176597e-14
7,2,0.41836230528710544,0.41836230528711355,8.104628079763643e-15
7,4,0.40025556143526264,0.40025556143531404,5.140332604014475e-14
7,10,0.43998186959361285,0.4399818695936537,4.085620730620576e-14
7,12,0.417851077776319,0.4178510777764381,1.1907141939104804e-13
7,15,0.4302498991555304,0.43024989915553874,8.326672684688674e-15
7,20,0.42453621528763946,0.42453621528786956,2.300937218535637e-13
7,28,0.4188230140089965,0.4188230140090157,1.9206858326015208e-14
8,0,0.4374761061918697,0.4374761061935198,1.650068970349139e-12
8,3,0.43167460662474233,0.43167460662952356,4.781230966699468e-12
8,5,0.433606860778499,0.43360686079700045,1.8501422616168384e-11
8,11,0.4183114810194649,0.41831148102119287,1.7279511155265936e-12
8,13,0.4291999875718147,0.4291999876251233,5.330857977270398e-11
8,16,0.42506986705949507,0.4250698670845387,2.5043633833377044e-11
8,21,0.44417170079225843,0.4441717009813204,1.890619882871647e-10
8,29,0.41700736170502073,0.4170073618010593,9.603856598872085e-11
9,1,0.43094379817558104,0.43094379817572454,1.4349632593280148e-13
9,4,0.4265280998174687,0.4265280998194238,1.9551027463649007e-12
9,6,0.4001622640079145,0.400162264008036,1.2151391004522338e-13
9,12,0.4203938097284205,0.42039380973295737,4.536870878979471e-12
9,14,0.42904151447818173,0.4290415144786009,4.1916470294722785e-13
9,17,0.40500430446790453,0.40500430451884234,5.093780952591942e-11
9,22,0.38808637227995313,0.38808637229239906,1.2445933172955392e-11
9,30,0.4325834139799679,0.432583414065868,8.590006483899515e-11
10,2,0.41668920748230165,0.41668920748258764,2.859934511434403e-13
10,5,0.3986410264454831,0.3986410264495201,4.036992962141994e-12
10,7,0.41571017765504104,0.41571017765520835,1.673106098110111e-13
10,13,0.40970202390103205,0.40970202391084865,9.816591983735634e-12
10,15,0.41448595262527854,0.4144859526254927,2.141620214501927e-13
10,18,0.4464489336392208,0.44644893364934546,1.0124678873069115e-11
10,23,0.4201610616776795,0.4201610616791312,1.4516721158486234e-12
10,31,0.40469195093677524,0.4046919509471958,1.042055330913172e-11
11,1,0.41729848572114636,0.4172984857211716,2.525757381022231e-14
11,3,0.4314472274431556,0.4314472274433573,2.0167201242315969e-13
11,6,0.42366695420652484,0.4236669542065469,2.2037927038809357e-14
11,8,0.4060368909883557,0.4060368909890955,7.397971124589731e-13
11,14,0.41682121672244316,0.41682121672249034,4.718447854656915e-14
11,16,0.43387026231974135,0.4338702623206115,8.701372955499664e-13
11,19,0.4102619982635993,0.4102619982636172,1.787459069646502e-14
11,24,0.423734522953398,0.4237345229537117,3.1374902675906924e-13
11,32,0.42078490336995017,0.4207849033700251,7.494005416219807e-14
12,2,0.41958892719300755,0.4195889271931875,1.7996715229173788e-13
12,4,0.41877507940859476,0.4187750794102025,1.6077139619596892e-12
12,7,0.40711365089381335,0.407113650894023,2.0966561820046081e-13
12,9,0.42156372810795417,0.4215637281122588,4.304612222227888e-12
12,15,0.40913102607710006,0.4091310260773254,2.2531976284767552e-13
12,17,0.41114160455386434,0.41114160459580296,4.193861924406406e-11
12,20,0.39606797103346947,0.396067971040573,7.103539978459139e-12
12,25,0.4164281308062308,0.4164281308645568,5.832601068789245e-11
12,33,0.4275857554800178,0.42758575550343064,2.341282723250515e-11
13,3,0.4224751940859281,0.4224751941047307,1.880262612274919e-11
13,5,0.42202976150553606,0.4220297615934089,8.787282013145159e-11
13,8,0.40020573752577826,0.4002057376343957,1.086174483688751e-10
