step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,2.8630924050543194,14,0.058333333333333334,0.11029651901564941,0.11732019581777547,0.24523670162817449,0.9215619890963075,0.01285952097163952,0.00334430316476345,0.00032475952641916454
2,4.88758097015124,19,0.07916666666666666,0.07086324938228145,0.12454312067219277,0.22296763361630842,0.9081514861386019,0.02364404656760364,0.005523566707761274,0.0008291133997249331
3,7.396826730496726,28,0.11666666666666667,0.051565184754036326,0.12625199225662184,0.20197954092315748,0.8923088734280497,0.037382446491222285,0.00943095852713065,0.0016626234916557972
4,10.360463299816697,36,0.15,0.03951609709039098,0.12930775098896172,0.18123744711619036,0.8731417391240968,0.054382334640019334,0.014284870171399728,0.0028832661544583534
5,13.656033045005234,43,0.17916666666666667,0.03096356685194911,0.12837107972336453,0.1598193434998947,0.849935541183274,0.07401613931122215,0.020025184675858513,0.004537526407728148
6,17.29691034116408,56,0.23333333333333334,0.02463250133553847,0.12698925576663103,0.14099831048495043,0.820233179100067,0.0960964175955714,0.026413970905791246,0.006644279962893815
7,21.270281897633662,63,0.2625,0.02002332814186401,0.12710217222326614,0.12133491323933457,0.7855230963991297,0.12090182391099201,0.033482616304379854,0.0092230226555727
8,25.53327127639988,74,0.30833333333333335,0.016702846394287194,0.1274391179316274,0.1022852468350047,0.7461154601451555,0.14808281112506397,0.04121134579834857,0.012288898245821741
9,29.974166139482033,84,0.35,0.014279785771144946,0.1305267525518243,0.08792727808494909,0.7020245650234175,0.1769333737542329,0.049530307700745194,0.015847496785564543
10,34.28714131002141,94,0.39166666666666666,0.012551452574229271,0.13295983655317037,0.07919480357743189,0.6560007385432508,0.20660642444887334,0.058229178022923184,0.01988290325816097
11,38.39807017692971,106,0.44166666666666665,0.011184481981513707,0.1378375979624346,0.07663989066029908,0.6058315681121114,0.2352228615153475,0.0667187339311503,0.024323451927973885
12,42.05413074742968,114,0.475,0.010144587889699455,0.13971016570862965,0.08344453808309779,0.5540825428548641,0.2624611569866123,0.07484683926719438,0.029090744893350822
13,45.06155518084733,123,0.5125,0.009393214535994182,0.13992488366749614,0.09738892854493057,0.5020655517328081,0.2871321782891906,0.08210695077935397,0.0340668199191588
14,47.471280354698024,130,0.5416666666666666,0.008796765388538193,0.1391493769452567,0.11675261839304775,0.44862312506286667,0.3079876524915798,0.08810479798443485,0.039109179523651796
15,49.17207749334452,135,0.5625,0.008360559136313277,0.13420643646205588,0.1394918348839944,0.3958631247521864,0.32522645328705774,0.09293714386578161,0.044099126637792495
16,50.204434849665155,142,0.5916666666666667,0.008055696887168307,0.12600712730598418,0.16369221700344844,0.342919115836074,0.33815147043774346,0.0963834247277504,0.04890897850401534
17,50.50852514169335,147,0.6125,0.00788781941072058,0.1144527429991229,0.1878751247064236,0.2913657056999008,0.346686880561872,0.0985232341729853,0.053431412187926026
18,50.19117369365398,146,0.6083333333333333,0.007807118736830302,0.1023156484116746,0.2090080069876402,0.2439052971495902,0.3503917779609048,0.09922227648655622,0.05755861943320094
19,49.48098220458378,154,0.6416666666666667,0.007716809292096174,0.08997584221008106,0.22668253861769672,0.1991036405476913,0.3499147972605267,0.09866752896714327,0.06121360255744095
20,48.292921542895925,151,0.6291666666666667,0.007668111591506848,0.07730636374176528,0.24288304023623553,0.15391443510374422,0.3472461968786062,0.0973153745945057,0.06436992646505632
21,46.954028310705915,152,0.6333333333333333,0.0076233629478075805,0.06482593892808489,0.25659384735822266,0.11193037738614815,0.34184374384720945,0.09501790457461003,0.06698785660784368
22,45.44288573616794,156,0.65,0.007618123970712399,0.051999416072823636,0.2708129001348724,0.0697205933407358,0.3350541382017243,0.09240835392260438,0.06909295125531667
23,43.719273880909576,151,0.6291666666666667,0.007693126546484235,0.037462250536923494,0.28563394374957235,0.027899527588401366,0.32693963981452145,0.08944123411904463,0.07070419720531648
24,41.99513026724419,150,0.625,0.007790425457903392,0.022015456332490236,0.2990776223146423,-0.010656875840291444,0.3168616115270843,0.08604094589460062,0.07183114133745537
25,40.154830240981475,149,0.6208333333333333,0.00793621480913699,0.0071401015583899725,0.3135848626779833,-0.04690276921853543,0.3062261637049544,0.08262422658503511,0.07252211412881812
26,38.27487666642377,148,0.6166666666666667,0.008108336013265,-0.00873836613681593,0.3289012486580095,-0.08028881554961512,0.29489260015334817,0.07897449513692033,0.07279893338612035
27,36.398500945639164,145,0.6041666666666666,0.008299145099636519,-0.023500924214217067,0.34451328500855055,-0.10979534097045902,0.28315391967538983,0.07524726532116437,0.07269557942246278
28,34.63277785633747,144,0.6,0.008486930608702327,-0.03716595846023585,0.36074459414780174,-0.13483903713861212,0.2714796809376841,0.07152424793507929,0.07225074040752384
29,33.11827109962916,141,0.5875,0.008627472194737482,-0.04967842592785452,0.37481390596850883,-0.15152408258662994,0.26055341349739,0.06801984578872361,0.07151931221483473
30,31.868523188817683,139,0.5791666666666667,0.008745392627131027,-0.059979409797076104,0.38702713874037387,-0.16067705512424107,0.25147711903752235,0.06502313288914427,0.07057705682453173
31,31.15736110610082,140,0.5833333333333334,0.00871029368554887,-0.0640140250391024,0.3921356506045143,-0.15777997313602793,0.244414945969268,0.06254981144824646,0.06949469923998187
32,30.915234435374213,140,0.5833333333333334,0.008579873482155055,-0.0632034996630617,0.39097828117267214,-0.1432348303520742,0.24102294203928848,0.061134382461541556,0.06838723452337758
