step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,2.9541967979960493,16,0.06666666666666667,0.10008979108727126,-0.3232756993342284,0.8652639092126136,-0.25194036177360674,0.01331606402159518,0.003550530571249461,0.00032475952641916454
2,5.121214890473857,20,0.08333333333333333,0.06418676171378512,-0.32027255583984016,0.843179463649578,-0.2668411122082793,0.024832359382329795,0.006012768998439921,0.0008461954734015074
3,7.74621696545888,29,0.12083333333333333,0.04891177225119022,-0.3187488358229446,0.8206095149167629,-0.27772988122204306,0.03906626600257358,0.010380376251467371,0.0017218037180252047
4,10.598393106664012,32,0.13333333333333333,0.0395468161485307,-0.3168420165649477,0.8004381243110483,-0.28252750233742774,0.05600321304788745,0.015634781293929804,0.003002039027246224
5,13.482832783047428,43,0.17916666666666667,0.03256517754796756,-0.3079097080779917,0.7807863058906511,-0.28290382409403625,0.07360919849572448,0.02130261561591618,0.004689033832021104
6,16.26567258124536,46,0.19166666666666668,0.027194990622263215,-0.2938333615239826,0.7620537067599386,-0.27721804227067615,0.09149131621496681,0.026988094769521943,0.006748161595640387
7,18.95562903166801,56,0.23333333333333334,0.023049955984169212,-0.27443102306914946,0.7441115975903639,-0.26544526792104667,0.10950004040109272,0.03244160350963046,0.009123159045059854
8,21.61519318280439,60,0.25,0.01985183198997815,-0.24994751088485936,0.7259880215029844,-0.2504357653653112,0.1277719213684499,0.037699713305079444,0.01176502358399162
9,24.293802920671272,71,0.29583333333333334,0.017373772271397588,-0.22384461883393228,0.7072284622209738,-0.2289130169734453,0.14646076854077794,0.04289168878974251,0.01464136994736828
10,27.03730934504607,76,0.31666666666666665,0.01537335835978532,-0.19462369737835147,0.6865083638481814,-0.20383852122779775,0.1657440287504663,0.04811843623259296,0.017732321000257314
11,29.81499147306239,84,0.35,0.013763993778175174,-0.16480268700985506,0.6643752056859633,-0.17224477257780732,0.18566787516176825,0.05346024009766604,0.021028584402427726
12,32.635163827065696,94,0.39166666666666666,0.01243324336014858,-0.13448355388383193,0.6394538571361364,-0.1356268508279359,0.2058605589794521,0.058855211431190366,0.024516036863384154
13,35.37820173950174,101,0.42083333333333334,0.011367263102174695,-0.10540413681383991,0.6115962392467654,-0.09641385782965768,0.22616369484219787,0.06431372846215658,0.028183526394620555
14,37.888150250466815,108,0.45,0.010553221248364981,-0.0787037849522023,0.5815549290904196,-0.055162546070868866,0.2456523925145298,0.06959420625332478,0.031998586581315075
15,40.064049379448896,117,0.4875,0.00991530269742555,-0.054261814262298765,0.5489537968874288,-0.013543614054416625,0.26336940545728466,0.07438963561421685,0.0359027560951461
16,41.78526228305111,120,0.5,0.009427193162180528,-0.03174896446072891,0.5148581149430417,0.026572809244029078,0.2787989582602865,0.07851546608035782,0.03982448974427815
17,43.02651626755852,129,0.5375,0.009049058417361703,-0.011488317927925595,0.47921612414403614,0.06495765026051996,0.2913168898453674,0.08175360698828076,0.04367677744792242
18,43.7647688200346,138,0.575,0.00876213519775279,0.007181197303647896,0.4422664168648793,0.10056302599203575,0.30088755832909053,0.08406608436155025,0.0473765715032974
19,44.0379116817914,140,0.5833333333333334,0.008553571380732088,0.024970531145909983,0.4035049397718491,0.13399554220862042,0.30745900497591416,0.08541174403189133,0.05084480850672415
20,43.95938610776687,143,0.5958333333333333,0.008407407842361018,0.04182760444837129,0.36329790908630166,0.16484900961283608,0.31113194048680093,0.08586029569479366,0.05401743609638763
21,43.881768659096736,144,0.6,0.008226047365668029,0.05543428766346406,0.3236157777557582,0.19007325742629425,0.3124000772866761,0.08563191415510991,0.05685807738195514
22,43.76110207320009,148,0.6166666666666667,0.00804385977593328,0.06622445764431124,0.28336536796959144,0.21164246625601968,0.31362149693600155,0.08542896082491552,0.05940010126734028
23,43.61224719798402,148,0.6166666666666667,0.007888321910471863,0.07653418146574806,0.24089080516957442,0.23081688913963386,0.31504607239571386,0.08514305965809905,0.06166529777933127
24,43.62706971078465,152,0.6333333333333333,0.007710830204952079,0.08534030366268815,0.19870904706445408,0.2446058053155051,0.3163263557244638,0.08479865112811193,0.06367606435102015
25,43.67571810813125,156,0.65,0.007564146425739331,0.09290598120656922,0.15536899412653316,0.25527774380669216,0.3185129500388721,0.084782248698579,0.06548853348669025
26,43.80769276548253,158,0.6583333333333333,0.007436237119804398,0.09841512538234468,0.11125156934503776,0.2621540233741598,0.3208884908994805,0.0848360513803018,0.06712887728329583
27,43.89824372591764,158,0.6583333333333333,0.0073629503219003415,0.10171743229631618,0.06765982076371055,0.26504650413960085,0.32339525670753605,0.08505667696187776,0.06862993194849423
28,44.00222587711981,159,0.6625,0.007317342700711889,0.10274474123407508,0.024702696161668057,0.26344987793620217,0.3251979807146779,0.085205205772159,0.06999785945225435
29,44.059280690003746,160,0.6666666666666666,0.0073019242639456566,0.10168708537348606,-0.014818491740140985,0.25440067996821336,0.3264876012411588,0.085414471366103,0.0712484908589889
30,44.05585482659371,168,0.7,0.0072931585836616495,0.09828614948687463,-0.04982646540088528,0.23843284826223535,0.32711277086588464,0.08556587010992017,0.07238475690246572
