step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_excitation,mean_inhibition,mean_fatigue
1,3.1385853297946085,13,0.05416666666666667,0.10454403567218017,0.11831285667892902,0.23171778470272103,0.9235788601627352,0.014024888673586595,0.00334430316476345,0.00032475952641916454
2,5.536759544518965,23,0.09583333333333334,0.06808237747852136,0.1261293044613146,0.19586927368226117,0.9119798193625468,0.02662458542515361,0.006053710012064865,0.0008807683231137372
3,8.375758747346966,29,0.12083333333333333,0.0497225001978418,0.12896769447792,0.16138133320274592,0.89809977106917,0.04238859837244494,0.010682575983837594,0.0018308339053996691
4,11.598347889615505,38,0.15833333333333333,0.0380333841641963,0.13251296960683787,0.1264454805387387,0.8792224461397005,0.06086153447291505,0.016171407135555715,0.0032182052799872582
5,14.968372203994315,45,0.1875,0.030033910181284408,0.13161827391852501,0.09238140920015311,0.8564838116954552,0.08155088854676833,0.022402121348172786,0.00507107498129144
6,18.599475298247,56,0.23333333333333334,0.02397579984687726,0.13090081746872956,0.060112390499301796,0.8257876493550501,0.10371463482971147,0.028920760666486175,0.007370537271411231
7,22.47717725205915,63,0.2625,0.019520737414985136,0.12992123932790076,0.03077570282970658,0.7893881593191222,0.12813086134912835,0.03596028227277571,0.010120885162691419
8,26.523892039760952,71,0.29583333333333334,0.016449035245632897,0.13513611998949246,0.008353915347603581,0.7478655676332177,0.1541685986317566,0.04351523310738825,0.013323267381183368
9,30.44975172714758,81,0.3375,0.014407334414499031,0.14537423251173953,-0.0023367526892247217,0.7037807087009197,0.1806197647904167,0.05143497931728532,0.01696417040052021
10,34.070010304986994,89,0.37083333333333335,0.012894336773737781,0.15955368920097196,-0.0024589650585347448,0.6571233663497638,0.20588572534636945,0.059147850174435315,0.020977081809308358
11,37.13937555715397,97,0.4041666666666667,0.011783495595630768,0.17082011333605862,0.010364810309939753,0.6104653294327794,0.22918869429111552,0.06627920665041823,0.025267500560562588
12,39.64532619083726,106,0.44166666666666665,0.010913555684147175,0.17708954054126003,0.03439402098369281,0.5632189023608801,0.24966185635692428,0.07234477305698515,0.029704383421472694
13,41.69017103196215,114,0.475,0.010182530873631242,0.1788698023805454,0.06488432517033865,0.5150567383857747,0.26761380198696805,0.07731255124517385,0.03416744374010741
14,43.40131747171874,122,0.5083333333333333,0.009572759720629587,0.17754212745048553,0.10007484254537885,0.46481099299575396,0.28326241894898113,0.08138044447960062,0.03856760643458958
15,44.602714848444435,127,0.5291666666666667,0.009163458177984897,0.17262093279151408,0.13711535632622113,0.4150601180180272,0.29691661408824216,0.08479891997922223,0.04284859281707788
16,45.415047018484,135,0.5625,0.008864892900816011,0.16389477927155036,0.1757369401888371,0.3624883414099838,0.30721412727733777,0.08722710453326614,0.04692674256945343
17,45.87503266842542,134,0.5583333333333333,0.008637109072954844,0.15216656187969366,0.2130807494370103,0.3102925704157617,0.3144371732692445,0.08890387860844842,0.050749389628473834
18,45.93125911981846,138,0.575,0.008500131397389815,0.13676681466033053,0.24847120118461224,0.26024721672688744,0.3187398937113706,0.08989911990004756,0.05427601929095622
19,45.60690704392901,139,0.5791666666666667,0.008414354305541074,0.11945028568391115,0.28068066938668856,0.21286328671988494,0.3202477463225138,0.09010644033464435,0.05746052844682656
20,44.815415939819275,140,0.5833333333333334,0.00838845514330891,0.10231602505693609,0.30941505416043225,0.16986207402720196,0.31932973951313215,0.0895512307500609,0.0602657706728806
21,43.58910987670306,145,0.6041666666666666,0.008402537091559704,0.0851545417725065,0.33738685331462587,0.12808224504211502,0.31560744573614136,0.08806096778800014,0.06264208409430864
22,42.07033468134764,144,0.6,0.008430937501249531,0.06654124449121213,0.36603127879229697,0.08657588241577846,0.30951515998286394,0.08570322807491661,0.0645508337867596
23,40.40588987113355,144,0.6,0.008491756042759813,0.04694076423995779,0.39499137147909896,0.04567946058440587,0.3016245823771843,0.08275923011892349,0.06598393816083632
