source,target,before,after,delta
0,1,0.4041398459656279,0.4041398459656477,1.9817480989559044e-14
0,2,0.41904119730176764,0.4190411973018151,4.746203430272544e-14
0,3,0.43113632286511466,0.4311363228652681,1.5343282200319663e-13
0,4,0.4243421038871711,0.424342103887431,2.5990321006474915e-13
0,5,0.4256063304079141,0.42560633040839163,4.775069228912798e-13
0,6,0.42137524732975645,0.42137524732977377,1.7319479184152442e-14
0,7,0.4360904812355299,0.4360904812355598,2.992051051364797e-14
0,8,0.4176049139665533,0.41760491396714156,5.882516695976392e-13
1,0,0.43493668030403854,0.43493668030404664,8.104628079763643e-15
1,2,0.3994713480267712,0.3994713480267759,4.718447854656915e-15
1,3,0.41693996347531115,0.41693996347532486,1.3711254354120683e-14
1,4,0.41794888789769047,0.4179488878977302,3.9745984281580604e-14
1,6,0.43029197905608013,0.4302919790560811,9.43689570931383e-16
1,9,0.442728129071407,0.44272812907150894,1.0191847366058937e-13
1,11,0.4139174904527728,0.41391749045278164,8.826273045769994e-15
1,14,0.41024217070633895,0.4102421707063451,6.161737786669619e-15
2,0,0.42646961139165396,0.42646961139169187,3.7914116290949096e-14
2,1,0.4203416927747398,0.4203416927747508,1.099120794378905e-14
2,3,0.3890566685999321,0.3890566686000165,8.43769498715119e-14
2,4,0.4049834127710237,0.40498341277117955,1.5587531265737198e-13
2,5,0.42044802864155895,0.42044802864181197,2.530198273120732e-13
2,7,0.40729616468989305,0.40729616468991153,1.8485213360008856e-14
2,10,0.42693342044789445,0.4269334204480365,1.4205303600078878e-13
2,12,0.42612240362781373,0.42612240362815174,3.380073998471289e-13
2,15,0.41047655940003175,0.4104765594000549,2.3148150063434514e-14
3,0,0.43450184371675704,0.43450184371697825,2.2121193765656244e-13
3,1,0.4193194410907787,0.4193194410908344,5.573319583618286e-14
3,2,0.4204580940011169,0.42045809400126394,1.4704903961160198e-13
3,5,0.4285877611307102,0.4285877611327679,2.0577428649914964e-12
3,6,0.41149174677440636,0.4114917467744539,4.75175454539567e-14
3,8,0.4211086870085228,0.4211086870110272,2.504441098949428e-12
3,11,0.42418902302714123,0.42418902302738104,2.398081733190338e-13
3,13,0.4132291989062689,0.41322919891123083,4.961919763957212e-12
3,16,0.4031060107886021,0.403106010791412,2.80991896417504e-12
4,0,0.4285886703468236,0.42858867034691317,8.959499808725013e-14
4,1,0.4247255368951458,0.4247255368951995,5.367928324062632e-14
4,2,0.4343259403249845,0.4343259403250637,7.921441280700492e-14
4,6,0.41422451707245306,0.4142245170724992,4.6129766673175254e-14
4,7,0.4137963306012859,0.4137963306013787,9.281464485866309e-14
4,9,0.4483631854219689,0.44836318542398834,2.0194401706419285e-12
4,12,0.4259774984235758,0.425977498425321,1.7452150835595148e-12
4,17,0.4037191749250204,0.40371917494540155,2.0381141219161236e-11
5,0,0.4281147942705553,0.4281147942716469,1.091571277811454e-12
5,2,0.4328456465903869,0.43284564659106894,6.820655151784649e-13
5,3,0.42906590603573536,0.4290659060387394,3.0040414600307486e-12
5,8,0.43273483159564163,0.43273483161083764,1.5196011116103136e-11
5,10,0.40238009839099215,0.402380098396039,5.046851825341037e-12
5,13,0.42013313725784296,0.42013313729249346,3.4650504687760986e-11
5,18,0.4264891480957563,0.4264891481300077,3.425143502155947e-11
5,26,0.4328982224803667,0.4328982226034904,1.2312373343092986e-10
6,0,0.4220500210257339,0.4220500210257397,5.773159728050814e-15
6,1,0.44005737319907906,0.4400573731990796,5.551115123125783e-16
6,3,0.4304584081582137,0.43045840815822534,1.1657341758564144e-14
6,4,0.42105167960732065,0.421051679607354,3.3362201889985954e-14
6,9,0.44019989009348226,0.4401998900935671,8.482103908136196e-14
6,11,0.4181345203946769,0.41813452039468396,7.049916206369744e-15
6,14,0.42419680629500545,0.42419680629500983,4.385380947269368e-15
6,19,0.4111928816829308,0.4111928816829308,0.0
6,27,0.4399704792882413,0.43997047928824556,4.274358644806853e-15
7,0,0.4288460331164863,0.428846033116496,9.71445146547012e-15
7,2,0.41868401791450305,0.41868401791450904,5.995204332975845e-15
7,4,0.4286382765151151,0.428638276515164,4.8905324234738146e-14
7,10,0.41816246834150134,0.4181624683415335,3.214095656289828e-14
7,12,0.41382111061122084,0.4138211106113275,1.0663692151524629e-13
7,15,0.44265926830380126,0.4426592683038074,6.161737786669619e-15
7,20,0.45884689855376215,0.4588468985539569,1.9473311851925246e-13
7,28,0.43103410360676303,0.43103410360677896,1.5931700403370996e-14
8,0,0.431783780396154,0.43178378039745646,1.3024581413390024e-12
8,3,0.4155276664664783,0.4155276664700347,3.556377414781764e-12
8,5,0.404954189570036,0.40495418958479634,1.4760359601240225e-11
8,11,0.4148919261180241,0.41489192611940695,1.3828382883218637e-12
8,13,0.41356487860005703,0.4135648786403086,4.02515798469949e-11
8,16,0.415974198073394,0.4159741980928405,1.9446499965880548e-11
8,21,0.41913614605649513,0.4191361462058445,1.4934936620747408e-10
8,29,0.42692351199182105,0.42692351206845947,7.66384178341184e-11
9,1,0.4292619047207493,0.4292619047208885,1.3916645613676337e-13
9,4,0.4085588093554799,0.4085588093575455,2.065625448466335e-12
9,6,0.42776277139724,0.4277627713973602,1.201816424156732e-13
9,12,0.4096149577543328,0.40961495775885903,4.5262127379430694e-12
9,14,0.4179740848128365,0.41797408481325055,4.1405767703395213e-13
9,17,0.41775966624545746,0.41775966629795896,5.250150314495272e-11
9,22,0.44210809797941464,0.44210809799164275,1.2228107415523937e-11
9,30,0.4259775340554558,0.4259775341434131,8.795730810362556e-11
10,2,0.4263317369841858,0.4263317369844273,2.4147350785597155e-13
10,5,0.41321405085827945,0.4132140508614835,3.2040481379169705e-12
10,7,0.4154919951600231,0.4154919951601633,1.4016565685892601e-13
10,13,0.413129704007702,0.41312970401502946,7.327471962526033e-12
10,15,0.41137866930867234,0.4113786693088518,1.7946755193065655e-13
10,18,0.42190679318607055,0.42190679319441515,8.34460278653637e-12
10,23,0.4219430264251548,0.4219430264263928,1.238009694759512e-12
10,31,0.4201582296478032,0.42015822965641225,8.609057911002083e-12
11,1,0.4130783637310064,0.4130783637310289,2.248201624865942e-14
11,3,0.4019002834145081,0.4019002834146669,1.5876189252139739e-13
11,6,0.4160752475254836,0.41607524752550273,1.915134717478395e-14
11,8,0.40547635255183967,0.4054763525524341,5.944134073843088e-13
