repetition,delay,a_strength,c_strength,steps,changed_edges
1,4,0.9843769485672065,1.0226012412133454,9,826
2,1,0.884230657367417,1.118625507074066,6,815
3,3,1.001624909357109,1.0273786894280288,8,826
4,1,1.0547926711158124,0.9810712242928427,6,825
5,2,0.9631096766011003,1.087720195702342,7,824
6,2,0.9227931567211425,0.9951916477972506,7,812
7,1,1.129103556924778,0.9740281029930163,6,829
8,3,1.137230047287373,1.0406376545964893,8,834
9,5,1.0504310696605543,1.0742186388477024,10,829
10,5,0.7982347406778558,1.0492542866209469,10,805
11,2,0.8934341617160386,0.9274561289849156,7,800
12,5,1.1070882302450036,0.9711635822558577,10,826
13,2,0.9290957297295445,1.1119134191442452,7,823
14,3,0.9479356007065314,1.1545009821182763,8,826
15,1,0.873691759590878,1.154705615609917,6,815
16,2,0.9860331371716375,1.027384142016551,7,826
17,5,0.8465824921711365,1.025422158594979,10,808
18,3,0.8488536612263945,0.8086202281951056,8,783
19,1,0.9596645879811888,0.9930206311373106,6,820
20,3,1.019564601223464,0.9734441208076118,8,823
21,4,0.9210012175567228,0.9292507030923262,9,806
22,2,1.0623055421784777,1.0645572016780398,7,829
23,5,0.854349936680253,1.1764375531031366,10,818
24,4,1.0320450935056653,0.9206269715381578,9,816
25,4,0.9826398650927144,1.0314660617217997,9,826
26,3,0.9194651905493457,1.007859961612564,8,815
27,4,0.8799139326718539,0.9318424464959185,9,801
28,5,1.0552121455361676,0.9370471721994108,10,822
29,3,1.0857705520030063,1.1351956564435275,8,834
30,3,0.9196875156947533,1.1342486201947228,8,821
31,4,0.9941881972107064,1.047636784411988,9,826
32,2,0.9860242409889637,0.8943290814359486,7,807
33,1,1.0053071781327456,1.0350001928367025,6,826
34,1,1.148835392835748,1.0758590786459037,6,835
35,4,1.048033182809796,1.087823958610478,9,832
36,1,0.9884390477964942,0.9154004013202058,6,813
37,1,0.8660357266809101,0.9262134752062975,6,801
38,4,0.9650421407366032,1.0519613453253576,9,825
39,2,1.0094472628075593,1.001858598727236,7,825
40,4,0.8594043916268598,1.1093956363293256,9,813
41,5,1.066187072880182,1.0378656087920435,10,830
42,3,0.8877359469100745,1.0912701539744958,8,817
43,5,0.7781106864476184,0.7686295172480476,10,778
44,3,0.9021783923297072,1.032496582904271,8,815
45,3,0.8476625670696993,0.9490937940457244,8,803
46,4,0.9135120182244874,0.9947798550670409,9,812
47,4,0.9862662184659169,1.064183044083151,9,826
48,3,0.9988196531465567,0.8898999827369103,8,807
49,5,1.0312946065716249,1.0547387011125984,10,828
50,4,1.014725060722376,1.0686103281859616,9,827
51,3,0.9355052967535477,1.010032862026844,8,822
52,5,1.0318773252867564,0.9360798601395894,10,823
53,4,1.1123024533037202,0.976815423764465,9,829
54,3,0.8213786392299389,1.1222937260377122,8,810
55,4,1.0725892754581499,0.8438574705866309,9,808
56,5,1.048019283617269,1.047509513796122,10,829
57,5,1.0056471790227453,0.9795052913636542,10,823
58,3,1.0672514616839788,0.9683807878350765,8,826
59,2,0.9132509758138524,0.8489224762805643,7,795
60,2,0.9896091040711628,1.0089510176831606,7,826
61,1,0.8666209888595361,0.9411559065548041,6,806
62,1,1.1170443186732193,1.0364386312586014,6,833
63,3,1.032554858987804,0.848625230519473,8,806
64,2,1.0209327505901726,0.9069157763233995,7,815
65,5,1.0863548351214354,0.7918179578130659,10,805
66,2,0.974696479883311,0.9536919113577869,7,821
67,2,1.1179253047344861,0.9581815654365939,7,829
68,5,1.022830169499927,1.0585499727144219,10,828
69,4,0.9309450521871385,1.0431993056894806,9,823
70,1,1.0270966449623347,1.025528301227989,6,828
71,2,1.0721680321461489,0.8659961285317991,7,810
72,4,0.9215064194907252,1.013189651305586,9,819
73,4,0.9105845576137694,1.079471805402673,9,820
74,2,1.074040392047074,1.0425858479468622,7,830
75,1,1.0843376085095802,0.8828294468632991,6,811
76,4,1.0900562852106588,1.080241634142816,9,834
77,1,0.9626996052328873,0.943857277941899,6,821
78,5,0.8911847359363527,1.0027233991389946,10,815
79,3,0.9999000735074506,1.1324855787538644,8,832
80,3,0.9085019842730222,0.8898761039938885,8,800
81,1,1.134053701389479,1.0545012030468237,6,836
82,1,1.113328429250717,0.9673742881562132,6,830
83,5,1.0122920179736143,1.0576228535462966,10,827
84,2,1.1254807687044863,0.966438893305832,7,831
85,3,0.9417929075377713,0.9733646951927728,8,821
86,3,0.951871873167132,1.0339046444294862,8,825
87,4,0.8826453235309848,1.078241265755447,9,819
88,2,0.9399112481925892,1.0805089715369807,7,829
89,2,0.8920924704592268,0.8197527098268438,7,792
90,5,0.7955307742795872,1.0720530748603423,10,808
91,1,1.0875356570000456,0.9666646216417982,6,827
92,4,1.0603520925942178,1.02732671394467,9,830
93,4,1.0190111707091045,0.9700567248036691,9,824
94,4,1.0391747289945945,0.9862787615709891,9,826
95,1,0.9069503487767628,1.1082821575781896,6,822
96,5,0.9933976500615064,1.0369300728274158,10,826
97,4,1.1231102899772434,1.12226822714853,9,839
98,3,0.9420748483240632,0.9000637255039479,8,812
99,2,0.9552659801671471,0.8877124671724606,7,810
100,3,0.9855686080682763,0.8691953818125275,8,807
