activity
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.150375477423711823e-01
0.000000000000000000e+00
0.000000000000000000e+00
7.264983755665096500e-04
0.000000000000000000e+00
1.415230412116745551e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.467382916869621190e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.488330751998189032e-03
2.822749664466927544e-01
0.000000000000000000e+00
0.000000000000000000e+00
8.338904286665214938e-02
1.151408556333658600e-02
1.328118403912901813e-01
0.000000000000000000e+00
0.000000000000000000e+00
3.039536735310220394e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.038141661627737244e-01
2.993846120586683979e-01
0.000000000000000000e+00
0.000000000000000000e+00
1.823693623580240342e-01
8.174827249599857237e-03
1.600574677419772801e-02
0.000000000000000000e+00
1.240480859205881359e-01
3.717939017081009490e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.148256729343897553e-01
1.814013207457991772e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.924282384523899103e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.542798639283646911e-01
3.065814100782955909e-01
0.000000000000000000e+00
0.000000000000000000e+00
9.042276776683481898e-02
1.507127918663827559e-01
1.500130609776107555e-03
0.000000000000000000e+00
1.063982413459299420e-01
3.786204333165889002e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.298018175144486253e-01
1.684625178602086881e-01
0.000000000000000000e+00
0.000000000000000000e+00
2.336644865608026311e-01
2.982920606285445128e-02
0.000000000000000000e+00
0.000000000000000000e+00
4.719087410058432352e-01
3.430418014021047179e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.560778208314664961e-01
0.000000000000000000e+00
0.000000000000000000e+00
9.137233920179430036e-02
3.486459913377576436e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.954756680675078684e-01
2.225632271464378920e-01
0.000000000000000000e+00
0.000000000000000000e+00
5.823749318996449681e-02
1.829860163119398087e-01
0.000000000000000000e+00
0.000000000000000000e+00
4.558317584731500505e-01
3.804485810395235590e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
4.301810675084306590e-01
6.415961093023370143e-02
0.000000000000000000e+00
7.739622689719735660e-02
2.213870101495028775e-01
