step,total_activity,active_count,mean_fatigue,region_A_activity,region_F_activity,region_P_activity,region_Q_activity,region_R_activity
1,4.917544169993045,27,0.00042371392896287466,0.0,0.09520681100515094,0.5280136243655095,0.04853770857178137,0.0041130432319338795
2,9.571776615853217,41,0.001303382067940283,0.0,0.13211054548260237,0.612789098972619,0.0996906926878705,0.012084563259521322
3,15.504515483528461,58,0.0029677519766187336,0.0,0.20693249317682358,0.6506417539818923,0.174298464633869,0.02832001547560512
4,22.47267052926836,71,0.005578073432118446,0.0,0.3144175242809881,0.6371196937517827,0.2775832840619832,0.06301728691302821
5,30.403861441457124,89,0.00923389181314442,0.0,0.4285611671615351,0.587106254940041,0.39422402208523866,0.12765264921150454
6,39.04662087365655,109,0.014011226652103189,0.0,0.5132387075340494,0.5207791327780256,0.48976903930989857,0.22660433298396063
7,48.03603316420178,129,0.01993134540070347,0.0,0.5474279763326454,0.4495061973924046,0.5387053710531536,0.34370945660717944
8,56.359333695131184,140,0.02694496707892096,0.0,0.538060736389541,0.3786771602820416,0.5441037543369689,0.446665040042131
9,63.73773104451463,162,0.034817845438865964,0.018155181883515746,0.5044287724534121,0.31099324882333657,0.5229520728876522,0.5090218613230262
10,69.62562978019135,174,0.043286885465825854,0.06373231835180013,0.4621767925744212,0.24641450331342288,0.48829682586054735,0.5273609316240702
11,74.11432328491503,191,0.052013002503029156,0.1441823982421327,0.41970904698243566,0.18247190510203232,0.447750128241237,0.5148650925509719
12,77.15664819383184,207,0.0607081378686478,0.23421833774156017,0.37782094763587915,0.11314239607084287,0.4026140157390697,0.48483145386942683
13,78.23731412034425,215,0.06910419561812649,0.3304478849496833,0.33583287907679965,0.026504400895489583,0.35396351248464136,0.4442005465285298
14,77.45917304390368,213,0.07686327245387839,0.4085589872718472,0.2936854878094395,0.0,0.30400763671051284,0.3974541447955393
15,75.6737169124741,217,0.0837005401542225,0.45452106242264206,0.2514376388677387,0.0,0.25465839938091733,0.3465765693253501
16,72.96703129037726,216,0.08951930805988913,0.47147469421712196,0.207579072116172,0.0,0.20537312195485247,0.29335620192762946
17,69.46839166233178,211,0.09424869562084595,0.4697159949099699,0.15968006074443686,0.0,0.1537235992651453,0.2391111127348417
18,65.08180675699421,205,0.09784914949544857,0.45649060791306745,0.10311831481229487,0.0,0.09459609450777903,0.18339012383418335
19,59.785452778251084,193,0.10026707331284014,0.4365803170941193,0.028612599161728255,0.0,0.021167600156789302,0.12269117628522372
20,54.02791872758284,175,0.10145013837747821,0.4138368420171272,0.0,0.0,0.0,0.05983971332139835
21,48.537763833769176,158,0.10143535930115216,0.390469822213803,0.0,0.0,0.0,0.014234254172251569
22,43.41718115508158,141,0.10039265408986867,0.3655227410536155,0.0,0.0,0.0,0.0
23,38.697757288507326,130,0.0984941101474596,0.3343921187025831,0.0,0.0,0.0,0.0
24,34.31876865836452,112,0.09590052862430877,0.29536691732014914,0.0,0.0,0.0,0.0
25,30.40694170720346,106,0.09274524488532124,0.2513349123961313,0.0,0.0,0.0,0.0
26,26.572481476867182,94,0.08917202196688975,0.20344094960487422,0.0,0.0,0.0,0.0
27,23.174014939465348,86,0.08523716004711338,0.1589475990836597,0.0,0.0,0.0,0.0
28,19.887943963120268,79,0.08105857184355182,0.12161605694740857,0.0,0.0,0.0,0.0
29,16.867834613329684,72,0.07668170415228166,0.08017288108482634,0.0,0.0,0.0,0.0
30,14.1721015238325,63,0.07217625272705283,0.05393794687879674,0.0,0.0,0.0,0.0
31,11.937963116855471,56,0.06761589649006614,0.03246997191460013,0.0,0.0,0.0,0.0
32,10.04491617093748,52,0.06309267492546992,0.01250948848050066,0.0,0.0,0.0,0.00045599946282677344
33,8.401083441551389,43,0.05866682921497371,0.0,0.0,0.0,0.0,0.0007877969451472497
34,7.087810111506585,39,0.05437534943876723,0.0,0.0,0.0,0.0,0.0
35,6.137964496466557,30,0.05026677889079799,0.0,0.0,0.0,0.0,0.0
36,5.629633342668916,26,0.046390969344805674,0.0,0.0,0.0,0.0,0.0
37,5.538797979194711,24,0.04280742866207552,0.0,0.0,0.0,0.0,0.0
38,5.701618062905191,23,0.039565210416966985,0.0,0.0021574921989757074,0.0,0.0016181191492317805,0.0
39,6.0402205187742535,25,0.03667774276206501,0.0,0.011816410727857711,0.0,0.013583687078205951,0.0
40,6.535659549438585,26,0.034142509833128686,0.0,0.029041399867185205,0.0,0.03934784462211371,0.0
41,7.201340598356411,27,0.03195369501533555,0.0,0.05786119682025659,0.0,0.08411826452942095,0.0
42,8.0797472253253,29,0.03010857687599382,0.0,0.10205547623576522,0.0,0.145190140359313,0.0
43,9.205717958133002,32,0.028612671793142933,0.0,0.15997382281761208,0.0,0.22459817408417948,0.0
44,10.611773062696477,34,0.02747747673097858,0.0,0.23789003116323407,0.0,0.31426444655648905,0.0
45,12.289679565248298,40,0.026719436507136308,0.0,0.32600386126783804,0.0,0.4014821917202156,0.0
46,14.15525852734817,44,0.026351807774906737,0.0,0.4085706374552387,0.0,0.47216314303948625,0.0
47,16.04960010107977,46,0.026370737971293842,0.0,0.47072151782324373,0.0,0.5171295073748612,0.01435537894946192
48,17.78894742217896,49,0.026742964193116916,0.0,0.5057200014123971,0.0,0.5357308930580258,0.05328542841112144
49,19.32534015963857,53,0.02740409541546378,0.0,0.5161720064057244,0.0,0.5338316608621649,0.12818298529870586
50,20.64596814866557,59,0.028287187153849633,0.0,0.5087913989487305,0.0,0.5187646154174754,0.24618396005423557
51,21.692916256275232,64,0.029329587466339468,0.0,0.49010167866676513,0.0,0.4964189605533692,0.3772961264698873
52,22.41401190093426,64,0.03046405051775713,0.0,0.46543748863105866,0.0,0.4708914751650281,0.4788659278596684
53,22.759046428036925,65,0.03162027269740659,0.0,0.4386271090434552,0.0,0.4447978323393381,0.5304940264659427
54,22.667589957813316,64,0.03272556663292285,0.0,0.41216748982407664,0.0,0.41973389014429907,0.541708716907205
55,22.25243285458616,66,0.03370318308672057,0.0,0.38773492927222986,0.0,0.3966799585216262,0.5303264916542142
56,21.658891803866144,68,0.03450519593828341,0.0,0.3660060580060662,0.0,0.3760679321213179,0.5087614926410778
57,20.975285777463643,71,0.03511571855767997,0.0,0.34718050292740105,0.0,0.3579138635927081,0.4834193119710293
58,20.27296312851533,72,0.035537012785186416,0.0,0.33114295799565197,0.0,0.34213558665184546,0.45737001466564453
59,19.6023918257049,74,0.0357844920932644,0.0,0.31765301358694015,0.0,0.32860992130621214,0.43203271687196454
60,18.981533272681055,75,0.03588149135125763,0.0,0.306477430600604,0.0,0.3172149793966321,0.4079778305707139
61,18.4211975944159,75,0.03585237970475956,0.0,0.29741913455148755,0.0,0.30785153996479947,0.3855067001468339
62,17.934659641124696,75,0.03572111628323659,0.0,0.2903069368719097,0.0,0.30043589737023857,0.36478601152902174
63,17.529517412679787,72,0.03551175333762381,0.0,0.2849455464454578,0.0,0.2948788438091626,0.34592634906403574
64,17.22047442077607,73,0.035247362518738896,0.0,0.2811724734638037,0.0,0.2910819936491136,0.3289844707538074
65,17.04103475186316,75,0.03495146522076052,0.0,0.2788244243862987,0.0,0.2889223510824541,0.3140030134100694
66,16.963931488587583,75,0.03465151271465881,0.0,0.2777089712570954,0.0,0.28824784838155215,0.3010317372509677
67,16.9959845838107,76,0.0343670985973031,0.0,0.2775880465958933,0.0,0.28885594973005224,0.29018227537117414
68,17.11114703770489,76,0.0341171358470373,0.0,0.2780911740679887,0.0,0.2903942679214855,0.2815506543515233
69,17.287061081334727,76,0.033913762331903234,0.0,0.27890491088739766,0.0,0.29255633902421363,0.27522632966981325
70,17.535549552331318,76,0.033763710051463176,0.0,0.2798155020538807,0.0,0.29513376517559653,0.27130053501850315
71,17.78286874384996,77,0.03367525458737898,0.0,0.28054361130563693,0.0,0.2976825546089516,0.2695712596236869
72,18.035814781295137,76,0.03364201701811295,0.0,0.28108966633768767,0.0,0.3001354202799745,0.27009276983668806
73,18.261299546674067,75,0.03365953058779449,0.0,0.28148825884909845,0.0,0.3024326855045276,0.27281691912641437
74,18.470845503560955,74,0.03371757119401643,0.0,0.2818546665627333,0.0,0.3045853475629646,0.27769384300660804
75,18.638338019527886,73,0.03380909760653247,0.0,0.28232637948420874,0.0,0.3065332043840385,0.2843471433093363
76,18.780865322591147,73,0.0339228762245407,0.0,0.2830234982158129,0.0,0.3083405752707653,0.29247855667221195
77,18.93976832686574,72,0.03405200085007247,0.0,0.2840049572366709,0.0,0.3099733524640746,0.30165571138865666
