step,total_activity,active_count,mean_fatigue,region_A_activity,region_F_activity,region_P_activity,region_Q_activity,region_R_activity
1,3.2611342807947556,22,0.00042371392896287466,0.08948114099186444,0.0,0.44442700178629546,0.0,0.0
2,5.209569587021695,33,0.0009928052137156038,0.11013997142601506,0.0,0.455749140535883,0.0,0.0
3,7.641190217466267,41,0.0018703189899106113,0.15600489467941211,0.0,0.4841595223536153,0.0,0.0
4,10.727158631018357,52,0.003116010256694475,0.23024767867358653,0.0,0.5134544778884023,0.0,0.0
5,14.388677643244414,60,0.00481575147434097,0.3253932882681401,0.0,0.5265283649019259,0.0,0.0
6,18.46846849987822,69,0.0070320533850152,0.42300063797009235,0.0,0.521406409395082,0.0,0.0
7,22.72306518469866,79,0.009791685890240846,0.4990707563148729,0.0,0.5018356166471623,0.0,0.0
8,26.78089276470628,89,0.013073092023347761,0.5389468433183119,0.0,0.4723683551103516,0.0,0.0
9,30.346945343440048,92,0.01678720021439541,0.544354869010686,0.0,0.43663704831612504,0.0,0.0
10,33.28340320315378,98,0.02079853244485088,0.5262858347338124,0.0,0.3970838412566948,0.0,0.0
11,35.596265766821006,104,0.024959317300957126,0.495813403952039,0.0,0.35553955369366835,0.0,0.0
12,37.31005089126952,110,0.029137685402140352,0.4602845084459313,0.0,0.3134471001145466,0.0,0.0
13,38.48932820746019,114,0.03321955140403935,0.4239006729929429,0.0,0.2719262232180275,0.0,0.0
14,39.26241133657905,120,0.0371143453025342,0.3887419724900656,0.0,0.23159681892544598,0.0,0.0
15,39.693537459551244,124,0.04076461289788935,0.3556973475569774,0.0,0.1925190943635061,0.0,0.0
16,39.90216853666789,130,0.04413068988176628,0.3250663130561995,0.0,0.1541946460975703,0.0,0.0
17,39.948365209626715,134,0.04719927749421488,0.2966791846575946,0.0,0.11544332938129401,0.0,0.0
18,39.88453395835337,139,0.04996966822159841,0.270123986370558,0.0,0.07430357979980347,0.0,0.0
19,39.79982894048328,144,0.05245105151662983,0.24486561535523163,0.0,0.036040498012267004,0.0,0.0
20,39.768687147856504,146,0.05466841429130745,0.22024155614983942,0.0,0.014488862146518292,0.0,0.0
21,39.8070236515106,148,0.05665820170239981,0.19543210875416098,0.0,0.0,0.0,0.0
22,39.972095343724355,152,0.058456198466818064,0.16935998290038942,0.0,0.0,0.0,0.0
23,40.19165862229221,154,0.06010534649708457,0.14050141406810535,0.0,0.0,0.0,0.0
24,40.50649826231586,161,0.06163074783905591,0.10641293663998304,0.0,0.0,0.0,0.0
25,40.78676889059876,161,0.06306264147933455,0.07341011301718971,0.0,0.0,0.0,0.0
26,41.19192637067637,156,0.06440389649838836,0.04689047128437553,0.0,0.0,0.0008378332532230743,0.0
27,41.83268429733569,157,0.06568699304305134,0.037257264808509424,0.0024801886441913226,0.0,0.009240280258350922,0.0
28,42.39326769510059,158,0.06696192204449665,0.02735757519456458,0.013988543909936786,0.0,0.029410950346676894,0.0
29,42.8704050494366,155,0.06821446753287835,0.018270965899311837,0.03344463711153762,0.0,0.05960100749495464,0.0
30,43.39470553678496,151,0.06943122172635988,0.009524596438841185,0.0647926820760306,0.0,0.09846491117924876,0.0
31,43.942112145081595,149,0.07062460684187107,0.0007862288956286479,0.10612497446473397,0.0,0.14577039084835042,0.0
32,44.64849931208234,149,0.07180129218488676,0.0,0.162064898860699,0.0,0.19579581053877304,0.0
33,45.29605599481816,151,0.07299275658741353,0.0,0.22606880484006878,0.0,0.2505744626358441,0.0
34,45.89643109986684,150,0.07418649142770058,0.0,0.29064260469084197,0.0,0.3077077512617655,0.0
35,46.43486160441451,152,0.07537342311615555,0.0,0.349207894359008,0.0,0.3603410255973543,0.0
36,46.84270620081854,155,0.07654261735536773,0.0,0.39642575167246275,0.0,0.401811552269176,0.0009109794930998287
37,47.144727369788065,157,0.07767136303248443,0.0,0.4293764260941551,0.0,0.429280743583344,0.012534429791177207
38,47.32827143395028,156,0.07874386311107126,0.0,0.4482775401796282,0.0005426749720672155,0.4427979958335981,0.03685725516717251
39,47.35897221659778,160,0.0797435276938298,0.0,0.4549085860575101,0.0020947838559499765,0.4447658629852962,0.07381620554621575
40,47.285224010048026,159,0.0806489822150589,0.0,0.45168091743455924,0.004169970104983176,0.4382928126202998,0.11813386731130653
41,47.08982085073688,159,0.08145006349543703,0.0,0.44099667671217485,0.006382839355312252,0.4256885396543987,0.1665994090418214
42,46.85712169771277,161,0.08213439855540648,0.0,0.42534006006702757,0.008440057805408659,0.40898509744323447,0.22275472425561157
43,46.567697781379785,162,0.08270666901818699,0.0,0.4063363549280239,0.010172564454700352,0.3896329023714538,0.28328013015590003
44,46.25917265030404,163,0.083167445450377,0.0,0.3855946704609052,0.011510185048265887,0.36904677648877915,0.3399415574762872
45,45.9556898031543,163,0.0835242957772713,0.000409113124340344,0.36398060175868013,0.012425627256784496,0.3482476118062148,0.38525926476071376
46,45.646327274442605,163,0.08378855803763562,0.004022825619977916,0.3422089835146758,0.0128915902678426,0.32798700032125855,0.41580659505079803
47,45.25506727400986,163,0.08396838859783004,0.011105016470510792,0.32087445653359764,0.012858587345335175,0.30868601918440863,0.43146792324484184
48,44.760716482711814,164,0.0840568748519239,0.02163495399070366,0.30050907639974994,0.012501613986856936,0.2905628321861846,0.4343896210019966
49,44.19804536258571,166,0.08404382170723995,0.03517794267332612,0.28145713068433614,0.012193389704970647,0.2736541662769867,0.42778712098123095
50,43.652097033697856,167,0.08392657304200078,0.052944468241577884,0.263831387092247,0.012377709742925246,0.2578709750216871,0.4149634509039072
51,43.23151988464372,168,0.08371868393161906,0.08087466592431276,0.24757618890877098,0.013495577605558518,0.24304944508757792,0.39864429826366155
52,43.016453824659,169,0.08345272551682786,0.1183603635955051,0.23255626230330692,0.015831900381037038,0.22900333678071672,0.3807458465278333
53,43.037960849661,169,0.08317303805726863,0.16171237523931245,0.218617970937642,0.01957595545789413,0.21555981752962006,0.3624712465998413
