step,total_activity,P_activity
1,3.578040760746409,0.0
2,6.982145064706682,0.0
3,11.35145864458985,0.0
4,16.08864272269593,0.0
5,20.522033781883344,0.0
6,24.2367329460394,0.0
7,27.11536883841798,0.0
8,29.260706436338765,0.0
9,30.76041306953154,0.0
10,31.791131341708816,0.0
11,32.4504817394231,0.0
12,32.86813266553251,0.0
13,33.0931392421769,0.0
14,33.17467393497742,0.0
15,33.192891244067376,0.0
16,33.16716566640751,0.0
17,33.06019762856912,0.0
18,32.81217955600115,0.0
19,32.58000315654196,0.0
20,32.63269226846903,0.0
21,32.852747197307515,0.0
22,33.12648485208331,0.0
23,33.864226450551584,0.0
24,34.84570459616528,0.0
25,36.18273999369409,0.0
26,37.541333295554864,0.0
27,38.60551343158904,0.0
28,39.478152903708754,0.0
29,40.05659558706871,0.0
30,40.26118876088016,0.0
31,40.20251446973316,0.0
32,39.88617963515361,0.0
33,39.307380163669286,0.0
34,38.42450069321984,0.0
35,37.36018242688195,0.0
36,36.19875142821475,0.0
37,34.90396917992388,0.0
38,33.56291246665728,0.0
39,32.20467229301022,0.0
40,30.967444493587603,0.0
41,29.929815327220133,0.0
42,29.176909582240853,0.0
43,28.75943853920127,0.0
44,28.563657832907253,0.0
45,28.589055955738147,0.0
46,28.78628828010078,0.0
47,29.141309141213195,0.0
48,29.590030218083253,0.0
49,30.088078496045043,0.0
50,30.577472128094477,0.0
51,31.032086972639753,0.0
52,31.47715311085009,0.0
53,31.87273297225933,0.0
54,32.25969016728676,0.0
55,32.71998130722024,0.0
56,33.15689159501349,0.0
57,33.59455195391985,0.0
58,33.99637807296709,0.0
59,34.30262058649141,0.0
60,34.41386259379034,0.0
61,34.70664296178701,0.0
62,35.149579236468284,0.0
63,35.58836734058869,0.0
64,36.15603416236256,0.0
65,36.71225734367392,0.0
66,37.23096563788931,0.0
67,37.4891223037558,0.0
68,37.55250999333593,0.0
69,37.472482397869086,0.0
70,37.033131312734255,0.0
71,36.52308436812377,0.0
72,35.80180532964406,0.0
73,35.10141549204832,0.0
74,34.38058529295953,0.0
75,33.87699356115158,0.0
76,33.422175927658095,0.0
77,33.07954340292218,0.0
78,32.75813579036783,0.0
79,32.43978326735795,0.0
80,32.080697726415366,0.0
81,31.606001061038363,0.0
82,31.094810722860984,0.0
83,30.565253673088456,0.0
84,30.07566693511867,0.0
85,29.649935235321543,0.0
86,29.468340405688032,0.0
87,29.470731504475975,0.0
88,29.61982638375983,0.0
89,29.99173775678097,0.0
90,30.447434114227054,0.0
91,30.883087831411416,0.0
92,31.301270838732357,0.0
93,31.662338270212853,0.0
94,31.930764965267812,0.0
95,32.1402968235375,0.0
96,32.35812495769125,0.0
97,32.597359567449786,0.0
98,32.88898530348143,0.0
99,33.175314212171834,0.0
100,33.61225018569661,0.0
101,34.1382741875718,0.0
102,34.69463164866828,0.0
103,35.281835989602115,0.0
104,35.76810788976795,0.0
105,36.329601512104205,0.0
106,37.03980742804737,0.0
107,37.80264195948185,0.0
108,38.92700670338179,0.0
109,39.86909175508235,0.0
110,40.63652562612238,0.0
111,41.25925726527741,0.0
112,41.66036483045025,0.0
113,41.73569931397214,0.0
114,41.45251311083538,0.0
115,40.88627309792029,0.0
116,40.08463486696324,0.0
117,39.10376937871678,0.0
118,38.09739398537814,0.0
119,37.144067946657465,0.0
120,36.22616274465905,0.0
