step,total_activity,P_activity
1,3.5397814045149745,0.0
2,6.9409230757479,0.0
3,11.4192841114122,0.0
4,16.77883884280741,0.0
5,22.272471393122792,0.0
6,27.531930703569127,0.0
7,32.27374925792675,0.0
8,36.26139323595193,0.0
9,39.39893829316357,0.0
10,41.74636555758087,0.0
11,43.42849051474771,0.0
12,44.62819979324684,0.0
13,45.55147583729038,0.0
14,46.28307703948798,0.0
15,46.89429180257195,0.0
16,47.40901933106769,0.0
17,47.796600565091225,0.0
18,48.01560758036267,0.0
19,47.931124411342395,0.0
20,47.60310832297478,0.0
21,47.4243564273753,0.0
22,47.17377357624345,0.0
23,47.08650272966544,0.0
24,46.875788347270806,0.0
25,46.70960836422442,0.0
26,46.297538426670606,0.0
27,45.58483374893373,0.0
28,44.572304388213624,0.0
29,43.30087314391325,0.0
30,42.0431080080929,0.0
31,40.81052234992832,0.0
32,39.59471095024458,0.0
33,38.48985621901555,0.0
34,37.45920861603557,0.0012171672693544128
35,36.58750032716991,0.005640480282857034
36,35.847867962692135,0.01238662952619812
37,35.32117714675826,0.020858207401339385
38,34.947946178033966,0.03113364911925527
39,34.843871617234036,0.04712781998114593
40,35.029338798941275,0.07497043275837414
41,35.57560016186264,0.12018078026585859
42,36.560404337290116,0.19375493783684902
43,38.002957691909366,0.29571020694447414
44,39.92979443531626,0.409578901451305
45,42.07540086276853,0.5059607621711714
46,44.11137033207643,0.561010783097523
47,45.9148258357723,0.5742169405887884
48,47.21046292172797,0.5604433457184828
49,48.10985140000811,0.5349835695739477
50,48.980046248151666,0.5068592549597116
51,49.95215784497887,0.47990643703298447
52,50.98244616018134,0.45546993860588353
53,52.13085192420259,0.4338444684925028
54,53.31607621137391,0.41493406186977233
55,54.53755887285734,0.3985699727346005
56,55.676025780405105,0.3844797518975314
57,56.642250993561966,0.37250025698266676
58,57.366955019139155,0.36250498269605863
59,57.846979567254756,0.35435447680194676
60,58.148812148377566,0.34798662498537447
61,58.326356361702935,0.34329925957402024
62,58.39312809844114,0.3401753058606633
63,58.29584524384662,0.33846031620695355
64,58.239505654418394,0.3380148396662188
65,58.222613585135775,0.3385634431443015
66,58.24322223190624,0.33982896883413555
67,58.32807099849954,0.3415440140092716
68,58.5278653840873,0.3434926647295834
69,58.76902109604395,0.34547959520048965
70,58.92484091140381,0.3474300076249358
71,58.96480363984649,0.34939640154191853
72,58.88562120335237,0.35144754928901967
73,58.668651249664435,0.35361314698971
74,58.343034433041154,0.35585692387767615
75,58.06170138245078,0.35818626719832636
76,57.73147978159801,0.36059053166683774
77,57.37224470750384,0.3630564597828878
78,57.11765814583982,0.36557821827727005
79,57.0084166694823,0.3678956495202143
80,56.966955062966164,0.36982097901294597
81,57.035693002590506,0.37128338851904624
82,57.20794597240997,0.372171091542775
83,57.50334291848948,0.3723739192366655
84,57.69458852669981,0.3717876233697648
85,57.80651669803429,0.3704703566670676
86,57.82606571531984,0.3684316942843559
87,58.004556394603405,0.3657969400353301
88,58.18552427028016,0.36245655738063737
89,58.2611450325893,0.35838259765344427
90,58.28595210653245,0.35363026761031263
91,58.274157032797575,0.3482640194139053
92,58.099776034681085,0.3424791935645104
93,57.777351664527814,0.3365783580948019
94,57.48886728770995,0.33086478547145165
95,57.23849944837168,0.32558588160795543
96,56.84590663455585,0.3210014298207635
97,56.44598098097322,0.31745236052585046
98,56.226886936970615,0.31510384198463476
99,55.99805717254888,0.31406252376052696
100,55.776115931294385,0.3144994070049024
101,55.60614704699871,0.31652389062761793
102,55.32367058579515,0.32012332933234167
103,54.97051299946162,0.32525139401605485
104,54.564152758471074,0.33158762947960696
105,54.182709406320996,0.338814979483848
106,54.09109032805065,0.34648209774569716
107,54.088516322585306,0.35407942457676433
108,54.1925837374311,0.3612439438428726
109,54.57849938882451,0.36755600622807305
110,55.05795577235905,0.3727372324353515
111,55.63841983434679,0.37670852154632983
112,56.28997861666569,0.3794546025894979
113,56.929933726949166,0.38109896466440507
114,57.64868832615103,0.3817368892213887
115,58.23067753984937,0.38144051715864286
116,58.6958620263061,0.38038916689436614
117,59.00663824322501,0.37864728518330787
118,59.35732877215734,0.37628205331479153
119,59.659451922883065,0.3731910709744165
120,59.81113046132294,0.3692121726701136
