step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue,region_A_activity,region_F_activity,region_P_activity,region_Q_activity,region_R_activity
1,2.5501055804103863,15,0.0625,0.11694188423554636,0.10513674546546062,0.27218142845572896,0.9158335494442958,0.00032475952641916454,0.0,0.45227172309548164,0.0,0.20005343970521117,0.014075385867950844
2,4.112147551528603,17,0.07083333333333333,0.07221437134132559,0.10371296711989435,0.27384524454213655,0.8983904691696397,0.0007704283701041955,0.0,0.42769086572211196,0.0,0.29134722909320027,0.033473441547984255
3,6.109905066685535,28,0.11666666666666667,0.05305795205704352,0.1018293453947466,0.27437032090805463,0.8792546084291157,0.001464413199005389,0.0,0.4617810904725052,0.0,0.3646828900850466,0.056279425306905446
4,8.489620188079869,31,0.12916666666666668,0.041864083145713715,0.09850518697467936,0.276045554866177,0.8600319606080085,0.002463579079108388,0.0,0.5039152091015745,0.0,0.4258972757095499,0.08945337717246381
5,11.106939892495872,40,0.16666666666666666,0.03424402244355373,0.09618069493927225,0.27630883443066245,0.8395001253594416,0.003809024956462524,0.0,0.5238161960411456,0.0,0.47012683757837503,0.13368967468599063
6,13.814664817169442,46,0.19166666666666668,0.028555850054249314,0.09288357222300593,0.27357054493797806,0.8177279126504408,0.005510673690659248,0.0,0.5199665315366485,0.0,0.49270496268629604,0.1886434624602342
7,16.48227663440995,51,0.2125,0.024251280749469157,0.08824824558082507,0.26830364546432206,0.7947626797173253,0.007549855974812594,0.0,0.49817465648444953,0.0,0.4939282140271527,0.24898560662761104
8,19.094083508444875,62,0.25833333333333336,0.020854331250112428,0.08389752267093196,0.26035555185078724,0.7700667411696337,0.0098852972462832,0.0,0.46447397038901767,0.0,0.4786698025336,0.30862970785441934
9,21.670284262255144,67,0.2791666666666667,0.01812464252657462,0.08000091430356171,0.2497760979069812,0.7432474919298134,0.012476908179488292,0.0,0.4240052891847575,0.0,0.45241874651871383,0.36071502306027936
10,24.218915637449854,75,0.3125,0.015946987752114478,0.07596242534986812,0.23610448328935543,0.7146566984008164,0.015292395660712305,0.0,0.38053685524547215,0.0,0.41948561106465454,0.39966285655093536
11,26.762405909067866,84,0.35,0.014184388247501074,0.07251319313525069,0.2209466855944414,0.6837273910862367,0.018304202776662924,0.0,0.3363844409253533,0.0,0.38275902438474196,0.4230545261932432
12,29.307173274623903,91,0.37916666666666665,0.012747360199106229,0.06945027498042199,0.20410372294354542,0.6506274511769186,0.02149173360694685,0.0008115468838086579,0.29272683519738507,0.0,0.34410829200019155,0.43206090704859645
13,31.801418454573287,100,0.4166666666666667,0.011607730397847805,0.06622468918789731,0.1869100838752698,0.6157880478416021,0.024837655235244154,0.01024849664770164,0.24983861534611648,0.0,0.3046900100336476,0.4293738987856924
14,34.20179712081061,107,0.44583333333333336,0.010704883611717725,0.06307592752545076,0.17096871548604184,0.5787212063769382,0.02831665567195223,0.02832415835974239,0.20734470862695462,0.0,0.26502095870469505,0.4175503024506614
15,36.43043200636893,116,0.48333333333333334,0.009991292794038476,0.06055093451284806,0.1565892437048073,0.5399213742674528,0.03189782706490899,0.05370507918722556,0.16425645741711162,0.0,0.22494415440628612,0.398563435009892
16,38.42906400666529,123,0.5125,0.009423123461016397,0.05763298663384325,0.1450007262971,0.4988136063867826,0.03553875035961227,0.09128097587473495,0.11883535789879368,0.0,0.18355617531747137,0.3742552062286057
17,40.17598243299541,131,0.5458333333333333,0.00896266852691914,0.05413331773605436,0.13389671730788183,0.4552857839698113,0.039190324824900785,0.13593407826470943,0.06807817107522085,0.0,0.13900767223887495,0.3464800757580174
18,41.61393361745358,136,0.5666666666666667,0.008620082102038303,0.04987703162093183,0.12252637310689696,0.40971068647261755,0.042804289048597344,0.18144788640616882,0.01658938425244798,0.0,0.08788735106647694,0.3164411310627013
19,42.81930992841849,141,0.5875,0.008363517380919193,0.04526598843150074,0.11075970426575159,0.3632026761323734,0.04632647269701016,0.22168647188861057,0.0,0.0,0.043344153418599214,0.2845783326465884
20,43.808478952077095,139,0.5791666666666667,0.008165217826711712,0.04072203486649154,0.09855309268479773,0.3190498076583442,0.04972244603888762,0.2542671970984858,0.0,0.0,0.021653210795119917,0.2506120753036486
21,44.637317961388575,148,0.6166666666666667,0.00797182957117576,0.036512727334940855,0.08611389144934903,0.27417253813475934,0.0529642912385133,0.2881184665851833,0.0,0.0,0.007235260508805618,0.21358954389374524
22,45.22465137399277,150,0.625,0.0078062856999406086,0.03159358669515255,0.07228125160613762,0.22766769450144236,0.05603735923242233,0.32094043319157045,0.0,0.0,0.0,0.1727235390440786
23,45.6680822114004,150,0.625,0.007656972826430667,0.02675482238867241,0.05908295311273455,0.18173529191574786,0.05891324544180374,0.34992280538056236,0.0,0.0,0.0,0.14056093965235528
24,46.03485561616204,153,0.6375,0.007514050226465917,0.022064719371940742,0.045801867983925666,0.13591884213006436,0.06158468631226095,0.3722498494440307,0.0,0.0,0.0,0.10808048390543207
25,46.297104759630514,158,0.6583333333333333,0.0073925286079540835,0.01802827980938334,0.03244629720638348,0.08825380991336061,0.06405775310906524,0.38613999304663293,0.0,0.0,0.0,0.07156775034326823
26,46.476911985904266,160,0.6666666666666666,0.007294300761836331,0.013477051904975536,0.017371847751186352,0.04080478700713164,0.06633268494058943,0.3912692171494918,0.0,0.0,0.0,0.0426118529742817
27,46.497686094456384,159,0.6625,0.007249270249617837,0.007425061928997691,0.0025579140285000605,-0.007723979346133585,0.06841383744388754,0.38952080425220476,0.0,0.0,0.0,0.01492072826739786
28,46.34643311016422,158,0.6583333333333333,0.007261912993239043,0.0017054179658638948,-0.0126365553752351,-0.056552454976618365,0.07029076984220935,0.38279916978763734,0.0,0.009594498144403406,0.0,0.00011643835302021502
29,46.14466155643858,159,0.6625,0.007285008225962719,-0.004386671599941822,-0.028699552837763834,-0.10407939603501129,0.07195164906614421,0.3725222258638161,0.0,0.04341058748836378,0.0,0.0
30,45.815552117117306,159,0.6625,0.007328984434228632,-0.010443701163302482,-0.04473800715577121,-0.15105066138291534,0.07340860820136204,0.3593589858004174,0.0,0.09458474821557279,0.0,0.0
31,45.17830205425656,155,0.6458333333333334,0.00744954771285314,-0.01717984545911805,-0.05819860316488988,-0.19829889200903014,0.07465816340318532,0.34365854414731367,0.0,0.1513370809959425,0.0,0.0
32,44.38990173930026,153,0.6375,0.007599437103405854,-0.02477486495666417,-0.07136710893952634,-0.24313199897581295,0.07566327869803989,0.32537537672348166,0.0,0.2053678521908363,0.0,0.0
33,43.52910471149397,153,0.6375,0.00773743688276466,-0.032331444138341076,-0.08597568090735902,-0.28628099027478454,0.07642005740435472,0.30430740422508545,0.0,0.2550145959826789,0.0,0.0
34,42.540014918745214,148,0.6166666666666667,0.007888560675102341,-0.03868108017998672,-0.1003632191049982,-0.3282360849372366,0.07693975879732437,0.2800426402218803,0.0,0.2989228564630937,0.0,0.0
35,41.34290040494457,141,0.5875,0.008110982049172055,-0.045581512878981614,-0.11267600447903503,-0.3691801132139102,0.07722203571485665,0.25166961378181807,0.0,0.33569873676804896,0.0,0.0
36,40.124083067675365,137,0.5708333333333333,0.00834068654315185,-0.05177063794798076,-0.12398981107962631,-0.4062339803386881,0.0772516259692981,0.2186592990650664,0.0,0.36300798233249887,0.0,0.0
37,38.86000264472776,136,0.5666666666666667,0.008564119312954942,-0.05626412331702829,-0.1349977036168925,-0.4407859795838284,0.07704972894755742,0.1882804439055424,0.0,0.3793303885126553,0.0,0.0
38,37.433603722980685,131,0.5458333333333333,0.008836515024983284,-0.060213370939764636,-0.14489859994883772,-0.47457306635898705,0.07663100654868812,0.17035885492531577,0.0,0.385683036805976,0.0,0.0
