step,total_activity,active_count,active_fraction,pattern_concentration,center_x,center_y,center_z,mean_fatigue,region_A_activity,region_F_activity,region_P_activity,region_Q_activity,region_R_activity
1,4.4126533991329415,18,0.075,0.08137897442738926,0.44495073782346434,-0.029973176553751125,-0.8399359624474675,0.000375,0.0,0.0,0.527483336719197,0.0,0.0
2,8.656158107635438,29,0.12083333333333333,0.05050015794003433,0.43623215495208023,-0.02678249786458031,-0.8139585944096787,0.0011648725123374268,0.0,0.0,0.6118149271289878,0.0,0.0
3,13.99305710892897,41,0.17083333333333334,0.03427734719804495,0.4208907885762023,-0.025457079798020567,-0.7828910185236366,0.002671414906285328,0.0,0.0,0.6474554554512778,0.0,0.0
4,20.00852297381993,56,0.23333333333333334,0.02480672012682077,0.4060899732096525,-0.024904255997349377,-0.7429595793872958,0.005027971623580977,0.0,0.0,0.6274373640827382,0.0,0.0
5,26.21395705614838,64,0.26666666666666666,0.019007727180825797,0.3845936761240319,-0.030834487570207868,-0.6990033342685991,0.008276772518814117,0.0,0.0,0.5676333588563245,0.0,0.0
6,32.356935631907895,79,0.32916666666666666,0.015286562696409484,0.36144914459304495,-0.041822427164400905,-0.6488579987511186,0.012364212214960526,0.0,0.0,0.49248136273004417,0.0,0.0
7,37.83133213646053,89,0.37083333333333335,0.012967960649445522,0.33164388992621374,-0.05818027745722772,-0.6006511526260396,0.017194716424447205,0.0,0.0,0.41751990032209596,0.0,0.0
8,42.036314050717884,99,0.4125,0.011562858388623505,0.29865806902812086,-0.08010724006953023,-0.5566166857594999,0.022568619557588834,0.0,0.0,0.34984188884041334,0.0,0.0
9,44.82271185581435,105,0.4375,0.010642358849181525,0.26333033954733076,-0.10402726170209056,-0.5175623882514195,0.028193566486339548,0.0,0.0,0.29030342421388555,0.0,0.0
10,46.16754101856152,113,0.4708333333333333,0.010056910877694756,0.22871201559679588,-0.12561215285293661,-0.4837070481238534,0.03377846831067079,0.005618196572045299,0.0,0.2366457186266989,0.0,0.0
11,46.35269207535592,120,0.5,0.009642103347681896,0.19403844897713052,-0.14161139424889954,-0.4544017269012662,0.039057035420583995,0.02242965975225458,0.0,0.18545551908466362,0.0,0.0
12,45.60192471306905,124,0.5166666666666667,0.009369774478708607,0.1598374282934437,-0.15141175666587423,-0.4282851863081712,0.043842461642654824,0.04535715274748069,0.0,0.13209388682631346,0.0,0.0
13,44.14695147238878,128,0.5333333333333333,0.009245253654068726,0.1246557428229511,-0.15547504854531136,-0.4025120510829607,0.04800857636208979,0.06801132557011492,0.0,0.06927183961439311,0.0,0.0
14,42.05470752784399,128,0.5333333333333333,0.009336776640666587,0.08661264118862605,-0.1549339580398434,-0.37406701933737135,0.05148527212695372,0.08785270590648107,0.0,0.001041458253635699,0.0,0.0
15,39.845080756752566,124,0.5166666666666667,0.009519938031709044,0.04841893752226735,-0.14890878043207278,-0.3459879887405696,0.05422200257572909,0.11151660174802878,0.0,0.0,0.0,0.0
16,37.72323455509611,123,0.5125,0.009703106592011089,0.012184512516020889,-0.13964289147327408,-0.32005557863124173,0.05627075496004729,0.13801419196968928,0.0,0.0,0.0,0.0
17,35.336726403430646,115,0.4791666666666667,0.010078226542174211,-0.025159243149372946,-0.12726690604557317,-0.2925022736448828,0.05771678594312308,0.16571846540452276,0.0,0.0,0.0,0.0
18,33.10246693533655,116,0.48333333333333334,0.010426649999055853,-0.05849749523884678,-0.1126347131568001,-0.2660831874393237,0.05857074354945401,0.19264332617791394,0.0,0.0,0.0,0.0
19,30.70369321701788,111,0.4625,0.010940659934321246,-0.09249108880761292,-0.0949300963644859,-0.237659832024629,0.05892038174488422,0.21677725903346054,0.0,0.0,0.0,0.0
20,28.37369156443788,103,0.42916666666666664,0.011528192524754656,-0.1292916218325642,-0.0731086236862898,-0.21105291615567462,0.058785286048586655,0.23693408674068503,0.0,0.0,0.0,0.0
21,26.371569496108535,101,0.42083333333333334,0.011963778860940725,-0.1609463994985251,-0.05176707601691622,-0.18557864105259436,0.05822682461206009,0.25399912040399425,0.0,0.0,0.0,0.0
22,24.430467233487185,100,0.4166666666666667,0.012496577609723544,-0.19236603239288488,-0.024739865301032497,-0.15651143058249858,0.05734881143137443,0.2737105143470709,0.0,0.0,0.0,0.0
23,22.800965898387304,99,0.4125,0.01302117100226952,-0.22227512255817525,0.0034168739713439722,-0.12407533298953252,0.05619464289451583,0.2962026838904463,0.0,0.0,0.0,0.0
24,21.714199760638103,94,0.39166666666666666,0.01335173921772562,-0.2429383093827535,0.04320726595046411,-0.09052052246609761,0.05485035971101187,0.3205047005941207,0.0,0.0,0.0,0.0
25,21.317208292776677,95,0.3958333333333333,0.013357787231369869,-0.2444100964359516,0.08105831853847312,-0.053481453196935334,0.05343673619503034,0.34391826938511677,0.0,0.0,0.0,0.0
26,21.445847816400885,95,0.3958333333333333,0.013337465531393948,-0.23475051413213038,0.11912304296197011,-0.012012846757659408,0.052090039130422934,0.36461445501736595,0.0,0.0,0.0,0.0
27,22.252457811737962,96,0.4,0.013178712558352934,-0.21007325398310336,0.14908367753334023,0.03325109188853129,0.050902131682955806,0.3816710523521787,0.0,0.0,0.0,0.0
28,23.81922879021398,93,0.3875,0.012771685691729777,-0.17677875039687033,0.16542725074231968,0.0774820335770282,0.049984254354361095,0.3943843040431309,0.0,0.0,0.0,0.0
29,26.06814059467696,94,0.39166666666666666,0.012190493588996036,-0.14200303681771212,0.17039183532208177,0.11865174647518162,0.0494519343170901,0.40265899929374355,0.0,0.0,0.0011368998957902849,0.002878993178386402
30,28.801749457733365,103,0.42916666666666664,0.011535716894836462,-0.11139521299045022,0.16543120365475583,0.1558429134535149,0.04939451724688303,0.406731417097758,0.0,0.0,0.007485203559776205,0.0128130977697553
31,31.638560420170638,106,0.44166666666666665,0.010984304514426509,-0.08819546011572274,0.15933819044023553,0.18801262849953423,0.04985539354551973,0.4070603901296747,0.0,0.0,0.018448805518078086,0.029321173770673916
32,34.2912922674673,108,0.45,0.010561534307391537,-0.0723684791853355,0.15271255427314143,0.21535278609090516,0.050802084269749755,0.40393128296169717,0.0,0.0,0.03206319080853684,0.04979241881671142
33,36.605716087615846,111,0.4625,0.01020145865559378,-0.06336030846587197,0.14650619637188728,0.2394728393816132,0.052151493142924894,0.3975914397715749,0.0,0.0,0.047131870327340744,0.07946811744551115
34,38.500844093317355,119,0.49583333333333335,0.009857383396805338,-0.05969445926867692,0.14192893350231248,0.2616665559076751,0.05379991559506037,0.38820628737260193,0.0,0.0,0.06499123063277917,0.11895902226224844
35,39.9531489540704,121,0.5041666666666667,0.009537349981563496,-0.05979166735652966,0.13990847384917704,0.2826239632904001,0.05563883230305135,0.3760690005860521,0.0,0.0,0.08453699946096244,0.16401396870568102
36,40.953376951185874,123,0.5125,0.00928723788018096,-0.06177980102683614,0.14076538499144,0.30252160185804855,0.05756616450163442,0.36159982669405627,0.0034840169928845102,0.0,0.10769338378328634,0.20847013141032816
37,41.73598540389237,125,0.5208333333333334,0.009038028489022909,-0.06566862746472013,0.1448312791783884,0.3232011949687127,0.059488306229818315,0.3453795135124868,0.018797561328867122,0.0,0.14023751010290048,0.24588160964049827
