activity
4.123717418054521078e-01
4.004284501638615268e-01
4.199817291852300238e-01
4.211775404194876837e-01
3.887636336084628885e-01
4.070809605772658379e-01
4.138983947223042748e-01
2.522302740512601393e-01
3.741638454855578111e-01
4.011948002131789370e-01
3.420842541081789423e-01
3.892018881719453982e-01
2.666882278322939004e-01
3.996811578550719113e-01
3.775225207019521356e-01
1.496221284684125796e-01
3.739767102252354869e-01
3.284283369436705735e-01
1.747930112664134727e-01
3.663076149490983591e-01
5.811146156502448173e-02
3.634565868123508792e-01
4.135946435878051775e-01
0.000000000000000000e+00
3.197699781411381670e-01
7.462190721202130450e-02
2.359724843109355652e-01
3.820537560621951045e-01
0.000000000000000000e+00
3.474045545940370183e-01
4.071499504440975192e-01
1.256720760983992633e-03
3.419733309708745672e-01
3.279042166614733189e-02
2.866699204592685901e-01
4.091371701861726828e-01
0.000000000000000000e+00
3.204538630590355597e-01
2.314112053662094604e-01
3.230809355969008895e-03
3.286159136652208601e-01
0.000000000000000000e+00
2.952562292859647330e-01
3.767820970569920047e-01
0.000000000000000000e+00
2.747893993120979483e-01
1.288107630196020943e-03
1.431251593130445920e-01
3.605652384982334091e-01
0.000000000000000000e+00
2.689448996711764073e-01
2.430383960272278487e-01
0.000000000000000000e+00
2.658402489366393784e-01
0.000000000000000000e+00
2.475347054457505414e-01
3.771870257071321397e-01
0.000000000000000000e+00
2.071769735898602305e-01
2.938082294327435881e-02
0.000000000000000000e+00
2.996348466947485467e-01
0.000000000000000000e+00
2.561791270939342002e-01
3.008219679540904967e-01
0.000000000000000000e+00
1.656315979447615105e-01
0.000000000000000000e+00
5.349500676780103575e-02
3.479643510834458664e-01
0.000000000000000000e+00
1.553292880682293764e-01
9.641012711259215606e-02
0.000000000000000000e+00
1.434529506961590428e-01
0.000000000000000000e+00
2.096403331839003792e-01
2.979261374835540099e-01
0.000000000000000000e+00
4.058000514734515923e-02
0.000000000000000000e+00
0.000000000000000000e+00
2.467690280401284575e-01
0.000000000000000000e+00
1.222867721846908895e-01
1.085458459175246970e-01
0.000000000000000000e+00
1.741969493273335876e-02
0.000000000000000000e+00
5.684531229793808160e-04
2.741985474793107724e-01
0.000000000000000000e+00
5.758200850224905014e-03
0.000000000000000000e+00
0.000000000000000000e+00
1.357464866067750742e-02
0.000000000000000000e+00
1.218686650383547232e-01
1.128589415995973066e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.018536247869652522e-01
0.000000000000000000e+00
8.583764499361304715e-03
5.202197728750562918e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.209506686207781484e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.915701320412837444e-03
0.000000000000000000e+00
5.710545170797613757e-02
3.514833555119732059e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.005156772900339668e-01
0.000000000000000000e+00
1.564968328707518411e-02
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.881468782444523195e-03
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.911029133402413621e-02
0.000000000000000000e+00
1.112659542041868621e-01
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
8.836651604792321747e-04
0.000000000000000000e+00
7.856113952213658602e-02
0.000000000000000000e+00
0.000000000000000000e+00
1.315081588167884077e-02
0.000000000000000000e+00
7.957622050576375339e-02
0.000000000000000000e+00
0.000000000000000000e+00
3.982667192835045306e-02
0.000000000000000000e+00
0.000000000000000000e+00
3.828498470724248787e-02
0.000000000000000000e+00
2.424730499337644785e-01
0.000000000000000000e+00
0.000000000000000000e+00
4.247405686358557420e-02
0.000000000000000000e+00
2.716746603681864311e-02
6.754166947914137624e-03
0.000000000000000000e+00
2.118390936396442048e-01
0.000000000000000000e+00
0.000000000000000000e+00
8.070451705225527295e-02
0.000000000000000000e+00
3.006367696283370194e-01
