brain,checkpoint,mode,cue,mean_lifetime,mean_total_activity,A_peak_activity,A_cumulative_activity,A_peak_step,A_final_activity,F_peak_activity,F_cumulative_activity,F_peak_step,F_final_activity,P_peak_activity,P_cumulative_activity,P_peak_step,P_final_activity,Q_peak_activity,Q_cumulative_activity,Q_peak_step,Q_final_activity,R_peak_activity,R_cumulative_activity,R_peak_step,R_final_activity,trial_similarity,A_peak_selectivity,A_cumulative_selectivity,A_final_selectivity,similarity_to_A_experience,similarity_to_F_experience,experience_preference,context_selectivity,context_pattern_separation
1,200,disconnected,P_weak_F,120.0,51.38339856457658,0.4021402368293915,23.5008042767638,22.0,0.0670069368593869,0.5496876955550433,6.619746110324462,7.0,0.17075689633690225,0.496727551345587,23.826996595996167,5.0,0.11329503742029252,0.5442085580243535,7.7750384278512685,7.0,0.3390017267664214,0.5148183875493797,6.506242265172574,11.0,0.013827340915199932,1.0000000000000002,-0.14754745872565178,16.881058166439338,-0.10374995947751535,0.0,0.0,0.0,0.0,0.0
1,200,disconnected,A,120.0,18.267849056380953,0.5493302363872626,27.9319269488344,5.0,0.2010846371921567,0.45411987396058884,8.617272697907357,70.0,0.0,0.4037058714244308,20.240010586619988,21.0,0.17688657460442375,0.39991683420748986,9.711345337472405,69.0,0.0,0.47467049573189185,7.875669713076794,72.0,0.0,1.0,0.0952103624266738,19.314654250927042,0.2010846371921567,0.0,0.0,0.0,0.0,0.0
1,200,disconnected,F,120.0,55.30937727659616,0.40729544354248387,23.683628136698548,20.0,0.30655882401978135,0.5976072083682807,7.399455473086157,4.0,0.38504942499199596,0.37028241757078495,18.952857024075943,30.0,0.0,0.5842676233101276,9.046258562255884,5.0,0.40633095164189237,0.5275144138508313,6.30577210962881,9.0,0.10127686858187834,0.9999999999999998,-0.19031176482579687,16.28417266361239,-0.07849060097221461,0.0,0.0,0.0,0.0,0.0
1,200,shared,P,120.0,47.07590602721516,0.4989318705378148,20.3264034969377,16.0,0.23815110725977648,0.5012227148652829,27.542025011720142,38.0,0.29915637936879597,0.6328519067008277,5.494506780060182,4.0,0.002922085470086772,0.502205040884632,29.029684816538698,37.0,0.2168420721291661,0.45495324017530575,28.58225803436673,40.0,0.29059615273642,1.0000000000000002,-0.0022908443274681223,-7.215621514782441,-0.06100527210901949,0.5794404414843981,0.6273750174405281,-0.04793457595613004,0.06490130352178786,0.2156328024262789
1,200,shared,P_weak_A,120.0,39.35471089150613,0.46788922668246424,22.581454510193748,8.0,0.2599159767456359,0.5016917708804908,28.611155232045228,34.0,0.25657393041927395,0.6321443362385067,5.484972425042516,4.0,0.0,0.5024890212259032,30.051707496630307,33.0,0.2684127178714809,0.5194105631191318,28.230876424183567,38.0,0.2419642634533275,0.9999999999999998,-0.03380254419802653,-6.02970072185148,0.003342046326361925,0.4806905715254816,0.544639032722933,-0.0639484611974514,0.06490130352178786,0.2156328024262789
1,200,shared,P_weak_F,120.0,37.703741832915256,0.45171295208431844,17.289382502017887,17.0,0.1948315569024639,0.5504167998041328,30.55560915033891,7.0,0.23036960385299116,0.6317531057628112,5.362933683324945,4.0,0.0,0.5420214889281425,30.92682564842649,8.0,0.2730977772034003,0.5270423779706149,27.062122330517656,55.0,0.145261300375664,0.9999999999999998,-0.09870384771981439,-13.266226648321023,-0.03553804695052726,0.2801306720292124,0.37116162721661794,-0.09103095518740556,0.06490130352178786,0.2156328024262789
1,200,shared,A,120.0,19.797879885892414,0.5680558712491938,25.956638822437633,5.0,0.0,0.5093120611334959,18.033408414014353,120.0,0.5093120611334959,0.44296546335320597,14.509069207658944,53.0,0.0,0.5217838161537792,19.052559133060477,119.0,0.5113652744866978,0.5034254723848612,15.93883921400917,32.0,0.28921808732189125,1.0,0.05874381011569785,7.923230408423279,-0.5093120611334959,0.006313011986932435,0.3469237202631314,-0.34061070827619894,0.06490130352178786,0.2156328024262789
1,200,shared,F,120.0,63.03548927567319,0.4573812589430034,23.68248481743884,77.0,0.13692428605373708,0.5933806014840087,19.370845285122364,4.0,0.4328473610439446,0.47859680021617423,5.967746214891814,113.0,0.31766828634202093,0.5797520221104441,20.077982962796995,5.0,0.40139768350232286,0.5363224079761757,17.524016378254895,9.0,0.20453161658617053,0.9999999999999998,-0.13599934254100532,4.311639532316477,-0.29592307499020754,0.713096220715274,0.7508635176576548,-0.03776729694238079,0.06490130352178786,0.2156328024262789
1,300,untrained,P,120.0,15.586024379617362,0.412399806938581,13.927179264935784,25.0,0.0,0.37647766137393934,14.64522596324195,40.0,0.0,0.5306626417824976,12.639694028336965,5.0,0.31738523665502616,0.3935729483716024,14.280287753777657,36.0,0.0,0.403789379917897,15.274650166408147,39.0,0.0,0.9999999999999998,0.03592214556464168,-0.718046698306166,0.0,0.0,0.0,0.0,0.0,0.0
1,300,untrained,P_weak_A,120.0,35.72749249931316,0.49363340921369947,14.816682005262816,10.0,0.3052803709438447,0.43346211366991555,21.086287054442412,102.0,0.0,0.5296662885671058,15.1752931253076,5.0,0.009042359380940798,0.42105246371878813,21.147553540708078,101.0,0.0,0.42947433372037735,18.98060918373879,40.0,0.056028565344697925,1.0,0.06017129554378392,-6.269605049179596,0.3052803709438447,0.0,0.0,0.0,0.0,0.0
