brain,repetition,cue,experience_strength_sum,experience_strength_mean
1,264,F,341.66834537743455,1.4236181057393107
1,264,A,287.4142077426213,1.1975591989275887
1,265,A,288.24219839469674,1.2010091599779031
1,265,F,340.9140811753199,1.4204753382304995
1,266,F,342.0823086357075,1.425342952648781
1,266,A,287.62504187931313,1.1984376744971381
1,267,A,288.45190587395274,1.2018829411414698
1,267,F,341.32376304247435,1.4221823460103098
1,268,F,342.4886529505478,1.427036053960616
1,268,A,287.8339961141874,1.1993083171424475
1,269,A,288.6588611613754,1.2027452548390642
1,269,F,341.7249011009558,1.4238537545873158
1,270,F,342.88428715387045,1.4286845298077935
1,270,A,288.03660104407714,1.2001525043503214
1,271,A,288.85854869787397,1.2035772862411416
1,271,F,342.11570551907243,1.4254821063294685
1,272,F,343.2707592319807,1.430294830133253
1,272,A,288.2365033705757,1.200985430710732
1,273,A,289.0574931987177,1.2044062216613236
1,273,F,342.5003061712534,1.4270846090468892
1,274,F,343.65184821567266,1.4318827008986361
1,274,A,288.4311015373811,1.2017962564057545
1,275,A,289.25498620848134,1.2052291092020055
1,275,F,342.878599537126,1.4286608314046916
1,276,F,344.02275890719704,1.433428162113321
1,276,A,288.6236967827389,1.2025987365947453
1,277,A,289.4469125592471,1.2060288023301962
1,277,F,343.24757423092643,1.4301982259621935
1,278,F,344.3871644705455,1.434946518627273
1,278,A,288.8234990615683,1.203431246089868
1,279,A,289.64612542664617,1.206858855944359
1,279,F,343.6100902256521,1.4317087092735503
1,280,F,344.7463361498159,1.4364430672908994
1,280,A,289.0201125756092,1.2042504690650382
1,281,A,289.84352644780193,1.2076813601991747
1,281,F,343.97325761181844,1.4332219067159102
1,282,F,345.1082805998714,1.4379511691661309
1,282,A,289.22182962898023,1.2050909567874177
1,283,A,290.0463339624929,1.208526391510387
1,283,F,344.3349214878423,1.4347288395326763
1,284,F,345.4650672649051,1.439437780270438
1,284,A,289.42416421326135,1.2059340175552555
1,285,A,290.24743296261886,1.2093643040109119
1,285,F,344.68815556319834,1.4362006481799932
1,286,F,345.8151555198524,1.4408964813327183
1,286,A,289.6204188235827,1.2067517450982614
1,287,A,290.4417322343282,1.2101738843097007
1,287,F,345.0406448570144,1.4376693535708933
1,288,F,346.16356107328323,1.44234817113868
1,288,A,289.8146190680908,1.2075609127837117
1,289,A,290.63451747641875,1.2109771561517448
1,289,F,345.3858482664854,1.439107701110356
1,290,F,346.5048550529324,1.4437702293872183
1,290,A,290.01105125336164,1.2083793802223401
1,291,A,290.8287689758165,1.2117865373992354
1,291,F,345.7210606887581,1.440504419536492
1,292,F,346.83665992572764,1.4451527496905319
1,292,A,290.2105564736459,1.2092106519735246
1,293,A,291.02788924971304,1.2126162052071376
1,293,F,346.0478165929526,1.4418659024706357
1,294,F,347.1604466417532,1.446501861007305
1,294,A,290.4087807051191,1.2100365862713296
1,295,A,291.2244761612221,1.2134353173384256
1,295,F,346.3664246168705,1.4431934359036271
1,296,F,347.47586204215946,1.447816091842331
1,296,A,290.6012997897292,1.2108387491238717
1,297,A,291.4147832692721,1.214228263621967
1,297,F,346.67739400809893,1.4444891417004122
1,298,F,347.7836632743133,1.4490985969763055
1,298,A,290.7909532807356,1.211628972003065
1,299,A,291.609010143815,1.2150375422658959
1,299,F,346.98120505652616,1.445755021068859
1,300,F,348.08589855008034,1.4503579106253348
1,300,A,290.9889104451793,1.2124537935215802
1,301,A,291.8046502527933,1.2158527093866387
1,301,F,347.2789386803141,1.4469955778346422
1,302,F,348.38217400192286,1.4515923916746787
1,302,A,291.18307414215576,1.213262808925649
1,303,A,291.99772911410895,1.2166572046421207
1,303,F,347.5803525924943,1.448251469135393
1,304,F,348.6818858578458,1.4528411910743577
