step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.7890263252122838,11,0.9596719856832789,-0.022700790318963972,-0.1189010104118568,0.18738172946485135,0.0,0.0,0.0,
2,0.2878930225054124,6,0.9309368272290565,-0.014877688180580599,-0.12720420741626598,0.03523496804162431,0.0,0.0,0.0,
3,0.09038651890651811,0,0.8835238004288353,-0.008520200008491977,-0.13543100507003727,0.0,0.0,0.0,0.0,
4,0.02501968048130379,0,0.8244370712881604,-0.011868667662327675,-0.13474001811867528,0.0,0.0,0.0,2.2316971806720949e-07,
5,0.006130809581730419,0,0.7291985346285874,-0.005236457043960647,-0.13818143018130608,0.0,4.88915274154827e-08,0.0,5.029095079925103e-07,
