repetition,delay,a_strength,c_strength,steps,changed_edges
1,5,1.0055672860025249,1.0281435880609184,10,824
2,2,1.1523090620362957,1.0139992683619181,7,832
3,5,0.9083353323979779,1.0684299221167266,10,813
4,3,0.9601858208819348,1.0037349639440993,8,821
5,5,1.0282577290622594,1.0430012941497737,10,825
6,4,0.8733420757032208,0.9398474682566753,9,803
7,3,0.927523924563149,0.878830078119805,8,800
8,1,1.0306349932866452,0.8295224784404913,6,804
9,5,0.9388622869812768,1.0296691945376018,10,818
10,4,1.1320742261688437,1.118044621127756,9,839
11,2,1.0619733823372526,1.1317315107680637,7,833
12,2,0.9761429646765433,0.9676526648318977,7,819
13,3,0.9555311873203206,0.8870153596728164,8,808
14,5,0.8184015933723398,1.0309357062035873,10,803
15,1,0.998578754174921,0.9611296336341796,6,820
16,1,1.072507500717765,1.0912915658673188,6,831
17,4,1.011551303436129,0.9684616246724612,9,821
18,2,1.0508874941005801,0.8793096072816938,7,812
19,5,1.060056474816133,1.0339009703216675,10,827
20,5,0.9607837453768441,0.8809003250268195,10,808
21,5,0.981043302815573,1.0902130423594634,10,827
22,4,0.9131810941492196,1.0022391898377923,9,810
23,3,1.1351010953963294,1.0679968805463884,8,835
24,5,0.99564115222749,0.9783933265295544,10,821
25,2,0.9847410395462269,0.8838851162473427,7,808
26,5,1.0423660660708582,1.0486363610923308,10,828
27,5,1.0366766002553272,1.1247247443498927,10,833
28,4,1.097603930924168,1.1470115397464524,9,838
29,5,1.0331180392101655,1.1769139119935912,10,842
30,4,1.1463985484917187,0.9562573071328727,9,829
31,3,1.1346198558849634,0.9352857530785764,8,829
32,2,0.9157511221903722,1.003144933594375,7,812
33,2,1.1407360410733745,1.0549206526964454,7,835
34,2,1.0113444399280214,0.9603611800202556,7,821
35,3,0.8591978406720483,1.0145670330678662,8,807
36,4,0.986479668246407,1.1114067502935112,9,829
37,5,0.9732456658818647,1.0540111693426153,10,825
38,2,1.0107087129981147,1.0200782981969514,7,825
39,1,0.9420883507439916,0.9003484297413421,6,811
40,3,0.9890445188196867,0.8565322637455428,8,804
41,2,1.1164950412131163,1.0470776051716424,7,834
42,4,0.9466836721306405,1.1114478936698517,9,829
43,1,0.9990137163688315,0.8987713206907187,6,813
44,3,1.01470810379445,1.025188355789255,8,825
45,4,1.1135380977530445,0.9579155593755114,9,829
46,5,0.878975695115652,0.9758558283940362,10,807
47,1,1.1239423864610152,0.9825172850024957,6,831
48,5,0.9636239940211886,0.9238241104781626,10,819
49,3,1.0869405720319527,0.9569891349835888,8,825
50,1,1.0803974982577083,0.8940656619792082,6,817
51,4,0.9304400509719138,0.8734757292681977,9,805
52,5,0.8999723217515418,1.2013382560551422,10,827
53,5,1.0145618808820889,0.948869956451851,10,821
54,3,1.0550104047965485,0.992531652449873,8,825
55,3,0.9386552144412859,0.9546149277871436,8,819
56,5,1.0014431262006944,0.9149266031249633,10,816
57,3,1.025939125422781,1.0411820504522984,8,828
58,2,1.0413133273499509,1.0225514909359534,7,827
59,5,1.0050010435729713,0.9410662499185032,10,821
60,1,0.9509300510757501,0.8891349889167466,6,811
61,4,1.0476168875253926,1.0184817966565465,9,827
62,5,1.0603022405127418,0.964610826161406,10,824
63,2,1.101777404171145,0.9246729703046362,7,829
64,5,0.9177415228806913,1.0203422005779244,10,816
65,2,1.0005375207124871,0.9812213991442519,7,822
66,3,0.961166520922125,0.9995501876488273,8,821
67,5,1.0338895063742966,0.9185258771416335,10,822
68,1,1.0351087165605926,1.0387460393276808,6,828
69,5,0.9189548758824131,1.002459903042801,10,817
70,2,0.9089588310099467,0.972421111538599,7,813
71,5,1.004382098038693,1.1090559059815,10,831
72,1,0.9516071026539857,1.050318755744914,6,825
73,4,1.016012518954024,1.0119416545285507,9,827
74,1,0.9996049375059284,0.9869133868255682,6,823
75,4,1.1454377264263789,1.0372280821258892,9,835
76,3,1.0956165679234136,1.0148352847564888,8,833
77,4,0.9185643678960754,0.9593388882140417,9,814
78,5,1.0038023555532618,0.9984617662674419,10,824
79,5,1.0279572833300779,0.9382774063862916,10,823
80,4,0.9309451381658495,0.8953037779599654,9,812
81,2,1.0774058823886037,1.1009085792352904,7,835
82,5,1.0765402789298135,1.1182314362353996,10,835
83,1,1.143643045717402,1.0264168402422904,6,835
84,2,1.0927883167560923,0.9743899788937235,7,831
85,1,0.9109607847416391,0.9926060569476245,6,815
86,1,0.9576144876427086,0.8932389770925688,6,812
87,2,0.9538551315728878,0.9250724592039078,7,819
88,1,0.8472564764057927,1.097332478594367,6,813
89,3,1.0227775033780422,1.0192063900508155,8,827
90,2,0.9694530583550274,0.9325153185061658,7,819
91,2,0.9858319000663601,0.9267068332966585,7,820
92,1,0.9737761588988678,0.8458514860208988,6,805
93,5,0.9418194117788976,0.9283799591508991,10,819
94,1,1.047073851478252,0.9992477459407857,6,827
95,5,1.058239404889989,0.9031321287979294,10,820
96,5,0.9482144294733122,0.9360738226973684,10,819
97,1,0.980161494031244,0.998774700935469,6,824
98,2,1.1574115506974076,0.8977374476117472,7,831
99,5,1.009137510824774,1.0779352296471232,10,832
100,1,1.1832425011146395,1.0441057767126896,6,843
