step,total_activity,active_nodes,center_x,center_y,center_z,A_mean,B_mean,C_mean,D_mean,fired_nodes
1,0.9112317088263393,9,0.9613149073218255,-0.029280101960530745,-0.11062656086840698,0.20468291408947573,0.0,0.0,0.0,
2,0.38992480511018773,9,0.9386329200244804,-0.029268624537966973,-0.10813377719090392,0.04793926588615816,0.0,0.0,0.0,
3,0.12734963563152846,0,0.8957744486262358,-0.029206505554577225,-0.10364130899843425,0.0,0.0,0.0,0.0,
4,0.036207029764967445,0,0.8382004615139937,-0.02862416406541865,-0.09819776525231137,0.0,0.0,0.0,2.0175773153018005e-07,
5,0.00863718262646201,0,0.7436654332658147,-0.02710087824034798,-0.08743349146392529,0.0,4.4244235662723244e-08,0.0,4.917471330414352e-07,
