source,target,before,after,delta
0,1,0.42567236737486275,0.42567236737488306,2.0317081350640365e-14
0,2,0.4198551927432411,0.4198551927432909,4.979350265443827e-14
0,3,0.4050128637533378,0.40501286375350753,1.6975310046518644e-13
0,4,0.42911566654085453,0.4291156665411062,2.51687559682523e-13
0,5,0.4170113042631324,0.41701130426364036,5.079825449172404e-13
0,6,0.4101521813212671,0.4101521813212851,1.8041124150158794e-14
0,7,0.41939267951613785,0.41939267951616843,3.058664432842306e-14
0,8,0.4192332339326082,0.4192332339332339,6.257216966787382e-13
1,0,0.4404299781172521,0.4404299781172617,9.603429163007604e-15
1,2,0.41913938690034647,0.4191393869003518,5.329070518200751e-15
1,3,0.40798665962955444,0.4079866596295705,1.6042722705833512e-14
1,4,0.4312934472832714,0.4312934472833143,4.29101199017623e-14
1,6,0.42554508569775995,0.42554508569776067,7.216449660063518e-16
1,9,0.41028972308520545,0.41028972308531714,1.1168843627729075e-13
1,11,0.43281509597751133,0.43281509597752155,1.021405182655144e-14
1,14,0.428632662151811,0.42863266215181706,6.050715484207103e-15
2,0,0.4073075249927047,0.4073075249927446,3.991251773527438e-14
2,1,0.4183481980503362,0.41834819805034823,1.2045919817182948e-14
2,3,0.42827931953986415,0.4282793195399553,9.114931032172535e-14
2,4,0.3908896552620232,0.39088965526217473,1.5154544286133387e-13
2,5,0.42709936568278556,0.4270993656830508,2.652322805829499e-13
2,7,0.42605378684620043,0.42605378684622053,2.0095036745715333e-14
2,10,0.44031675727673625,0.4403167572768856,1.4932499681208355e-13
2,12,0.4240140136325178,0.42401401363286434,3.465561171367426e-13
2,15,0.44488148875455297,0.4448814887545771,2.4147350785597155e-14
3,0,0.4030625097320815,0.4030625097323363,2.5479618415147343e-13
3,1,0.4000933856015042,0.40009338560156454,6.034062138837726e-14
3,2,0.435550059300926,0.43555005930108975,1.637578961322106e-13
3,5,0.42096555829971377,0.4209655583021074,2.3936408410918375e-12
3,6,0.4119957103148561,0.4119957103149078,5.168088179630104e-14
3,8,0.4116900023837542,0.41169000238667,2.9157787295730486e-12
3,11,0.4075723370432544,0.407572337043528,2.7361446441886983e-13
3,13,0.4337756356466173,0.4337756356526111,5.993816554195064e-12
3,16,0.40201638248081645,0.40201638248414223,3.325784092567119e-12
4,0,0.422751874840928,0.42275187484101234,8.432143872028064e-14
4,1,0.4330573247093184,0.4330573247093719,5.3512749786932545e-14
4,2,0.4285555869002219,0.4285555869002972,7.532863222081687e-14
4,6,0.4074617667147212,0.4074617667147671,4.590772206825022e-14
4,7,0.42164535231003053,0.42164535231012595,9.54236689665322e-14
4,9,0.41609564567059576,0.4160956456726556,2.059852288738284e-12
4,12,0.41195992541908155,0.4119599254209205,1.8389734179891093e-12
4,17,0.39401294155097966,0.39401294157173394,2.075428717773775e-11
5,0,0.42896055540135264,0.4289605554025104,1.1577405700791132e-12
5,2,0.41658691433391687,0.4165869143346241,7.072120666862247e-13
5,3,0.4271641624298325,0.42716416243318983,3.3573144264664734e-12
5,8,0.4026571722850135,0.40265717230101944,1.6005918812567188e-11
5,10,0.4283745083059692,0.42837450831132723,5.358047339143468e-12
5,13,0.4239497500274815,0.4239497500647639,3.728239938993738e-11
5,18,0.39516363042650665,0.3951636304634962,3.6989522556041265e-11
5,26,0.4386248122053829,0.43862481233724454,1.318616327239397e-10
6,0,0.3987369124857526,0.3987369124857604,7.771561172376096e-15
6,1,0.41069716536225903,0.41069716536225975,7.216449660063518e-16
6,3,0.39775592896364614,0.39775592896365963,1.3489209749195652e-14
6,4,0.4333609612560621,0.4333609612560987,3.658184866139891e-14
6,9,0.4166617069698198,0.4166617069699141,9.431344594190705e-14
6,11,0.4274417045686292,0.4274417045686381,8.93729534823251e-15
6,14,0.43008645153142855,0.43008645153143366,5.10702591327572e-15
6,19,0.41232154166748497,0.41232154166748497,0.0
6,27,0.40040320187678363,0.4004032018767888,5.162537064506978e-15
7,0,0.41362947243355624,0.4136294724335669,1.0658141036401503e-14
7,2,0.4293804314878154,0.42938043148782246,7.049916206369744e-15
7,4,0.4246569061904102,0.42465690619046115,5.0959236830294685e-14
7,10,0.4092324517969604,0.40923245179699647,3.608224830031759e-14
7,12,0.39645617399668426,0.3964561739968012,1.1696199564426024e-13
7,15,0.42281587847514085,0.42281587847514823,7.382983113757291e-15
7,20,0.40255382771382425,0.40255382771402953,2.0528023725319144e-13
7,28,0.42518697835198266,0.4251869783519999,1.7263968032921184e-14
8,0,0.41136414482974665,0.41136414483113487,1.3882228699912957e-12
8,3,0.39826047384553015,0.3982604738495298,3.999633957363358e-12
8,5,0.4224057901692768,0.42240579018490715,1.5630330363336498e-11
8,11,0.414902203658464,0.41490220365992964,1.4656609259589004e-12
8,13,0.41981783033513087,0.41981783037887865,4.374778317384198e-11
8,16,0.41980999644207706,0.4198099964632075,2.1130430738480754e-11
8,21,0.40759316055932676,0.40759316071853474,1.5920798013269177e-10
8,29,0.4208317601859791,0.42083176026688895,8.090983438791e-11
9,1,0.42512173122923835,0.42512173122938013,1.417754802446325e-13
9,4,0.4060031791641277,0.4060031791662282,2.100486451439565e-12
9,6,0.413702337386197,0.41370233738631806,1.2106982083537332e-13
9,12,0.4168917177632855,0.416891717768115,4.829525668270662e-12
9,14,0.42025471358619837,0.4202547135866139,4.155564781171961e-13
9,17,0.42339688140022935,0.4233968814542474,5.4018067796590685e-11
9,22,0.4303231380318902,0.43032313804433103,1.2440826147042117e-11
9,30,0.41170658280528655,0.4117065828949367,8.9650176171574e-11
10,2,0.43057481062851644,0.4305748106287708,2.5435209494162336e-13
10,5,0.4232673759749464,0.4232673759784286,3.4822145167368035e-12
10,7,0.4225360975238716,0.422536097524015,1.4338530363033897e-13
10,13,0.4118077048684307,0.41180770487664525,8.214540159201533e-12
10,15,0.4257252413473652,0.4257252413475514,1.8618440122963875e-13
10,18,0.41255242059209746,0.4125524206014444,9.346967644319193e-12
10,23,0.3961451496435416,0.396145149644879,1.3374301666146948e-12
10,31,0.4345041799420077,0.43450417995148266,9.474976359058473e-12
11,1,0.41536891759201383,0.4153689175920368,2.298161660974074e-14
11,3,0.4251140797581667,0.4251140797583418,1.7513768213461844e-13
11,6,0.4134457440016208,0.41344574400164075,1.992850329202156e-14
11,8,0.40171060546008547,0.4017106054607166,6.311062783481702e-13
11,14,0.4149667131270866,0.41496671312712513,3.852473895449293e-14
11,16,0.4127715704252133,0.412771570425972,7.58726415028832e-13
11,19,0.4278590493770934,0.42785904937711033,1.6930901125533637e-14
11,24,0.4321920876637224,0.43219208766399975,2.773337115513641e-13
11,32,0.4150787137395575,0.41507871373962124,6.372680161348399e-14
12,2,0.3851270121725017,0.38512701217267126,1.695310558602614e-13
12,4,0.42416785591215106,0.42416785591394673,1.7956747200287282e-12
12,7,0.419766164279149,0.4197661642793629,2.1393997684526767e-13
12,9,0.42078038055946165,0.4207803805640842,4.622524585329302e-12
12,15,0.43336719534027557,0.4333671953404961,2.2054580384178735e-13
12,17,0.4083041611300199,0.40830416117624657,4.622668914322503e-11
12,20,0.41324049105360317,0.41324049106076566,7.162492821066735e-12
12,25,0.42377726749346306,0.4237772675551627,6.169964539282091e-11
12,33,0.41913157097364195,0.41913157099853393,2.4891977368213247e-11
13,3,0.4324255514271771,0.4324255514426843,1.5507206629905568e-11
13,5,0.4406810953130262,0.440681095386361,7.333483820204378e-11
13,8,0.4268064434499285,0.42680644353767455,8.77460326620394e-11
13,10,0.4216925039525445,0.4216925039763208,2.3776314250767427e-11
13,16,0.41676633217831144,0.41676633227128435,9.29729071508234e-11
13,18,0.4202445690089545,0.4202445692264005,2.1744600564588268e-10
13,21,0.4243531081999796,0.4243531094906476,1.2906679613955419e-09
13,26,0.3967274478427098,0.39672744911394553,1.2712357277955277e-09
13,34,0.4212905358313551,0.42129053825643775,2.425082634704978e-09
14,1,0.41312981570592805,0.41312981570592805,0.0
14,6,0.4130030107544186,0.4130030107544186,0.0
14,9,0.4008519225870024,0.400851922587031,2.858824288409778e-14
14,11,0.4138277375722327,0.4138277375722327,0.0
14,19,0.4090288846882535,0.4090288846882535,0.0
14,22,0.4212848525816307,0.42128485258169696,6.628031457012185e-14
14,27,0.42008590374899646,0.42008590374899835,1.887379141862766e-15
14,35,0.41951638424444637,0.4195163842445131,6.672440377997191e-14
15,2,0.4415534324680815,0.44155343246809503,1.354472090042691e-14
15,7,0.4283144779213781,0.4283144779213888,1.071365218763276e-14
15,10,0.4169756093629173,0.41697560936297323,5.595524044110789e-14
15,12,0.4207022786042679,0.4207022786044668,1.988964548615968e-13
15,20,0.4289238857430888,0.42892388574343776,3.489430966396867e-13
